PeriodEnd,PeriodStart,Period,Dhi,Dni,Ghi
2020-12-31T02:00:00Z,2020-12-31T01:00:00Z,PT60M,0,0,0
2020-12-31T03:00:00Z,2020-12-31T02:00:00Z,PT60M,0,0,0
2020-12-31T04:00:00Z,2020-12-31T03:00:00Z,PT60M,0,0,0
2020-12-31T05:00:00Z,2020-12-31T04:00:00Z,PT60M,0,0,0
2020-12-31T06:00:00Z,2020-12-31T05:00:00Z,PT60M,0,0,0
2020-12-31T07:00:00Z,2020-12-31T06:00:00Z,PT60M,0,0,0
2020-12-31T08:00:00Z,2020-12-31T07:00:00Z,PT60M,0,0,0
2020-12-31T09:00:00Z,2020-12-31T08:00:00Z,PT60M,0,0,0
2020-12-31T10:00:00Z,2020-12-31T09:00:00Z,PT60M,5,10,5
2020-12-31T11:00:00Z,2020-12-31T10:00:00Z,PT60M,34,501,127
2020-12-31T12:00:00Z,2020-12-31T11:00:00Z,PT60M,50,789,339
2020-12-31T13:00:00Z,2020-12-31T12:00:00Z,PT60M,63,902,563
2020-12-31T14:00:00Z,2020-12-31T13:00:00Z,PT60M,73,966,768
2020-12-31T15:00:00Z,2020-12-31T14:00:00Z,PT60M,82,998,930
2020-12-31T16:00:00Z,2020-12-31T15:00:00Z,PT60M,89,1010,1038
2020-12-31T17:00:00Z,2020-12-31T16:00:00Z,PT60M,93,1012,1084
2020-12-31T18:00:00Z,2020-12-31T17:00:00Z,PT60M,176,877,1025
2020-12-31T19:00:00Z,2020-12-31T18:00:00Z,PT60M,106,968,980
2020-12-31T20:00:00Z,2020-12-31T19:00:00Z,PT60M,92,951,847
2020-12-31T21:00:00Z,2020-12-31T20:00:00Z,PT60M,84,896,662
2020-12-31T22:00:00Z,2020-12-31T21:00:00Z,PT60M,139,556,407
2020-12-31T23:00:00Z,2020-12-31T22:00:00Z,PT60M,84,421,205
2021-01-01T00:00:00Z,2020-12-31T23:00:00Z,PT60M,22,164,43
2021-01-01T01:00:00Z,2021-01-01T00:00:00Z,PT60M,0,0,0
2021-01-01T02:00:00Z,2021-01-01T01:00:00Z,PT60M,0,0,0
2021-01-01T03:00:00Z,2021-01-01T02:00:00Z,PT60M,0,0,0
2021-01-01T04:00:00Z,2021-01-01T03:00:00Z,PT60M,0,0,0
2021-01-01T05:00:00Z,2021-01-01T04:00:00Z,PT60M,0,0,0
2021-01-01T06:00:00Z,2021-01-01T05:00:00Z,PT60M,0,0,0
2021-01-01T07:00:00Z,2021-01-01T06:00:00Z,PT60M,0,0,0
2021-01-01T08:00:00Z,2021-01-01T07:00:00Z,PT60M,0,0,0
2021-01-01T09:00:00Z,2021-01-01T08:00:00Z,PT60M,0,0,0
2021-01-01T10:00:00Z,2021-01-01T09:00:00Z,PT60M,4,21,5
2021-01-01T11:00:00Z,2021-01-01T10:00:00Z,PT60M,42,420,118
2021-01-01T12:00:00Z,2021-01-01T11:00:00Z,PT60M,68,696,323
2021-01-01T13:00:00Z,2021-01-01T12:00:00Z,PT60M,88,817,541
2021-01-01T14:00:00Z,2021-01-01T13:00:00Z,PT60M,103,886,740
2021-01-01T15:00:00Z,2021-01-01T14:00:00Z,PT60M,117,921,900
2021-01-01T16:00:00Z,2021-01-01T15:00:00Z,PT60M,135,925,1004
2021-01-01T17:00:00Z,2021-01-01T16:00:00Z,PT60M,141,930,1052
2021-01-01T18:00:00Z,2021-01-01T17:00:00Z,PT60M,138,931,1038
2021-01-01T19:00:00Z,2021-01-01T18:00:00Z,PT60M,115,942,966
2021-01-01T20:00:00Z,2021-01-01T19:00:00Z,PT60M,105,915,831
2021-01-01T21:00:00Z,2021-01-01T20:00:00Z,PT60M,95,857,647
2021-01-01T22:00:00Z,2021-01-01T21:00:00Z,PT60M,80,757,434
2021-01-01T23:00:00Z,2021-01-01T22:00:00Z,PT60M,57,579,218
2021-01-02T00:00:00Z,2021-01-01T23:00:00Z,PT60M,22,146,41
2021-01-02T01:00:00Z,2021-01-02T00:00:00Z,PT60M,0,0,0
2021-01-02T02:00:00Z,2021-01-02T01:00:00Z,PT60M,0,0,0
2021-01-02T03:00:00Z,2021-01-02T02:00:00Z,PT60M,0,0,0
2021-01-02T04:00:00Z,2021-01-02T03:00:00Z,PT60M,0,0,0
2021-01-02T05:00:00Z,2021-01-02T04:00:00Z,PT60M,0,0,0
2021-01-02T06:00:00Z,2021-01-02T05:00:00Z,PT60M,0,0,0
2021-01-02T07:00:00Z,2021-01-02T06:00:00Z,PT60M,0,0,0
2021-01-02T08:00:00Z,2021-01-02T07:00:00Z,PT60M,0,0,0
2021-01-02T09:00:00Z,2021-01-02T08:00:00Z,PT60M,0,0,0
2021-01-02T10:00:00Z,2021-01-02T09:00:00Z,PT60M,2,0,2
2021-01-02T11:00:00Z,2021-01-02T10:00:00Z,PT60M,57,104,81
2021-01-02T12:00:00Z,2021-01-02T11:00:00Z,PT60M,141,352,269
2021-01-02T13:00:00Z,2021-01-02T12:00:00Z,PT60M,133,671,507
2021-01-02T14:00:00Z,2021-01-02T13:00:00Z,PT60M,127,825,719
2021-01-02T15:00:00Z,2021-01-02T14:00:00Z,PT60M,137,874,880
2021-01-02T16:00:00Z,2021-01-02T15:00:00Z,PT60M,140,906,990
2021-01-02T17:00:00Z,2021-01-02T16:00:00Z,PT60M,141,919,1041
2021-01-02T18:00:00Z,2021-01-02T17:00:00Z,PT60M,138,922,1030
2021-01-02T19:00:00Z,2021-01-02T18:00:00Z,PT60M,133,909,955
2021-01-02T20:00:00Z,2021-01-02T19:00:00Z,PT60M,120,884,822
2021-01-02T21:00:00Z,2021-01-02T20:00:00Z,PT60M,101,838,643
2021-01-02T22:00:00Z,2021-01-02T21:00:00Z,PT60M,81,749,432
2021-01-02T23:00:00Z,2021-01-02T22:00:00Z,PT60M,56,586,218
2021-01-03T00:00:00Z,2021-01-02T23:00:00Z,PT60M,22,156,42
2021-01-03T01:00:00Z,2021-01-03T00:00:00Z,PT60M,0,0,0
2021-01-03T02:00:00Z,2021-01-03T01:00:00Z,PT60M,0,0,0
2021-01-03T03:00:00Z,2021-01-03T02:00:00Z,PT60M,0,0,0
2021-01-03T04:00:00Z,2021-01-03T03:00:00Z,PT60M,0,0,0
2021-01-03T05:00:00Z,2021-01-03T04:00:00Z,PT60M,0,0,0
2021-01-03T06:00:00Z,2021-01-03T05:00:00Z,PT60M,0,0,0
2021-01-03T07:00:00Z,2021-01-03T06:00:00Z,PT60M,0,0,0
2021-01-03T08:00:00Z,2021-01-03T07:00:00Z,PT60M,0,0,0
2021-01-03T09:00:00Z,2021-01-03T08:00:00Z,PT60M,0,0,0
2021-01-03T10:00:00Z,2021-01-03T09:00:00Z,PT60M,3,0,3
2021-01-03T11:00:00Z,2021-01-03T10:00:00Z,PT60M,40,363,108
2021-01-03T12:00:00Z,2021-01-03T11:00:00Z,PT60M,77,636,308
2021-01-03T13:00:00Z,2021-01-03T12:00:00Z,PT60M,84,813,531
2021-01-03T14:00:00Z,2021-01-03T13:00:00Z,PT60M,96,892,734
2021-01-03T15:00:00Z,2021-01-03T14:00:00Z,PT60M,104,934,896
2021-01-03T16:00:00Z,2021-01-03T15:00:00Z,PT60M,111,953,1005
2021-01-03T17:00:00Z,2021-01-03T16:00:00Z,PT60M,113,962,1055
2021-01-03T18:00:00Z,2021-01-03T17:00:00Z,PT60M,111,965,1044
2021-01-03T19:00:00Z,2021-01-03T18:00:00Z,PT60M,106,957,972
2021-01-03T20:00:00Z,2021-01-03T19:00:00Z,PT60M,100,924,835
2021-01-03T21:00:00Z,2021-01-03T20:00:00Z,PT60M,91,862,649
2021-01-03T22:00:00Z,2021-01-03T21:00:00Z,PT60M,77,761,434
2021-01-03T23:00:00Z,2021-01-03T22:00:00Z,PT60M,55,590,219
2021-01-04T00:00:00Z,2021-01-03T23:00:00Z,PT60M,22,158,43
2021-01-04T01:00:00Z,2021-01-04T00:00:00Z,PT60M,0,0,0
2021-01-04T02:00:00Z,2021-01-04T01:00:00Z,PT60M,0,0,0
2021-01-04T03:00:00Z,2021-01-04T02:00:00Z,PT60M,0,0,0
2021-01-04T04:00:00Z,2021-01-04T03:00:00Z,PT60M,0,0,0
2021-01-04T05:00:00Z,2021-01-04T04:00:00Z,PT60M,0,0,0
2021-01-04T06:00:00Z,2021-01-04T05:00:00Z,PT60M,0,0,0
2021-01-04T07:00:00Z,2021-01-04T06:00:00Z,PT60M,0,0,0
2021-01-04T08:00:00Z,2021-01-04T07:00:00Z,PT60M,0,0,0
2021-01-04T09:00:00Z,2021-01-04T08:00:00Z,PT60M,0,0,0
2021-01-04T10:00:00Z,2021-01-04T09:00:00Z,PT60M,3,19,4
2021-01-04T11:00:00Z,2021-01-04T10:00:00Z,PT60M,36,448,114
2021-01-04T12:00:00Z,2021-01-04T11:00:00Z,PT60M,60,714,317
2021-01-04T13:00:00Z,2021-01-04T12:00:00Z,PT60M,75,841,537
2021-01-04T14:00:00Z,2021-01-04T13:00:00Z,PT60M,86,915,740
2021-01-04T15:00:00Z,2021-01-04T14:00:00Z,PT60M,94,955,903
2021-01-04T16:00:00Z,2021-01-04T15:00:00Z,PT60M,100,973,1012
2021-01-04T17:00:00Z,2021-01-04T16:00:00Z,PT60M,103,979,1061
2021-01-04T18:00:00Z,2021-01-04T17:00:00Z,PT60M,104,976,1048
2021-01-04T19:00:00Z,2021-01-04T18:00:00Z,PT60M,102,962,972
2021-01-04T20:00:00Z,2021-01-04T19:00:00Z,PT60M,97,932,838
2021-01-04T21:00:00Z,2021-01-04T20:00:00Z,PT60M,87,879,656
2021-01-04T22:00:00Z,2021-01-04T21:00:00Z,PT60M,74,782,442
2021-01-04T23:00:00Z,2021-01-04T22:00:00Z,PT60M,54,609,224
2021-01-05T00:00:00Z,2021-01-04T23:00:00Z,PT60M,22,162,44
2021-01-05T01:00:00Z,2021-01-05T00:00:00Z,PT60M,0,0,0
2021-01-05T02:00:00Z,2021-01-05T01:00:00Z,PT60M,0,0,0
2021-01-05T03:00:00Z,2021-01-05T02:00:00Z,PT60M,0,0,0
2021-01-05T04:00:00Z,2021-01-05T03:00:00Z,PT60M,0,0,0
2021-01-05T05:00:00Z,2021-01-05T04:00:00Z,PT60M,0,0,0
2021-01-05T06:00:00Z,2021-01-05T05:00:00Z,PT60M,0,0,0
2021-01-05T07:00:00Z,2021-01-05T06:00:00Z,PT60M,0,0,0
2021-01-05T08:00:00Z,2021-01-05T07:00:00Z,PT60M,0,0,0
2021-01-05T09:00:00Z,2021-01-05T08:00:00Z,PT60M,0,0,0
2021-01-05T10:00:00Z,2021-01-05T09:00:00Z,PT60M,3,11,4
2021-01-05T11:00:00Z,2021-01-05T10:00:00Z,PT60M,38,412,110
2021-01-05T12:00:00Z,2021-01-05T11:00:00Z,PT60M,64,700,316
2021-01-05T13:00:00Z,2021-01-05T12:00:00Z,PT60M,80,837,538
2021-01-05T14:00:00Z,2021-01-05T13:00:00Z,PT60M,91,915,743
2021-01-05T15:00:00Z,2021-01-05T14:00:00Z,PT60M,97,958,908
2021-01-05T16:00:00Z,2021-01-05T15:00:00Z,PT60M,98,985,1021
2021-01-05T17:00:00Z,2021-01-05T16:00:00Z,PT60M,100,993,1071
2021-01-05T18:00:00Z,2021-01-05T17:00:00Z,PT60M,99,991,1057
2021-01-05T19:00:00Z,2021-01-05T18:00:00Z,PT60M,97,976,981
2021-01-05T20:00:00Z,2021-01-05T19:00:00Z,PT60M,93,943,844
2021-01-05T21:00:00Z,2021-01-05T20:00:00Z,PT60M,85,886,659
2021-01-05T22:00:00Z,2021-01-05T21:00:00Z,PT60M,72,790,444
2021-01-05T23:00:00Z,2021-01-05T22:00:00Z,PT60M,53,619,226
2021-01-06T00:00:00Z,2021-01-05T23:00:00Z,PT60M,22,169,44
2021-01-06T01:00:00Z,2021-01-06T00:00:00Z,PT60M,0,0,0
2021-01-06T02:00:00Z,2021-01-06T01:00:00Z,PT60M,0,0,0
2021-01-06T03:00:00Z,2021-01-06T02:00:00Z,PT60M,0,0,0
2021-01-06T04:00:00Z,2021-01-06T03:00:00Z,PT60M,0,0,0
2021-01-06T05:00:00Z,2021-01-06T04:00:00Z,PT60M,0,0,0
2021-01-06T06:00:00Z,2021-01-06T05:00:00Z,PT60M,0,0,0
2021-01-06T07:00:00Z,2021-01-06T06:00:00Z,PT60M,0,0,0
2021-01-06T08:00:00Z,2021-01-06T07:00:00Z,PT60M,0,0,0
2021-01-06T09:00:00Z,2021-01-06T08:00:00Z,PT60M,0,0,0
2021-01-06T10:00:00Z,2021-01-06T09:00:00Z,PT60M,2,14,4
2021-01-06T11:00:00Z,2021-01-06T10:00:00Z,PT60M,68,149,89
2021-01-06T12:00:00Z,2021-01-06T11:00:00Z,PT60M,147,276,257
2021-01-06T13:00:00Z,2021-01-06T12:00:00Z,PT60M,74,845,534
2021-01-06T14:00:00Z,2021-01-06T13:00:00Z,PT60M,85,920,739
2021-01-06T15:00:00Z,2021-01-06T14:00:00Z,PT60M,94,959,904
2021-01-06T16:00:00Z,2021-01-06T15:00:00Z,PT60M,105,972,1014
2021-01-06T17:00:00Z,2021-01-06T16:00:00Z,PT60M,110,978,1065
2021-01-06T18:00:00Z,2021-01-06T17:00:00Z,PT60M,111,975,1054
2021-01-06T19:00:00Z,2021-01-06T18:00:00Z,PT60M,112,956,977
2021-01-06T20:00:00Z,2021-01-06T19:00:00Z,PT60M,107,920,840
2021-01-06T21:00:00Z,2021-01-06T20:00:00Z,PT60M,98,861,656
2021-01-06T22:00:00Z,2021-01-06T21:00:00Z,PT60M,83,759,441
2021-01-06T23:00:00Z,2021-01-06T22:00:00Z,PT60M,60,579,222
2021-01-07T00:00:00Z,2021-01-06T23:00:00Z,PT60M,23,149,43
2021-01-07T01:00:00Z,2021-01-07T00:00:00Z,PT60M,0,0,0
2021-01-07T02:00:00Z,2021-01-07T01:00:00Z,PT60M,0,0,0
2021-01-07T03:00:00Z,2021-01-07T02:00:00Z,PT60M,0,0,0
2021-01-07T04:00:00Z,2021-01-07T03:00:00Z,PT60M,0,0,0
2021-01-07T05:00:00Z,2021-01-07T04:00:00Z,PT60M,0,0,0
2021-01-07T06:00:00Z,2021-01-07T05:00:00Z,PT60M,0,0,0
2021-01-07T07:00:00Z,2021-01-07T06:00:00Z,PT60M,0,0,0
2021-01-07T08:00:00Z,2021-01-07T07:00:00Z,PT60M,0,0,0
2021-01-07T09:00:00Z,2021-01-07T08:00:00Z,PT60M,0,0,0
2021-01-07T10:00:00Z,2021-01-07T09:00:00Z,PT60M,2,13,3
2021-01-07T11:00:00Z,2021-01-07T10:00:00Z,PT60M,35,426,107
2021-01-07T12:00:00Z,2021-01-07T11:00:00Z,PT60M,59,705,309
2021-01-07T13:00:00Z,2021-01-07T12:00:00Z,PT60M,76,833,527
2021-01-07T14:00:00Z,2021-01-07T13:00:00Z,PT60M,88,906,731
2021-01-07T15:00:00Z,2021-01-07T14:00:00Z,PT60M,95,948,895
2021-01-07T16:00:00Z,2021-01-07T15:00:00Z,PT60M,94,977,1007
2021-01-07T17:00:00Z,2021-01-07T16:00:00Z,PT60M,96,983,1056
2021-01-07T18:00:00Z,2021-01-07T17:00:00Z,PT60M,97,980,1045
2021-01-07T19:00:00Z,2021-01-07T18:00:00Z,PT60M,98,962,970
2021-01-07T20:00:00Z,2021-01-07T19:00:00Z,PT60M,95,928,835
2021-01-07T21:00:00Z,2021-01-07T20:00:00Z,PT60M,87,873,653
2021-01-07T22:00:00Z,2021-01-07T21:00:00Z,PT60M,73,778,440
2021-01-07T23:00:00Z,2021-01-07T22:00:00Z,PT60M,53,610,224
2021-01-08T00:00:00Z,2021-01-07T23:00:00Z,PT60M,22,171,45
2021-01-08T01:00:00Z,2021-01-08T00:00:00Z,PT60M,0,0,0
2021-01-08T02:00:00Z,2021-01-08T01:00:00Z,PT60M,0,0,0
2021-01-08T03:00:00Z,2021-01-08T02:00:00Z,PT60M,0,0,0
2021-01-08T04:00:00Z,2021-01-08T03:00:00Z,PT60M,0,0,0
2021-01-08T05:00:00Z,2021-01-08T04:00:00Z,PT60M,0,0,0
2021-01-08T06:00:00Z,2021-01-08T05:00:00Z,PT60M,0,0,0
2021-01-08T07:00:00Z,2021-01-08T06:00:00Z,PT60M,0,0,0
2021-01-08T08:00:00Z,2021-01-08T07:00:00Z,PT60M,0,0,0
2021-01-08T09:00:00Z,2021-01-08T08:00:00Z,PT60M,0,0,0
2021-01-08T10:00:00Z,2021-01-08T09:00:00Z,PT60M,2,10,3
2021-01-08T11:00:00Z,2021-01-08T10:00:00Z,PT60M,36,388,102
2021-01-08T12:00:00Z,2021-01-08T11:00:00Z,PT60M,68,659,300
2021-01-08T13:00:00Z,2021-01-08T12:00:00Z,PT60M,86,802,519
2021-01-08T14:00:00Z,2021-01-08T13:00:00Z,PT60M,101,878,722
2021-01-08T15:00:00Z,2021-01-08T14:00:00Z,PT60M,113,918,886
2021-01-08T16:00:00Z,2021-01-08T15:00:00Z,PT60M,153,887,980
2021-01-08T17:00:00Z,2021-01-08T16:00:00Z,PT60M,369,564,920
2021-01-08T18:00:00Z,2021-01-08T17:00:00Z,PT60M,287,684,946
2021-01-08T19:00:00Z,2021-01-08T18:00:00Z,PT60M,149,879,946
2021-01-08T20:00:00Z,2021-01-08T19:00:00Z,PT60M,140,849,816
2021-01-08T21:00:00Z,2021-01-08T20:00:00Z,PT60M,101,844,649
2021-01-08T22:00:00Z,2021-01-08T21:00:00Z,PT60M,85,742,437
2021-01-08T23:00:00Z,2021-01-08T22:00:00Z,PT60M,59,584,222
2021-01-09T00:00:00Z,2021-01-08T23:00:00Z,PT60M,22,160,44
2021-01-09T01:00:00Z,2021-01-09T00:00:00Z,PT60M,0,0,0
2021-01-09T02:00:00Z,2021-01-09T01:00:00Z,PT60M,0,0,0
2021-01-09T03:00:00Z,2021-01-09T02:00:00Z,PT60M,0,0,0
2021-01-09T04:00:00Z,2021-01-09T03:00:00Z,PT60M,0,0,0
2021-01-09T05:00:00Z,2021-01-09T04:00:00Z,PT60M,0,0,0
2021-01-09T06:00:00Z,2021-01-09T05:00:00Z,PT60M,0,0,0
2021-01-09T07:00:00Z,2021-01-09T06:00:00Z,PT60M,0,0,0
2021-01-09T08:00:00Z,2021-01-09T07:00:00Z,PT60M,0,0,0
2021-01-09T09:00:00Z,2021-01-09T08:00:00Z,PT60M,0,0,0
2021-01-09T10:00:00Z,2021-01-09T09:00:00Z,PT60M,2,1,2
2021-01-09T11:00:00Z,2021-01-09T10:00:00Z,PT60M,34,9,35
2021-01-09T12:00:00Z,2021-01-09T11:00:00Z,PT60M,147,155,206
2021-01-09T13:00:00Z,2021-01-09T12:00:00Z,PT60M,106,737,508
2021-01-09T14:00:00Z,2021-01-09T13:00:00Z,PT60M,89,903,727
2021-01-09T15:00:00Z,2021-01-09T14:00:00Z,PT60M,209,745,828
2021-01-09T16:00:00Z,2021-01-09T15:00:00Z,PT60M,571,8,578
2021-01-09T17:00:00Z,2021-01-09T16:00:00Z,PT60M,553,222,770
2021-01-09T18:00:00Z,2021-01-09T17:00:00Z,PT60M,405,493,881
2021-01-09T19:00:00Z,2021-01-09T18:00:00Z,PT60M,297,636,873
2021-01-09T20:00:00Z,2021-01-09T19:00:00Z,PT60M,303,536,730
2021-01-09T21:00:00Z,2021-01-09T20:00:00Z,PT60M,198,621,600
2021-01-09T22:00:00Z,2021-01-09T21:00:00Z,PT60M,99,706,430
2021-01-09T23:00:00Z,2021-01-09T22:00:00Z,PT60M,51,627,227
2021-01-10T00:00:00Z,2021-01-09T23:00:00Z,PT60M,21,183,46
2021-01-10T01:00:00Z,2021-01-10T00:00:00Z,PT60M,0,0,0
2021-01-10T02:00:00Z,2021-01-10T01:00:00Z,PT60M,0,0,0
2021-01-10T03:00:00Z,2021-01-10T02:00:00Z,PT60M,0,0,0
2021-01-10T04:00:00Z,2021-01-10T03:00:00Z,PT60M,0,0,0
2021-01-10T05:00:00Z,2021-01-10T04:00:00Z,PT60M,0,0,0
2021-01-10T06:00:00Z,2021-01-10T05:00:00Z,PT60M,0,0,0
2021-01-10T07:00:00Z,2021-01-10T06:00:00Z,PT60M,0,0,0
2021-01-10T08:00:00Z,2021-01-10T07:00:00Z,PT60M,0,0,0
2021-01-10T09:00:00Z,2021-01-10T08:00:00Z,PT60M,0,0,0
2021-01-10T10:00:00Z,2021-01-10T09:00:00Z,PT60M,2,7,2
2021-01-10T11:00:00Z,2021-01-10T10:00:00Z,PT60M,31,434,102
2021-01-10T12:00:00Z,2021-01-10T11:00:00Z,PT60M,55,721,305
2021-01-10T13:00:00Z,2021-01-10T12:00:00Z,PT60M,70,852,527
2021-01-10T14:00:00Z,2021-01-10T13:00:00Z,PT60M,81,926,733
2021-01-10T15:00:00Z,2021-01-10T14:00:00Z,PT60M,89,966,899
2021-01-10T16:00:00Z,2021-01-10T15:00:00Z,PT60M,94,984,1011
2021-01-10T17:00:00Z,2021-01-10T16:00:00Z,PT60M,97,992,1064
2021-01-10T18:00:00Z,2021-01-10T17:00:00Z,PT60M,96,993,1055
2021-01-10T19:00:00Z,2021-01-10T18:00:00Z,PT60M,92,983,982
2021-01-10T20:00:00Z,2021-01-10T19:00:00Z,PT60M,86,957,849
2021-01-10T21:00:00Z,2021-01-10T20:00:00Z,PT60M,77,908,667
2021-01-10T22:00:00Z,2021-01-10T21:00:00Z,PT60M,64,822,453
2021-01-10T23:00:00Z,2021-01-10T22:00:00Z,PT60M,47,662,232
2021-01-11T00:00:00Z,2021-01-10T23:00:00Z,PT60M,21,200,47
2021-01-11T01:00:00Z,2021-01-11T00:00:00Z,PT60M,0,0,0
2021-01-11T02:00:00Z,2021-01-11T01:00:00Z,PT60M,0,0,0
2021-01-11T03:00:00Z,2021-01-11T02:00:00Z,PT60M,0,0,0
2021-01-11T04:00:00Z,2021-01-11T03:00:00Z,PT60M,0,0,0
2021-01-11T05:00:00Z,2021-01-11T04:00:00Z,PT60M,0,0,0
2021-01-11T06:00:00Z,2021-01-11T05:00:00Z,PT60M,0,0,0
2021-01-11T07:00:00Z,2021-01-11T06:00:00Z,PT60M,0,0,0
2021-01-11T08:00:00Z,2021-01-11T07:00:00Z,PT60M,0,0,0
2021-01-11T09:00:00Z,2021-01-11T08:00:00Z,PT60M,0,0,0
2021-01-11T10:00:00Z,2021-01-11T09:00:00Z,PT60M,1,6,2
2021-01-11T11:00:00Z,2021-01-11T10:00:00Z,PT60M,30,438,101
2021-01-11T12:00:00Z,2021-01-11T11:00:00Z,PT60M,53,726,304
2021-01-11T13:00:00Z,2021-01-11T12:00:00Z,PT60M,68,859,526
2021-01-11T14:00:00Z,2021-01-11T13:00:00Z,PT60M,77,934,733
2021-01-11T15:00:00Z,2021-01-11T14:00:00Z,PT60M,83,976,901
2021-01-11T16:00:00Z,2021-01-11T15:00:00Z,PT60M,87,995,1013
2021-01-11T17:00:00Z,2021-01-11T16:00:00Z,PT60M,89,1003,1066
2021-01-11T18:00:00Z,2021-01-11T17:00:00Z,PT60M,88,1004,1057
2021-01-11T19:00:00Z,2021-01-11T18:00:00Z,PT60M,85,993,984
2021-01-11T20:00:00Z,2021-01-11T19:00:00Z,PT60M,80,966,851
2021-01-11T21:00:00Z,2021-01-11T20:00:00Z,PT60M,73,917,669
2021-01-11T22:00:00Z,2021-01-11T21:00:00Z,PT60M,62,828,454
2021-01-11T23:00:00Z,2021-01-11T22:00:00Z,PT60M,46,665,232
2021-01-12T00:00:00Z,2021-01-11T23:00:00Z,PT60M,20,208,47
2021-01-12T01:00:00Z,2021-01-12T00:00:00Z,PT60M,0,0,0
2021-01-12T02:00:00Z,2021-01-12T01:00:00Z,PT60M,0,0,0
2021-01-12T03:00:00Z,2021-01-12T02:00:00Z,PT60M,0,0,0
2021-01-12T04:00:00Z,2021-01-12T03:00:00Z,PT60M,0,0,0
2021-01-12T05:00:00Z,2021-01-12T04:00:00Z,PT60M,0,0,0
2021-01-12T06:00:00Z,2021-01-12T05:00:00Z,PT60M,0,0,0
2021-01-12T07:00:00Z,2021-01-12T06:00:00Z,PT60M,0,0,0
2021-01-12T08:00:00Z,2021-01-12T07:00:00Z,PT60M,0,0,0
2021-01-12T09:00:00Z,2021-01-12T08:00:00Z,PT60M,0,0,0
2021-01-12T10:00:00Z,2021-01-12T09:00:00Z,PT60M,1,8,2
2021-01-12T11:00:00Z,2021-01-12T10:00:00Z,PT60M,29,448,100
2021-01-12T12:00:00Z,2021-01-12T11:00:00Z,PT60M,51,742,305
2021-01-12T13:00:00Z,2021-01-12T12:00:00Z,PT60M,66,870,528
2021-01-12T14:00:00Z,2021-01-12T13:00:00Z,PT60M,76,941,735
2021-01-12T15:00:00Z,2021-01-12T14:00:00Z,PT60M,84,980,903
2021-01-12T16:00:00Z,2021-01-12T15:00:00Z,PT60M,88,1000,1017
2021-01-12T17:00:00Z,2021-01-12T16:00:00Z,PT60M,91,1005,1070
2021-01-12T18:00:00Z,2021-01-12T17:00:00Z,PT60M,92,1003,1060
2021-01-12T19:00:00Z,2021-01-12T18:00:00Z,PT60M,90,990,986
2021-01-12T20:00:00Z,2021-01-12T19:00:00Z,PT60M,86,959,851
2021-01-12T21:00:00Z,2021-01-12T20:00:00Z,PT60M,79,906,668
2021-01-12T22:00:00Z,2021-01-12T21:00:00Z,PT60M,67,813,452
2021-01-12T23:00:00Z,2021-01-12T22:00:00Z,PT60M,50,646,231
2021-01-13T00:00:00Z,2021-01-12T23:00:00Z,PT60M,21,190,46
2021-01-13T01:00:00Z,2021-01-13T00:00:00Z,PT60M,0,0,0
2021-01-13T02:00:00Z,2021-01-13T01:00:00Z,PT60M,0,0,0
2021-01-13T03:00:00Z,2021-01-13T02:00:00Z,PT60M,0,0,0
2021-01-13T04:00:00Z,2021-01-13T03:00:00Z,PT60M,0,0,0
2021-01-13T05:00:00Z,2021-01-13T04:00:00Z,PT60M,0,0,0
2021-01-13T06:00:00Z,2021-01-13T05:00:00Z,PT60M,0,0,0
2021-01-13T07:00:00Z,2021-01-13T06:00:00Z,PT60M,0,0,0
2021-01-13T08:00:00Z,2021-01-13T07:00:00Z,PT60M,0,0,0
2021-01-13T09:00:00Z,2021-01-13T08:00:00Z,PT60M,0,0,0
2021-01-13T10:00:00Z,2021-01-13T09:00:00Z,PT60M,1,6,2
2021-01-13T11:00:00Z,2021-01-13T10:00:00Z,PT60M,29,435,98
2021-01-13T12:00:00Z,2021-01-13T11:00:00Z,PT60M,53,736,303
2021-01-13T13:00:00Z,2021-01-13T12:00:00Z,PT60M,67,869,527
2021-01-13T14:00:00Z,2021-01-13T13:00:00Z,PT60M,78,941,736
2021-01-13T15:00:00Z,2021-01-13T14:00:00Z,PT60M,86,980,905
2021-01-13T16:00:00Z,2021-01-13T15:00:00Z,PT60M,93,996,1019
2021-01-13T17:00:00Z,2021-01-13T16:00:00Z,PT60M,97,1002,1072
2021-01-13T18:00:00Z,2021-01-13T17:00:00Z,PT60M,98,1000,1063
2021-01-13T19:00:00Z,2021-01-13T18:00:00Z,PT60M,97,987,990
2021-01-13T20:00:00Z,2021-01-13T19:00:00Z,PT60M,92,958,856
2021-01-13T21:00:00Z,2021-01-13T20:00:00Z,PT60M,83,904,671
2021-01-13T22:00:00Z,2021-01-13T21:00:00Z,PT60M,71,810,454
2021-01-13T23:00:00Z,2021-01-13T22:00:00Z,PT60M,52,640,231
2021-01-14T00:00:00Z,2021-01-13T23:00:00Z,PT60M,21,185,46
2021-01-14T01:00:00Z,2021-01-14T00:00:00Z,PT60M,0,0,0
2021-01-14T02:00:00Z,2021-01-14T01:00:00Z,PT60M,0,0,0
2021-01-14T03:00:00Z,2021-01-14T02:00:00Z,PT60M,0,0,0
2021-01-14T04:00:00Z,2021-01-14T03:00:00Z,PT60M,0,0,0
