PeriodEnd,PeriodStart,Period,Dhi,Dni,Ghi
2021-06-10T08:00:00Z,2021-06-10T07:00:00Z,PT60M,0,0,0
2021-06-10T09:00:00Z,2021-06-10T08:00:00Z,PT60M,0,0,0
2021-06-10T10:00:00Z,2021-06-10T09:00:00Z,PT60M,0,0,0
2021-06-10T11:00:00Z,2021-06-10T10:00:00Z,PT60M,0,0,0
2021-06-10T12:00:00Z,2021-06-10T11:00:00Z,PT60M,1,0,1
2021-06-10T13:00:00Z,2021-06-10T12:00:00Z,PT60M,33,308,85
2021-06-10T14:00:00Z,2021-06-10T13:00:00Z,PT60M,95,396,214
2021-06-10T15:00:00Z,2021-06-10T14:00:00Z,PT60M,191,247,291
2021-06-10T16:00:00Z,2021-06-10T15:00:00Z,PT60M,196,393,399
2021-06-10T17:00:00Z,2021-06-10T16:00:00Z,PT60M,70,810,515
2021-06-10T18:00:00Z,2021-06-10T17:00:00Z,PT60M,56,838,503
2021-06-10T19:00:00Z,2021-06-10T18:00:00Z,PT60M,52,806,428
2021-06-10T20:00:00Z,2021-06-10T19:00:00Z,PT60M,44,734,305
2021-06-10T21:00:00Z,2021-06-10T20:00:00Z,PT60M,31,585,152
2021-06-10T22:00:00Z,2021-06-10T21:00:00Z,PT60M,7,143,21
2021-06-10T23:00:00Z,2021-06-10T22:00:00Z,PT60M,0,0,0
2021-06-11T00:00:00Z,2021-06-10T23:00:00Z,PT60M,0,0,0
2021-06-11T01:00:00Z,2021-06-11T00:00:00Z,PT60M,0,0,0
2021-06-11T02:00:00Z,2021-06-11T01:00:00Z,PT60M,0,0,0
2021-06-11T03:00:00Z,2021-06-11T02:00:00Z,PT60M,0,0,0
2021-06-11T04:00:00Z,2021-06-11T03:00:00Z,PT60M,0,0,0
2021-06-11T05:00:00Z,2021-06-11T04:00:00Z,PT60M,0,0,0
2021-06-11T06:00:00Z,2021-06-11T05:00:00Z,PT60M,0,0,0
2021-06-11T07:00:00Z,2021-06-11T06:00:00Z,PT60M,0,0,0
2021-06-11T08:00:00Z,2021-06-11T07:00:00Z,PT60M,0,0,0
2021-06-11T09:00:00Z,2021-06-11T08:00:00Z,PT60M,0,0,0
2021-06-11T10:00:00Z,2021-06-11T09:00:00Z,PT60M,0,0,0
2021-06-11T11:00:00Z,2021-06-11T10:00:00Z,PT60M,0,0,0
2021-06-11T12:00:00Z,2021-06-11T11:00:00Z,PT60M,1,13,2
2021-06-11T13:00:00Z,2021-06-11T12:00:00Z,PT60M,22,472,92
2021-06-11T14:00:00Z,2021-06-11T13:00:00Z,PT60M,37,703,246
2021-06-11T15:00:00Z,2021-06-11T14:00:00Z,PT60M,46,797,385
2021-06-11T16:00:00Z,2021-06-11T15:00:00Z,PT60M,50,843,481
2021-06-11T17:00:00Z,2021-06-11T16:00:00Z,PT60M,52,859,522
2021-06-11T18:00:00Z,2021-06-11T17:00:00Z,PT60M,52,851,505
2021-06-11T19:00:00Z,2021-06-11T18:00:00Z,PT60M,50,812,429
2021-06-11T20:00:00Z,2021-06-11T19:00:00Z,PT60M,45,731,304
2021-06-11T21:00:00Z,2021-06-11T20:00:00Z,PT60M,32,579,152
2021-06-11T22:00:00Z,2021-06-11T21:00:00Z,PT60M,8,137,21
2021-06-11T23:00:00Z,2021-06-11T22:00:00Z,PT60M,0,0,0
2021-06-12T00:00:00Z,2021-06-11T23:00:00Z,PT60M,0,0,0
2021-06-12T01:00:00Z,2021-06-12T00:00:00Z,PT60M,0,0,0
2021-06-12T02:00:00Z,2021-06-12T01:00:00Z,PT60M,0,0,0
2021-06-12T03:00:00Z,2021-06-12T02:00:00Z,PT60M,0,0,0
2021-06-12T04:00:00Z,2021-06-12T03:00:00Z,PT60M,0,0,0
2021-06-12T05:00:00Z,2021-06-12T04:00:00Z,PT60M,0,0,0
2021-06-12T06:00:00Z,2021-06-12T05:00:00Z,PT60M,0,0,0
2021-06-12T07:00:00Z,2021-06-12T06:00:00Z,PT60M,0,0,0
2021-06-12T08:00:00Z,2021-06-12T07:00:00Z,PT60M,0,0,0
2021-06-12T09:00:00Z,2021-06-12T08:00:00Z,PT60M,0,0,0
2021-06-12T10:00:00Z,2021-06-12T09:00:00Z,PT60M,0,0,0
2021-06-12T11:00:00Z,2021-06-12T10:00:00Z,PT60M,0,0,0
2021-06-12T12:00:00Z,2021-06-12T11:00:00Z,PT60M,1,11,2
2021-06-12T13:00:00Z,2021-06-12T12:00:00Z,PT60M,23,450,89
2021-06-12T14:00:00Z,2021-06-12T13:00:00Z,PT60M,39,687,243
2021-06-12T15:00:00Z,2021-06-12T14:00:00Z,PT60M,48,782,380
2021-06-12T16:00:00Z,2021-06-12T15:00:00Z,PT60M,54,828,476
2021-06-12T17:00:00Z,2021-06-12T16:00:00Z,PT60M,56,844,517
2021-06-12T18:00:00Z,2021-06-12T17:00:00Z,PT60M,56,835,500
2021-06-12T19:00:00Z,2021-06-12T18:00:00Z,PT60M,53,799,425
2021-06-12T20:00:00Z,2021-06-12T19:00:00Z,PT60M,46,725,303
2021-06-12T21:00:00Z,2021-06-12T20:00:00Z,PT60M,33,573,151
2021-06-12T22:00:00Z,2021-06-12T21:00:00Z,PT60M,8,136,21
2021-06-12T23:00:00Z,2021-06-12T22:00:00Z,PT60M,0,0,0
2021-06-13T00:00:00Z,2021-06-12T23:00:00Z,PT60M,0,0,0
2021-06-13T01:00:00Z,2021-06-13T00:00:00Z,PT60M,0,0,0
2021-06-13T02:00:00Z,2021-06-13T01:00:00Z,PT60M,0,0,0
2021-06-13T03:00:00Z,2021-06-13T02:00:00Z,PT60M,0,0,0
2021-06-13T04:00:00Z,2021-06-13T03:00:00Z,PT60M,0,0,0
2021-06-13T05:00:00Z,2021-06-13T04:00:00Z,PT60M,0,0,0
2021-06-13T06:00:00Z,2021-06-13T05:00:00Z,PT60M,0,0,0
2021-06-13T07:00:00Z,2021-06-13T06:00:00Z,PT60M,0,0,0
2021-06-13T08:00:00Z,2021-06-13T07:00:00Z,PT60M,0,0,0
2021-06-13T09:00:00Z,2021-06-13T08:00:00Z,PT60M,0,0,0
2021-06-13T10:00:00Z,2021-06-13T09:00:00Z,PT60M,0,0,0
2021-06-13T11:00:00Z,2021-06-13T10:00:00Z,PT60M,0,0,0
2021-06-13T12:00:00Z,2021-06-13T11:00:00Z,PT60M,1,1,2
2021-06-13T13:00:00Z,2021-06-13T12:00:00Z,PT60M,33,336,82
2021-06-13T14:00:00Z,2021-06-13T13:00:00Z,PT60M,62,564,230
2021-06-13T15:00:00Z,2021-06-13T14:00:00Z,PT60M,75,689,366
2021-06-13T16:00:00Z,2021-06-13T15:00:00Z,PT60M,89,727,458
2021-06-13T17:00:00Z,2021-06-13T16:00:00Z,PT60M,115,684,488
2021-06-13T18:00:00Z,2021-06-13T17:00:00Z,PT60M,121,650,466
2021-06-13T19:00:00Z,2021-06-13T18:00:00Z,PT60M,91,672,403
2021-06-13T20:00:00Z,2021-06-13T19:00:00Z,PT60M,60,656,292
2021-06-13T21:00:00Z,2021-06-13T20:00:00Z,PT60M,42,489,143
2021-06-13T22:00:00Z,2021-06-13T21:00:00Z,PT60M,11,63,17
2021-06-13T23:00:00Z,2021-06-13T22:00:00Z,PT60M,0,0,0
2021-06-14T00:00:00Z,2021-06-13T23:00:00Z,PT60M,0,0,0
2021-06-14T01:00:00Z,2021-06-14T00:00:00Z,PT60M,0,0,0
2021-06-14T02:00:00Z,2021-06-14T01:00:00Z,PT60M,0,0,0
2021-06-14T03:00:00Z,2021-06-14T02:00:00Z,PT60M,0,0,0
2021-06-14T04:00:00Z,2021-06-14T03:00:00Z,PT60M,0,0,0
2021-06-14T05:00:00Z,2021-06-14T04:00:00Z,PT60M,0,0,0
2021-06-14T06:00:00Z,2021-06-14T05:00:00Z,PT60M,0,0,0
2021-06-14T07:00:00Z,2021-06-14T06:00:00Z,PT60M,0,0,0
2021-06-14T08:00:00Z,2021-06-14T07:00:00Z,PT60M,0,0,0
2021-06-14T09:00:00Z,2021-06-14T08:00:00Z,PT60M,0,0,0
2021-06-14T10:00:00Z,2021-06-14T09:00:00Z,PT60M,0,0,0
2021-06-14T11:00:00Z,2021-06-14T10:00:00Z,PT60M,0,0,0
2021-06-14T12:00:00Z,2021-06-14T11:00:00Z,PT60M,1,0,1
2021-06-14T13:00:00Z,2021-06-14T12:00:00Z,PT60M,41,232,76
2021-06-14T14:00:00Z,2021-06-14T13:00:00Z,PT60M,97,385,210
2021-06-14T15:00:00Z,2021-06-14T14:00:00Z,PT60M,138,460,333
2021-06-14T16:00:00Z,2021-06-14T15:00:00Z,PT60M,127,619,442
2021-06-14T17:00:00Z,2021-06-14T16:00:00Z,PT60M,96,743,501
2021-06-14T18:00:00Z,2021-06-14T17:00:00Z,PT60M,72,801,497
2021-06-14T19:00:00Z,2021-06-14T18:00:00Z,PT60M,78,732,417
2021-06-14T20:00:00Z,2021-06-14T19:00:00Z,PT60M,89,554,283
2021-06-14T21:00:00Z,2021-06-14T20:00:00Z,PT60M,63,335,134
2021-06-14T22:00:00Z,2021-06-14T21:00:00Z,PT60M,12,55,17
2021-06-14T23:00:00Z,2021-06-14T22:00:00Z,PT60M,0,0,0
2021-06-15T00:00:00Z,2021-06-14T23:00:00Z,PT60M,0,0,0
2021-06-15T01:00:00Z,2021-06-15T00:00:00Z,PT60M,0,0,0
2021-06-15T02:00:00Z,2021-06-15T01:00:00Z,PT60M,0,0,0
2021-06-15T03:00:00Z,2021-06-15T02:00:00Z,PT60M,0,0,0
2021-06-15T04:00:00Z,2021-06-15T03:00:00Z,PT60M,0,0,0
2021-06-15T05:00:00Z,2021-06-15T04:00:00Z,PT60M,0,0,0
2021-06-15T06:00:00Z,2021-06-15T05:00:00Z,PT60M,0,0,0
2021-06-15T07:00:00Z,2021-06-15T06:00:00Z,PT60M,0,0,0
2021-06-15T08:00:00Z,2021-06-15T07:00:00Z,PT60M,0,0,0
2021-06-15T09:00:00Z,2021-06-15T08:00:00Z,PT60M,0,0,0
2021-06-15T10:00:00Z,2021-06-15T09:00:00Z,PT60M,0,0,0
2021-06-15T11:00:00Z,2021-06-15T10:00:00Z,PT60M,0,0,0
2021-06-15T12:00:00Z,2021-06-15T11:00:00Z,PT60M,1,0,1
2021-06-15T13:00:00Z,2021-06-15T12:00:00Z,PT60M,48,0,48
2021-06-15T14:00:00Z,2021-06-15T13:00:00Z,PT60M,108,2,109
2021-06-15T15:00:00Z,2021-06-15T14:00:00Z,PT60M,192,14,198
2021-06-15T16:00:00Z,2021-06-15T15:00:00Z,PT60M,231,80,273
2021-06-15T17:00:00Z,2021-06-15T16:00:00Z,PT60M,174,488,440
2021-06-15T18:00:00Z,2021-06-15T17:00:00Z,PT60M,96,705,469
2021-06-15T19:00:00Z,2021-06-15T18:00:00Z,PT60M,170,300,315
2021-06-15T20:00:00Z,2021-06-15T19:00:00Z,PT60M,83,0,83
2021-06-15T21:00:00Z,2021-06-15T20:00:00Z,PT60M,59,0,59
2021-06-15T22:00:00Z,2021-06-15T21:00:00Z,PT60M,13,4,13
2021-06-15T23:00:00Z,2021-06-15T22:00:00Z,PT60M,0,0,0
2021-06-16T00:00:00Z,2021-06-15T23:00:00Z,PT60M,0,0,0
2021-06-16T01:00:00Z,2021-06-16T00:00:00Z,PT60M,0,0,0
2021-06-16T02:00:00Z,2021-06-16T01:00:00Z,PT60M,0,0,0
2021-06-16T03:00:00Z,2021-06-16T02:00:00Z,PT60M,0,0,0
2021-06-16T04:00:00Z,2021-06-16T03:00:00Z,PT60M,0,0,0
2021-06-16T05:00:00Z,2021-06-16T04:00:00Z,PT60M,0,0,0
2021-06-16T06:00:00Z,2021-06-16T05:00:00Z,PT60M,0,0,0
2021-06-16T07:00:00Z,2021-06-16T06:00:00Z,PT60M,0,0,0
2021-06-16T08:00:00Z,2021-06-16T07:00:00Z,PT60M,0,0,0
2021-06-16T09:00:00Z,2021-06-16T08:00:00Z,PT60M,0,0,0
2021-06-16T10:00:00Z,2021-06-16T09:00:00Z,PT60M,0,0,0
2021-06-16T11:00:00Z,2021-06-16T10:00:00Z,PT60M,0,0,0
2021-06-16T12:00:00Z,2021-06-16T11:00:00Z,PT60M,1,0,1
2021-06-16T13:00:00Z,2021-06-16T12:00:00Z,PT60M,48,77,61
2021-06-16T14:00:00Z,2021-06-16T13:00:00Z,PT60M,81,411,206
2021-06-16T15:00:00Z,2021-06-16T14:00:00Z,PT60M,96,585,343
2021-06-16T16:00:00Z,2021-06-16T15:00:00Z,PT60M,77,739,451
2021-06-16T17:00:00Z,2021-06-16T16:00:00Z,PT60M,83,752,491
2021-06-16T18:00:00Z,2021-06-16T17:00:00Z,PT60M,120,626,452
2021-06-16T19:00:00Z,2021-06-16T18:00:00Z,PT60M,93,642,392
2021-06-16T20:00:00Z,2021-06-16T19:00:00Z,PT60M,116,327,233
2021-06-16T21:00:00Z,2021-06-16T20:00:00Z,PT60M,66,288,121
2021-06-16T22:00:00Z,2021-06-16T21:00:00Z,PT60M,10,78,18
2021-06-16T23:00:00Z,2021-06-16T22:00:00Z,PT60M,0,0,0
2021-06-17T00:00:00Z,2021-06-16T23:00:00Z,PT60M,0,0,0
2021-06-17T01:00:00Z,2021-06-17T00:00:00Z,PT60M,0,0,0
2021-06-17T02:00:00Z,2021-06-17T01:00:00Z,PT60M,0,0,0
2021-06-17T03:00:00Z,2021-06-17T02:00:00Z,PT60M,0,0,0
2021-06-17T04:00:00Z,2021-06-17T03:00:00Z,PT60M,0,0,0
2021-06-17T05:00:00Z,2021-06-17T04:00:00Z,PT60M,0,0,0
2021-06-17T06:00:00Z,2021-06-17T05:00:00Z,PT60M,0,0,0
2021-06-17T07:00:00Z,2021-06-17T06:00:00Z,PT60M,0,0,0
2021-06-17T08:00:00Z,2021-06-17T07:00:00Z,PT60M,0,0,0
2021-06-17T09:00:00Z,2021-06-17T08:00:00Z,PT60M,0,0,0
2021-06-17T10:00:00Z,2021-06-17T09:00:00Z,PT60M,0,0,0
2021-06-17T11:00:00Z,2021-06-17T10:00:00Z,PT60M,0,0,0
2021-06-17T12:00:00Z,2021-06-17T11:00:00Z,PT60M,1,0,1
2021-06-17T13:00:00Z,2021-06-17T12:00:00Z,PT60M,28,338,79
2021-06-17T14:00:00Z,2021-06-17T13:00:00Z,PT60M,47,630,230
2021-06-17T15:00:00Z,2021-06-17T14:00:00Z,PT60M,60,733,367
2021-06-17T16:00:00Z,2021-06-17T15:00:00Z,PT60M,69,778,462
2021-06-17T17:00:00Z,2021-06-17T16:00:00Z,PT60M,73,794,503
2021-06-17T18:00:00Z,2021-06-17T17:00:00Z,PT60M,73,782,486
2021-06-17T19:00:00Z,2021-06-17T18:00:00Z,PT60M,69,741,412
2021-06-17T20:00:00Z,2021-06-17T19:00:00Z,PT60M,60,656,291
2021-06-17T21:00:00Z,2021-06-17T20:00:00Z,PT60M,42,487,143
2021-06-17T22:00:00Z,2021-06-17T21:00:00Z,PT60M,9,102,19
2021-06-17T23:00:00Z,2021-06-17T22:00:00Z,PT60M,0,0,0
2021-06-18T00:00:00Z,2021-06-17T23:00:00Z,PT60M,0,0,0
2021-06-18T01:00:00Z,2021-06-18T00:00:00Z,PT60M,0,0,0
2021-06-18T02:00:00Z,2021-06-18T01:00:00Z,PT60M,0,0,0
2021-06-18T03:00:00Z,2021-06-18T02:00:00Z,PT60M,0,0,0
2021-06-18T04:00:00Z,2021-06-18T03:00:00Z,PT60M,0,0,0
2021-06-18T05:00:00Z,2021-06-18T04:00:00Z,PT60M,0,0,0
2021-06-18T06:00:00Z,2021-06-18T05:00:00Z,PT60M,0,0,0
2021-06-18T07:00:00Z,2021-06-18T06:00:00Z,PT60M,0,0,0
2021-06-18T08:00:00Z,2021-06-18T07:00:00Z,PT60M,0,0,0
2021-06-18T09:00:00Z,2021-06-18T08:00:00Z,PT60M,0,0,0
2021-06-18T10:00:00Z,2021-06-18T09:00:00Z,PT60M,0,0,0
2021-06-18T11:00:00Z,2021-06-18T10:00:00Z,PT60M,0,0,0
2021-06-18T12:00:00Z,2021-06-18T11:00:00Z,PT60M,1,0,1
2021-06-18T13:00:00Z,2021-06-18T12:00:00Z,PT60M,43,149,65
2021-06-18T14:00:00Z,2021-06-18T13:00:00Z,PT60M,122,205,182
2021-06-18T15:00:00Z,2021-06-18T14:00:00Z,PT60M,225,19,232
2021-06-18T16:00:00Z,2021-06-18T15:00:00Z,PT60M,271,0,271
2021-06-18T17:00:00Z,2021-06-18T16:00:00Z,PT60M,269,175,364
2021-06-18T18:00:00Z,2021-06-18T17:00:00Z,PT60M,142,580,447
2021-06-18T19:00:00Z,2021-06-18T18:00:00Z,PT60M,123,557,381
2021-06-18T20:00:00Z,2021-06-18T19:00:00Z,PT60M,84,542,276
2021-06-18T21:00:00Z,2021-06-18T20:00:00Z,PT60M,58,337,131
2021-06-18T22:00:00Z,2021-06-18T21:00:00Z,PT60M,12,0,12
2021-06-18T23:00:00Z,2021-06-18T22:00:00Z,PT60M,0,0,0
2021-06-19T00:00:00Z,2021-06-18T23:00:00Z,PT60M,0,0,0
2021-06-19T01:00:00Z,2021-06-19T00:00:00Z,PT60M,0,0,0
2021-06-19T02:00:00Z,2021-06-19T01:00:00Z,PT60M,0,0,0
2021-06-19T03:00:00Z,2021-06-19T02:00:00Z,PT60M,0,0,0
2021-06-19T04:00:00Z,2021-06-19T03:00:00Z,PT60M,0,0,0
2021-06-19T05:00:00Z,2021-06-19T04:00:00Z,PT60M,0,0,0
2021-06-19T06:00:00Z,2021-06-19T05:00:00Z,PT60M,0,0,0
2021-06-19T07:00:00Z,2021-06-19T06:00:00Z,PT60M,0,0,0
2021-06-19T08:00:00Z,2021-06-19T07:00:00Z,PT60M,0,0,0
2021-06-19T09:00:00Z,2021-06-19T08:00:00Z,PT60M,0,0,0
2021-06-19T10:00:00Z,2021-06-19T09:00:00Z,PT60M,0,0,0
2021-06-19T11:00:00Z,2021-06-19T10:00:00Z,PT60M,0,0,0
2021-06-19T12:00:00Z,2021-06-19T11:00:00Z,PT60M,1,0,1
2021-06-19T13:00:00Z,2021-06-19T12:00:00Z,PT60M,42,0,42
2021-06-19T14:00:00Z,2021-06-19T13:00:00Z,PT60M,113,0,113
2021-06-19T15:00:00Z,2021-06-19T14:00:00Z,PT60M,153,0,153
2021-06-19T16:00:00Z,2021-06-19T15:00:00Z,PT60M,205,0,205
2021-06-19T17:00:00Z,2021-06-19T16:00:00Z,PT60M,219,231,345
2021-06-19T18:00:00Z,2021-06-19T17:00:00Z,PT60M,121,658,467
2021-06-19T19:00:00Z,2021-06-19T18:00:00Z,PT60M,72,745,417
2021-06-19T20:00:00Z,2021-06-19T19:00:00Z,PT60M,80,580,286
2021-06-19T21:00:00Z,2021-06-19T20:00:00Z,PT60M,53,442,140
2021-06-19T22:00:00Z,2021-06-19T21:00:00Z,PT60M,9,114,20
2021-06-19T23:00:00Z,2021-06-19T22:00:00Z,PT60M,0,0,0
2021-06-20T00:00:00Z,2021-06-19T23:00:00Z,PT60M,0,0,0
2021-06-20T01:00:00Z,2021-06-20T00:00:00Z,PT60M,0,0,0
2021-06-20T02:00:00Z,2021-06-20T01:00:00Z,PT60M,0,0,0
2021-06-20T03:00:00Z,2021-06-20T02:00:00Z,PT60M,0,0,0
2021-06-20T04:00:00Z,2021-06-20T03:00:00Z,PT60M,0,0,0
2021-06-20T05:00:00Z,2021-06-20T04:00:00Z,PT60M,0,0,0
2021-06-20T06:00:00Z,2021-06-20T05:00:00Z,PT60M,0,0,0
2021-06-20T07:00:00Z,2021-06-20T06:00:00Z,PT60M,0,0,0
2021-06-20T08:00:00Z,2021-06-20T07:00:00Z,PT60M,0,0,0
2021-06-20T09:00:00Z,2021-06-20T08:00:00Z,PT60M,0,0,0
2021-06-20T10:00:00Z,2021-06-20T09:00:00Z,PT60M,0,0,0
2021-06-20T11:00:00Z,2021-06-20T10:00:00Z,PT60M,0,0,0
2021-06-20T12:00:00Z,2021-06-20T11:00:00Z,PT60M,1,0,1
2021-06-20T13:00:00Z,2021-06-20T12:00:00Z,PT60M,46,4,47
2021-06-20T14:00:00Z,2021-06-20T13:00:00Z,PT60M,120,1,120
2021-06-20T15:00:00Z,2021-06-20T14:00:00Z,PT60M,129,0,129
2021-06-20T16:00:00Z,2021-06-20T15:00:00Z,PT60M,153,0,153
2021-06-20T17:00:00Z,2021-06-20T16:00:00Z,PT60M,244,0,244
2021-06-20T18:00:00Z,2021-06-20T17:00:00Z,PT60M,231,0,231
2021-06-20T19:00:00Z,2021-06-20T18:00:00Z,PT60M,190,67,221
2021-06-20T20:00:00Z,2021-06-20T19:00:00Z,PT60M,101,6,102
2021-06-20T21:00:00Z,2021-06-20T20:00:00Z,PT60M,48,427,137
2021-06-20T22:00:00Z,2021-06-20T21:00:00Z,PT60M,9,107,20
2021-06-20T23:00:00Z,2021-06-20T22:00:00Z,PT60M,0,0,0
2021-06-21T00:00:00Z,2021-06-20T23:00:00Z,PT60M,0,0,0
2021-06-21T01:00:00Z,2021-06-21T00:00:00Z,PT60M,0,0,0
2021-06-21T02:00:00Z,2021-06-21T01:00:00Z,PT60M,0,0,0
2021-06-21T03:00:00Z,2021-06-21T02:00:00Z,PT60M,0,0,0
2021-06-21T04:00:00Z,2021-06-21T03:00:00Z,PT60M,0,0,0
2021-06-21T05:00:00Z,2021-06-21T04:00:00Z,PT60M,0,0,0
2021-06-21T06:00:00Z,2021-06-21T05:00:00Z,PT60M,0,0,0
2021-06-21T07:00:00Z,2021-06-21T06:00:00Z,PT60M,0,0,0
2021-06-21T08:00:00Z,2021-06-21T07:00:00Z,PT60M,0,0,0
2021-06-21T09:00:00Z,2021-06-21T08:00:00Z,PT60M,0,0,0
2021-06-21T10:00:00Z,2021-06-21T09:00:00Z,PT60M,0,0,0
2021-06-21T11:00:00Z,2021-06-21T10:00:00Z,PT60M,0,0,0
2021-06-21T12:00:00Z,2021-06-21T11:00:00Z,PT60M,1,4,1
2021-06-21T13:00:00Z,2021-06-21T12:00:00Z,PT60M,22,397,80
2021-06-21T14:00:00Z,2021-06-21T13:00:00Z,PT60M,38,671,231
2021-06-21T15:00:00Z,2021-06-21T14:00:00Z,PT60M,48,771,369
2021-06-21T16:00:00Z,2021-06-21T15:00:00Z,PT60M,54,818,465
2021-06-21T17:00:00Z,2021-06-21T16:00:00Z,PT60M,56,839,509
2021-06-21T18:00:00Z,2021-06-21T17:00:00Z,PT60M,56,831,494
2021-06-21T19:00:00Z,2021-06-21T18:00:00Z,PT60M,73,730,412
2021-06-21T20:00:00Z,2021-06-21T19:00:00Z,PT60M,119,387,257
2021-06-21T21:00:00Z,2021-06-21T20:00:00Z,PT60M,60,364,137
2021-06-21T22:00:00Z,2021-06-21T21:00:00Z,PT60M,13,45,18
2021-06-21T23:00:00Z,2021-06-21T22:00:00Z,PT60M,0,0,0
2021-06-22T00:00:00Z,2021-06-21T23:00:00Z,PT60M,0,0,0
2021-06-22T01:00:00Z,2021-06-22T00:00:00Z,PT60M,0,0,0
2021-06-22T02:00:00Z,2021-06-22T01:00:00Z,PT60M,0,0,0
2021-06-22T03:00:00Z,2021-06-22T02:00:00Z,PT60M,0,0,0
2021-06-22T04:00:00Z,2021-06-22T03:00:00Z,PT60M,0,0,0
2021-06-22T05:00:00Z,2021-06-22T04:00:00Z,PT60M,0,0,0
2021-06-22T06:00:00Z,2021-06-22T05:00:00Z,PT60M,0,0,0
2021-06-22T07:00:00Z,2021-06-22T06:00:00Z,PT60M,0,0,0
2021-06-22T08:00:00Z,2021-06-22T07:00:00Z,PT60M,0,0,0
2021-06-22T09:00:00Z,2021-06-22T08:00:00Z,PT60M,0,0,0
2021-06-22T10:00:00Z,2021-06-22T09:00:00Z,PT60M,0,0,0
2021-06-22T11:00:00Z,2021-06-22T10:00:00Z,PT60M,0,0,0
2021-06-22T12:00:00Z,2021-06-22T11:00:00Z,PT60M,0,0,0
2021-06-22T13:00:00Z,2021-06-22T12:00:00Z,PT60M,40,90,53
2021-06-22T14:00:00Z,2021-06-22T13:00:00Z,PT60M,86,405,207
2021-06-22T15:00:00Z,2021-06-22T14:00:00Z,PT60M,115,535,336
2021-06-22T16:00:00Z,2021-06-22T15:00:00Z,PT60M,153,532,419
2021-06-22T17:00:00Z,2021-06-22T16:00:00Z,PT60M,188,472,443
2021-06-22T18:00:00Z,2021-06-22T17:00:00Z,PT60M,208,390,413
2021-06-22T19:00:00Z,2021-06-22T18:00:00Z,PT60M,132,536,383
2021-06-22T20:00:00Z,2021-06-22T19:00:00Z,PT60M,111,439,266
2021-06-22T21:00:00Z,2021-06-22T20:00:00Z,PT60M,81,186,120
2021-06-22T22:00:00Z,2021-06-22T21:00:00Z,PT60M,12,14,14
2021-06-22T23:00:00Z,2021-06-22T22:00:00Z,PT60M,0,0,0
2021-06-23T00:00:00Z,2021-06-22T23:00:00Z,PT60M,0,0,0
2021-06-23T01:00:00Z,2021-06-23T00:00:00Z,PT60M,0,0,0
2021-06-23T02:00:00Z,2021-06-23T01:00:00Z,PT60M,0,0,0
2021-06-23T03:00:00Z,2021-06-23T02:00:00Z,PT60M,0,0,0
2021-06-23T04:00:00Z,2021-06-23T03:00:00Z,PT60M,0,0,0
2021-06-23T05:00:00Z,2021-06-23T04:00:00Z,PT60M,0,0,0
2021-06-23T06:00:00Z,2021-06-23T05:00:00Z,PT60M,0,0,0
2021-06-23T07:00:00Z,2021-06-23T06:00:00Z,PT60M,0,0,0
2021-06-23T08:00:00Z,2021-06-23T07:00:00Z,PT60M,0,0,0
2021-06-23T09:00:00Z,2021-06-23T08:00:00Z,PT60M,0,0,0
2021-06-23T10:00:00Z,2021-06-23T09:00:00Z,PT60M,0,0,0
2021-06-23T11:00:00Z,2021-06-23T10:00:00Z,PT60M,0,0,0
2021-06-23T12:00:00Z,2021-06-23T11:00:00Z,PT60M,1,0,1
2021-06-23T13:00:00Z,2021-06-23T12:00:00Z,PT60M,40,0,40
2021-06-23T14:00:00Z,2021-06-23T13:00:00Z,PT60M,86,0,86
2021-06-23T15:00:00Z,2021-06-23T14:00:00Z,PT60M,119,0,119
2021-06-23T16:00:00Z,2021-06-23T15:00:00Z,PT60M,112,0,112
2021-06-23T17:00:00Z,2021-06-23T16:00:00Z,PT60M,134,0,134
2021-06-23T18:00:00Z,2021-06-23T17:00:00Z,PT60M,143,0,143
2021-06-23T19:00:00Z,2021-06-23T18:00:00Z,PT60M,124,0,124
2021-06-23T20:00:00Z,2021-06-23T19:00:00Z,PT60M,73,0,73
2021-06-23T21:00:00Z,2021-06-23T20:00:00Z,PT60M,71,9,72
2021-06-23T22:00:00Z,2021-06-23T21:00:00Z,PT60M,12,2,13
2021-06-23T23:00:00Z,2021-06-23T22:00:00Z,PT60M,0,0,0
2021-06-24T00:00:00Z,2021-06-23T23:00:00Z,PT60M,0,0,0
2021-06-24T01:00:00Z,2021-06-24T00:00:00Z,PT60M,0,0,0
2021-06-24T02:00:00Z,2021-06-24T01:00:00Z,PT60M,0,0,0
2021-06-24T03:00:00Z,2021-06-24T02:00:00Z,PT60M,0,0,0
2021-06-24T04:00:00Z,2021-06-24T03:00:00Z,PT60M,0,0,0
2021-06-24T05:00:00Z,2021-06-24T04:00:00Z,PT60M,0,0,0
2021-06-24T06:00:00Z,2021-06-24T05:00:00Z,PT60M,0,0,0
2021-06-24T07:00:00Z,2021-06-24T06:00:00Z,PT60M,0,0,0
2021-06-24T08:00:00Z,2021-06-24T07:00:00Z,PT60M,0,0,0
2021-06-24T09:00:00Z,2021-06-24T08:00:00Z,PT60M,0,0,0
2021-06-24T10:00:00Z,2021-06-24T09:00:00Z,PT60M,0,0,0
2021-06-24T11:00:00Z,2021-06-24T10:00:00Z,PT60M,0,0,0
