PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,GtiTracking,WindSpeed10m,Zenith
2020-10-05T12:00:00Z,2020-10-05T11:00:00Z,PT60M,9.0,-86,2.4,50,619,167,217,642,0.6,75
2020-10-05T13:00:00Z,2020-10-05T12:00:00Z,PT60M,12.2,-77,0.0,60,836,386,447,920,1.0,63
2020-10-05T14:00:00Z,2020-10-05T13:00:00Z,PT60M,14.3,-66,0.0,73,914,580,653,965,1.7,51
2020-10-05T15:00:00Z,2020-10-05T14:00:00Z,PT60M,16.4,-51,0.0,83,951,729,813,967,1.9,40
2020-10-05T16:00:00Z,2020-10-05T15:00:00Z,PT60M,18.4,-30,0.0,91,965,821,912,955,2.4,32
2020-10-05T17:00:00Z,2020-10-05T16:00:00Z,PT60M,19.7,0,1.0,112,933,821,933,937,3.1,28
2020-10-05T18:00:00Z,2020-10-05T17:00:00Z,PT60M,20.7,29,0.0,91,957,816,906,948,3.2,32
2020-10-05T19:00:00Z,2020-10-05T18:00:00Z,PT60M,21.1,51,0.2,89,928,715,803,952,3.4,40
2020-10-05T20:00:00Z,2020-10-05T19:00:00Z,PT60M,20.2,66,0.7,92,855,545,637,932,3.9,50
2020-10-05T21:00:00Z,2020-10-05T20:00:00Z,PT60M,18.6,77,45.0,169,152,83,252,325,3.6,62
2020-10-05T22:00:00Z,2020-10-05T21:00:00Z,PT60M,16.5,86,38.6,119,35,6,125,149,3.2,75
2020-10-05T23:00:00Z,2020-10-05T22:00:00Z,PT60M,13.3,94,31.3,18,96,11,29,65,2.7,87
2020-10-06T00:00:00Z,2020-10-05T23:00:00Z,PT60M,11.4,102,54.2,0,0,0,0,0,2.3,100
2020-10-06T01:00:00Z,2020-10-06T00:00:00Z,PT60M,10.6,112,55.6,0,0,0,0,0,2.0,112
2020-10-06T02:00:00Z,2020-10-06T01:00:00Z,PT60M,9.9,123,60.8,0,0,0,0,0,1.2,123
2020-10-06T03:00:00Z,2020-10-06T02:00:00Z,PT60M,9.7,137,52.8,0,0,0,0,0,0.7,133
2020-10-06T04:00:00Z,2020-10-06T03:00:00Z,PT60M,9.5,157,58.0,0,0,0,0,0,0.8,140
2020-10-06T05:00:00Z,2020-10-06T04:00:00Z,PT60M,9.6,180,47.0,0,0,0,0,0,0.8,142
2020-10-06T06:00:00Z,2020-10-06T05:00:00Z,PT60M,9.4,-157,54.8,0,0,0,0,0,1.2,140
2020-10-06T07:00:00Z,2020-10-06T06:00:00Z,PT60M,9.1,-137,55.5,0,0,0,0,0,1.2,133
2020-10-06T08:00:00Z,2020-10-06T07:00:00Z,PT60M,9.2,-123,50.2,0,0,0,0,0,0.7,123
2020-10-06T09:00:00Z,2020-10-06T08:00:00Z,PT60M,8.5,-112,51.0,0,0,0,0,0,1.1,112
2020-10-06T10:00:00Z,2020-10-06T09:00:00Z,PT60M,7.2,-102,53.7,0,0,0,0,0,1.2,100
2020-10-06T11:00:00Z,2020-10-06T10:00:00Z,PT60M,7.7,-94,27.8,22,0,0,22,22,0.7,87
2020-10-06T12:00:00Z,2020-10-06T11:00:00Z,PT60M,10.0,-86,63.5,74,0,0,74,74,0.1,75
2020-10-06T13:00:00Z,2020-10-06T12:00:00Z,PT60M,12.7,-77,48.0,224,2,1,225,226,0.7,62
2020-10-06T14:00:00Z,2020-10-06T13:00:00Z,PT60M,15.3,-66,25.8,332,208,137,468,550,1.4,50
2020-10-06T15:00:00Z,2020-10-06T14:00:00Z,PT60M,17.5,-51,14.1,279,511,400,679,762,1.7,39
2020-10-06T16:00:00Z,2020-10-06T15:00:00Z,PT60M,19.1,-30,3.2,155,825,704,859,898,2.6,31
2020-10-06T17:00:00Z,2020-10-06T16:00:00Z,PT60M,19.7,0,12.5,315,556,491,805,808,3.7,28
2020-10-06T18:00:00Z,2020-10-06T17:00:00Z,PT60M,19.4,30,10.9,280,599,509,790,822,3.1,31
2020-10-06T19:00:00Z,2020-10-06T18:00:00Z,PT60M,19.3,51,17.0,324,431,334,658,738,2.7,39
2020-10-06T20:00:00Z,2020-10-06T19:00:00Z,PT60M,19.3,66,17.5,270,398,254,524,683,3.1,50
2020-10-06T21:00:00Z,2020-10-06T20:00:00Z,PT60M,18.9,77,5.6,116,631,292,408,789,3.2,62
2020-10-06T22:00:00Z,2020-10-06T21:00:00Z,PT60M,17.3,86,0.0,46,625,170,216,647,2.9,75
2020-10-06T23:00:00Z,2020-10-06T22:00:00Z,PT60M,14.1,94,8.3,15,180,21,36,97,2.4,87
2020-10-07T00:00:00Z,2020-10-06T23:00:00Z,PT60M,11.3,103,25.2,0,0,0,0,0,2.1,100
2020-10-07T01:00:00Z,2020-10-07T00:00:00Z,PT60M,9.7,112,0.9,0,0,0,0,0,1.7,112
2020-10-07T02:00:00Z,2020-10-07T01:00:00Z,PT60M,8.8,123,0.0,0,0,0,0,0,0.8,123
2020-10-07T03:00:00Z,2020-10-07T02:00:00Z,PT60M,8.6,138,0.0,0,0,0,0,0,1.0,132
2020-10-07T04:00:00Z,2020-10-07T03:00:00Z,PT60M,8.4,157,0.0,0,0,0,0,0,1.2,139
2020-10-07T05:00:00Z,2020-10-07T04:00:00Z,PT60M,8.0,-180,0.0,0,0,0,0,0,1.2,142
2020-10-07T06:00:00Z,2020-10-07T05:00:00Z,PT60M,7.3,-157,0.0,0,0,0,0,0,0.8,139
2020-10-07T07:00:00Z,2020-10-07T06:00:00Z,PT60M,7.0,-138,0.0,0,0,0,0,0,0.9,132
2020-10-07T08:00:00Z,2020-10-07T07:00:00Z,PT60M,6.8,-123,0.0,0,0,0,0,0,1.0,123
2020-10-07T09:00:00Z,2020-10-07T08:00:00Z,PT60M,6.4,-112,0.0,0,0,0,0,0,0.7,112
2020-10-07T10:00:00Z,2020-10-07T09:00:00Z,PT60M,6.3,-103,0.8,0,0,0,0,0,0.9,100
2020-10-07T11:00:00Z,2020-10-07T10:00:00Z,PT60M,8.0,-94,3.0,16,179,21,37,97,1.1,87
2020-10-07T12:00:00Z,2020-10-07T11:00:00Z,PT60M,11.2,-86,0.2,43,667,183,226,684,0.6,74
2020-10-07T13:00:00Z,2020-10-07T12:00:00Z,PT60M,13.9,-77,0.0,60,831,391,451,915,0.9,62
2020-10-07T14:00:00Z,2020-10-07T13:00:00Z,PT60M,16.3,-67,0.0,71,910,584,655,961,1.7,50
2020-10-07T15:00:00Z,2020-10-07T14:00:00Z,PT60M,18.6,-52,0.0,80,948,734,814,965,2.0,39
2020-10-07T16:00:00Z,2020-10-07T15:00:00Z,PT60M,20.4,-30,0.0,90,958,821,912,953,2.3,31
2020-10-07T17:00:00Z,2020-10-07T16:00:00Z,PT60M,21.6,0,0.0,93,958,849,942,945,2.8,28
2020-10-07T18:00:00Z,2020-10-07T17:00:00Z,PT60M,22.3,30,0.0,92,950,815,906,948,3.2,31
2020-10-07T19:00:00Z,2020-10-07T18:00:00Z,PT60M,22.5,52,0.0,87,928,719,806,955,4.0,39
2020-10-07T20:00:00Z,2020-10-07T19:00:00Z,PT60M,21.9,67,0.0,79,884,568,647,946,4.7,50
2020-10-07T21:00:00Z,2020-10-07T20:00:00Z,PT60M,20.7,78,0.0,65,805,379,445,897,4.0,62
2020-10-07T22:00:00Z,2020-10-07T21:00:00Z,PT60M,18.8,87,0.0,46,645,177,223,670,3.5,74
2020-10-07T23:00:00Z,2020-10-07T22:00:00Z,PT60M,15.1,95,14.1,16,173,21,37,100,2.9,87
2020-10-08T00:00:00Z,2020-10-07T23:00:00Z,PT60M,11.9,103,29.7,0,0,0,0,0,2.3,99
2020-10-08T01:00:00Z,2020-10-08T00:00:00Z,PT60M,10.2,112,1.0,0,0,0,0,0,1.6,112
2020-10-08T02:00:00Z,2020-10-08T01:00:00Z,PT60M,9.1,124,0.0,0,0,0,0,0,0.6,123
2020-10-08T03:00:00Z,2020-10-08T02:00:00Z,PT60M,8.5,138,0.0,0,0,0,0,0,0.3,132
2020-10-08T04:00:00Z,2020-10-08T03:00:00Z,PT60M,8.2,157,0.0,0,0,0,0,0,0.5,139
2020-10-08T05:00:00Z,2020-10-08T04:00:00Z,PT60M,8.0,-180,0.0,0,0,0,0,0,0.9,141
2020-10-08T06:00:00Z,2020-10-08T05:00:00Z,PT60M,7.4,-157,0.0,0,0,0,0,0,0.8,139
2020-10-08T07:00:00Z,2020-10-08T06:00:00Z,PT60M,6.8,-138,0.0,0,0,0,0,0,0.8,132
2020-10-08T08:00:00Z,2020-10-08T07:00:00Z,PT60M,6.5,-123,0.0,0,0,0,0,0,0.9,122
2020-10-08T09:00:00Z,2020-10-08T08:00:00Z,PT60M,6.2,-112,0.0,0,0,0,0,0,0.8,111
2020-10-08T10:00:00Z,2020-10-08T09:00:00Z,PT60M,6.1,-103,0.0,0,0,0,0,0,0.6,99
2020-10-08T11:00:00Z,2020-10-08T10:00:00Z,PT60M,7.8,-95,1.9,16,210,26,41,111,1.0,87
2020-10-08T12:00:00Z,2020-10-08T11:00:00Z,PT60M,11.1,-87,0.0,42,688,191,234,707,0.4,74
2020-10-08T13:00:00Z,2020-10-08T12:00:00Z,PT60M,14.2,-78,0.0,58,850,404,461,930,0.2,62
2020-10-08T14:00:00Z,2020-10-08T13:00:00Z,PT60M,16.7,-67,0.0,67,931,602,669,978,1.7,50
2020-10-08T15:00:00Z,2020-10-08T14:00:00Z,PT60M,18.8,-52,0.0,74,970,755,829,981,2.3,39
2020-10-08T16:00:00Z,2020-10-08T15:00:00Z,PT60M,20.5,-30,0.0,79,985,848,928,970,2.3,31
2020-10-08T17:00:00Z,2020-10-08T16:00:00Z,PT60M,21.9,0,0.0,82,986,877,959,962,2.6,27
2020-10-08T18:00:00Z,2020-10-08T17:00:00Z,PT60M,22.8,30,0.0,83,972,837,920,962,3.5,31
2020-10-08T19:00:00Z,2020-10-08T18:00:00Z,PT60M,23.2,52,0.0,84,938,730,813,963,4.2,39
2020-10-08T20:00:00Z,2020-10-08T19:00:00Z,PT60M,23.0,67,0.0,77,888,573,650,951,4.3,50
2020-10-08T21:00:00Z,2020-10-08T20:00:00Z,PT60M,22.1,78,0.0,65,802,380,445,895,4.4,62
2020-10-08T22:00:00Z,2020-10-08T21:00:00Z,PT60M,20.4,87,0.0,46,640,177,224,669,4.3,74
2020-10-08T23:00:00Z,2020-10-08T22:00:00Z,PT60M,16.5,95,14.4,16,174,22,38,102,3.1,87
2020-10-09T00:00:00Z,2020-10-08T23:00:00Z,PT60M,13.2,103,28.3,0,0,0,0,0,2.0,99
2020-10-09T01:00:00Z,2020-10-09T00:00:00Z,PT60M,11.8,113,1.0,0,0,0,0,0,1.6,111
2020-10-09T02:00:00Z,2020-10-09T01:00:00Z,PT60M,10.7,124,0.0,0,0,0,0,0,0.7,122
2020-10-09T03:00:00Z,2020-10-09T02:00:00Z,PT60M,10.2,138,0.0,0,0,0,0,0,0.7,132
2020-10-09T04:00:00Z,2020-10-09T03:00:00Z,PT60M,10.0,157,0.0,0,0,0,0,0,1.3,139
2020-10-09T05:00:00Z,2020-10-09T04:00:00Z,PT60M,9.5,-180,0.0,0,0,0,0,0,1.4,141
2020-10-09T06:00:00Z,2020-10-09T05:00:00Z,PT60M,8.5,-157,0.0,0,0,0,0,0,1.1,138
2020-10-09T07:00:00Z,2020-10-09T06:00:00Z,PT60M,7.9,-138,0.0,0,0,0,0,0,1.0,132
2020-10-09T08:00:00Z,2020-10-09T07:00:00Z,PT60M,7.6,-124,0.0,0,0,0,0,0,1.2,122
2020-10-09T09:00:00Z,2020-10-09T08:00:00Z,PT60M,7.4,-113,0.0,0,0,0,0,0,1.1,111
2020-10-09T10:00:00Z,2020-10-09T09:00:00Z,PT60M,7.0,-103,0.0,0,0,0,0,0,1.0,99
2020-10-09T11:00:00Z,2020-10-09T10:00:00Z,PT60M,8.8,-95,2.6,17,219,28,44,118,1.0,87
2020-10-09T12:00:00Z,2020-10-09T11:00:00Z,PT60M,12.8,-87,0.0,42,707,199,241,730,0.7,74
2020-10-09T13:00:00Z,2020-10-09T12:00:00Z,PT60M,16.1,-78,0.0,56,865,414,470,943,0.6,61
2020-10-09T14:00:00Z,2020-10-09T13:00:00Z,PT60M,19.0,-67,0.0,64,949,617,681,993,1.1,49
2020-10-09T15:00:00Z,2020-10-09T14:00:00Z,PT60M,21.7,-52,0.0,71,991,774,846,999,1.7,38
2020-10-09T16:00:00Z,2020-10-09T15:00:00Z,PT60M,23.9,-30,0.0,83,998,862,946,988,2.3,30
2020-10-09T17:00:00Z,2020-10-09T16:00:00Z,PT60M,25.5,0,0.0,88,997,889,977,981,2.5,27
2020-10-09T18:00:00Z,2020-10-09T17:00:00Z,PT60M,26.5,31,0.0,91,980,846,937,981,2.8,30
2020-10-09T19:00:00Z,2020-10-09T18:00:00Z,PT60M,27.1,53,0.0,94,943,735,829,981,3.2,39
2020-10-09T20:00:00Z,2020-10-09T19:00:00Z,PT60M,27.0,68,0.0,88,888,575,663,966,3.4,50
2020-10-09T21:00:00Z,2020-10-09T20:00:00Z,PT60M,26.3,78,0.2,77,792,377,454,904,3.1,62
2020-10-09T22:00:00Z,2020-10-09T21:00:00Z,PT60M,24.7,87,0.0,54,625,175,229,673,2.4,74
2020-10-09T23:00:00Z,2020-10-09T22:00:00Z,PT60M,19.9,95,13.7,18,166,21,39,101,1.8,87
2020-10-10T00:00:00Z,2020-10-09T23:00:00Z,PT60M,15.2,104,30.7,0,0,0,0,0,1.3,99
2020-10-10T01:00:00Z,2020-10-10T00:00:00Z,PT60M,13.7,113,1.1,0,0,0,0,0,1.2,111
2020-10-10T02:00:00Z,2020-10-10T01:00:00Z,PT60M,12.6,124,0.0,0,0,0,0,0,1.1,122
2020-10-10T03:00:00Z,2020-10-10T02:00:00Z,PT60M,11.4,139,0.0,0,0,0,0,0,0.8,132
2020-10-10T04:00:00Z,2020-10-10T03:00:00Z,PT60M,10.8,158,0.0,0,0,0,0,0,0.6,138
2020-10-10T05:00:00Z,2020-10-10T04:00:00Z,PT60M,10.3,-180,0.0,0,0,0,0,0,0.7,141
2020-10-10T06:00:00Z,2020-10-10T05:00:00Z,PT60M,10.1,-157,0.0,0,0,0,0,0,1.2,138
2020-10-10T07:00:00Z,2020-10-10T06:00:00Z,PT60M,9.6,-138,0.0,0,0,0,0,0,1.1,131
2020-10-10T08:00:00Z,2020-10-10T07:00:00Z,PT60M,9.1,-124,0.0,0,0,0,0,0,0.9,122
2020-10-10T09:00:00Z,2020-10-10T08:00:00Z,PT60M,8.8,-113,0.0,0,0,0,0,0,1.0,111
2020-10-10T10:00:00Z,2020-10-10T09:00:00Z,PT60M,8.4,-104,0.0,0,0,0,0,0,0.9,99
2020-10-10T11:00:00Z,2020-10-10T10:00:00Z,PT60M,10.4,-95,0.0,16,247,30,47,125,1.0,86
2020-10-10T12:00:00Z,2020-10-10T11:00:00Z,PT60M,14.3,-87,0.0,47,672,192,239,711,1.3,74
2020-10-10T13:00:00Z,2020-10-10T12:00:00Z,PT60M,17.3,-78,0.0,63,831,402,464,921,1.6,61
2020-10-10T14:00:00Z,2020-10-10T13:00:00Z,PT60M,19.6,-68,0.0,72,914,598,670,970,1.9,49
2020-10-10T15:00:00Z,2020-10-10T14:00:00Z,PT60M,21.7,-53,0.0,79,957,752,830,978,2.3,38
2020-10-10T16:00:00Z,2020-10-10T15:00:00Z,PT60M,23.6,-30,0.0,86,973,844,930,971,2.5,30
2020-10-10T17:00:00Z,2020-10-10T16:00:00Z,PT60M,25.2,1,0.0,86,982,880,966,969,2.2,26
2020-10-10T18:00:00Z,2020-10-10T17:00:00Z,PT60M,26.3,31,0.0,85,979,848,933,976,2.9,30
2020-10-10T19:00:00Z,2020-10-10T18:00:00Z,PT60M,26.6,53,0.0,84,955,747,831,984,3.8,38
2020-10-10T20:00:00Z,2020-10-10T19:00:00Z,PT60M,26.2,68,0.0,76,914,594,670,977,3.4,49
2020-10-10T21:00:00Z,2020-10-10T20:00:00Z,PT60M,25.6,79,0.0,63,837,400,464,929,2.9,61
2020-10-10T22:00:00Z,2020-10-10T21:00:00Z,PT60M,24.3,88,0.0,45,686,193,238,716,2.5,74
2020-10-10T23:00:00Z,2020-10-10T22:00:00Z,PT60M,19.6,96,14.4,18,196,25,43,113,2.0,87
2020-10-11T00:00:00Z,2020-10-10T23:00:00Z,PT60M,15.4,104,31.7,0,0,0,0,0,2.0,99
2020-10-11T01:00:00Z,2020-10-11T00:00:00Z,PT60M,14.0,113,1.1,0,0,0,0,0,2.0,111
2020-10-11T02:00:00Z,2020-10-11T01:00:00Z,PT60M,12.8,125,0.0,0,0,0,0,0,1.6,122
2020-10-11T03:00:00Z,2020-10-11T02:00:00Z,PT60M,12.1,139,0.0,0,0,0,0,0,1.5,131
2020-10-11T04:00:00Z,2020-10-11T03:00:00Z,PT60M,11.5,158,0.0,0,0,0,0,0,1.5,138
2020-10-11T05:00:00Z,2020-10-11T04:00:00Z,PT60M,10.8,-180,0.0,0,0,0,0,0,1.4,140
2020-10-11T06:00:00Z,2020-10-11T05:00:00Z,PT60M,10.1,-157,0.0,0,0,0,0,0,1.0,138
2020-10-11T07:00:00Z,2020-10-11T06:00:00Z,PT60M,9.7,-139,0.0,0,0,0,0,0,1.0,131
2020-10-11T08:00:00Z,2020-10-11T07:00:00Z,PT60M,9.4,-124,0.0,0,0,0,0,0,1.3,121
2020-10-11T09:00:00Z,2020-10-11T08:00:00Z,PT60M,9.0,-113,0.0,0,0,0,0,0,1.3,110
2020-10-11T10:00:00Z,2020-10-11T09:00:00Z,PT60M,8.6,-104,0.9,0,0,0,0,0,1.1,98
2020-10-11T11:00:00Z,2020-10-11T10:00:00Z,PT60M,10.8,-96,0.4,15,306,38,53,148,1.1,86
2020-10-11T12:00:00Z,2020-10-11T11:00:00Z,PT60M,15.6,-88,0.0,40,747,216,256,773,1.0,73
2020-10-11T13:00:00Z,2020-10-11T12:00:00Z,PT60M,19.7,-79,0.0,53,892,434,488,967,0.5,61
2020-10-11T14:00:00Z,2020-10-11T13:00:00Z,PT60M,22.5,-68,0.0,62,966,635,697,1009,0.7,49
2020-10-11T15:00:00Z,2020-10-11T14:00:00Z,PT60M,24.7,-53,0.0,70,999,788,858,1010,1.5,38
2020-10-11T16:00:00Z,2020-10-11T15:00:00Z,PT60M,26.3,-31,0.0,82,1001,871,953,995,2.3,29
2020-10-11T17:00:00Z,2020-10-11T16:00:00Z,PT60M,27.3,1,0.0,85,997,895,981,984,2.9,26
2020-10-11T18:00:00Z,2020-10-11T17:00:00Z,PT60M,27.9,32,0.0,87,981,852,939,983,3.4,30
2020-10-11T19:00:00Z,2020-10-11T18:00:00Z,PT60M,28.0,54,0.0,89,943,740,830,981,4.1,38
2020-10-11T20:00:00Z,2020-10-11T19:00:00Z,PT60M,27.2,69,0.0,82,892,582,664,964,4.6,49
2020-10-11T21:00:00Z,2020-10-11T20:00:00Z,PT60M,25.7,79,0.0,69,805,387,456,906,4.2,61
2020-10-11T22:00:00Z,2020-10-11T21:00:00Z,PT60M,23.2,88,0.0,50,644,183,233,688,3.6,74
2020-10-11T23:00:00Z,2020-10-11T22:00:00Z,PT60M,18.4,96,13.6,19,178,23,42,108,2.5,86
2020-10-12T00:00:00Z,2020-10-11T23:00:00Z,PT60M,14.6,104,28.3,0,0,0,0,0,1.8,99
2020-10-12T01:00:00Z,2020-10-12T00:00:00Z,PT60M,13.4,114,1.0,0,0,0,0,0,1.1,111
2020-10-12T02:00:00Z,2020-10-12T01:00:00Z,PT60M,12.5,125,0.0,0,0,0,0,0,0.3,122
2020-10-12T03:00:00Z,2020-10-12T02:00:00Z,PT60M,12.0,140,0.0,0,0,0,0,0,0.1,131
2020-10-12T04:00:00Z,2020-10-12T03:00:00Z,PT60M,11.5,158,0.0,0,0,0,0,0,0.3,138
2020-10-12T05:00:00Z,2020-10-12T04:00:00Z,PT60M,11.1,-179,0.5,0,0,0,0,0,0.5,140
2020-10-12T06:00:00Z,2020-10-12T05:00:00Z,PT60M,10.7,-157,0.6,0,0,0,0,0,0.6,137
2020-10-12T07:00:00Z,2020-10-12T06:00:00Z,PT60M,10.2,-139,0.0,0,0,0,0,0,0.7,131
2020-10-12T08:00:00Z,2020-10-12T07:00:00Z,PT60M,9.9,-124,0.0,0,0,0,0,0,0.7,121
2020-10-12T09:00:00Z,2020-10-12T08:00:00Z,PT60M,9.5,-113,1.2,0,0,0,0,0,0.8,110
2020-10-12T10:00:00Z,2020-10-12T09:00:00Z,PT60M,9.1,-104,10.6,0,0,0,0,0,0.7,98
2020-10-12T11:00:00Z,2020-10-12T10:00:00Z,PT60M,11.4,-96,33.6,30,1,0,30,31,0.7,86
2020-10-12T12:00:00Z,2020-10-12T11:00:00Z,PT60M,15.6,-88,25.5,138,156,52,189,317,0.4,73
2020-10-12T13:00:00Z,2020-10-12T12:00:00Z,PT60M,18.6,-79,9.4,147,574,285,432,773,0.8,61
2020-10-12T14:00:00Z,2020-10-12T13:00:00Z,PT60M,20.8,-68,1.9,99,858,569,668,952,1.3,49
2020-10-12T15:00:00Z,2020-10-12T14:00:00Z,PT60M,22.8,-53,0.0,83,954,756,839,984,1.6,38
2020-10-12T16:00:00Z,2020-10-12T15:00:00Z,PT60M,24.6,-31,0.0,97,960,839,935,975,2.0,29
2020-10-12T17:00:00Z,2020-10-12T16:00:00Z,PT60M,25.9,1,0.0,101,960,865,966,969,2.5,26
2020-10-12T18:00:00Z,2020-10-12T17:00:00Z,PT60M,26.7,32,0.0,100,949,827,928,970,2.7,29
2020-10-12T19:00:00Z,2020-10-12T18:00:00Z,PT60M,27.1,54,0.0,92,929,732,824,973,3.4,38
2020-10-12T20:00:00Z,2020-10-12T19:00:00Z,PT60M,26.7,69,0.2,87,872,572,659,953,4.3,49
2020-10-12T21:00:00Z,2020-10-12T20:00:00Z,PT60M,25.2,80,0.1,73,786,380,453,892,4.3,61
2020-10-12T22:00:00Z,2020-10-12T21:00:00Z,PT60M,22.8,88,0.0,54,613,176,230,668,3.7,74
2020-10-12T23:00:00Z,2020-10-12T22:00:00Z,PT60M,18.4,96,14.8,20,160,22,42,103,2.6,86
2020-10-13T00:00:00Z,2020-10-12T23:00:00Z,PT60M,14.9,105,28.7,0,0,0,0,0,1.8,99
2020-10-13T01:00:00Z,2020-10-13T00:00:00Z,PT60M,13.6,114,1.1,0,0,0,0,0,1.2,111
2020-10-13T02:00:00Z,2020-10-13T01:00:00Z,PT60M,12.6,125,0.0,0,0,0,0,0,0.3,122
2020-10-13T03:00:00Z,2020-10-13T02:00:00Z,PT60M,12.2,140,0.0,0,0,0,0,0,0.1,131
2020-10-13T04:00:00Z,2020-10-13T03:00:00Z,PT60M,11.9,159,0.0,0,0,0,0,0,0.4,137
2020-10-13T05:00:00Z,2020-10-13T04:00:00Z,PT60M,11.6,-179,0.0,0,0,0,0,0,0.5,140
2020-10-13T06:00:00Z,2020-10-13T05:00:00Z,PT60M,11.2,-157,0.0,0,0,0,0,0,0.4,137
2020-10-13T07:00:00Z,2020-10-13T06:00:00Z,PT60M,10.8,-139,0.0,0,0,0,0,0,0.5,130
2020-10-13T08:00:00Z,2020-10-13T07:00:00Z,PT60M,10.5,-125,0.0,0,0,0,0,0,0.7,121
2020-10-13T09:00:00Z,2020-10-13T08:00:00Z,PT60M,10.2,-114,0.0,0,0,0,0,0,0.6,110
2020-10-13T10:00:00Z,2020-10-13T09:00:00Z,PT60M,9.9,-104,0.0,0,0,0,0,0,0.4,98
2020-10-13T11:00:00Z,2020-10-13T10:00:00Z,PT60M,12.2,-96,0.3,22,217,28,50,125,0.4,86
2020-10-13T12:00:00Z,2020-10-13T11:00:00Z,PT60M,15.9,-88,2.0,69,559,168,237,649,0.5,73
2020-10-13T13:00:00Z,2020-10-13T12:00:00Z,PT60M,18.2,-79,0.0,83,769,381,463,887,1.1,60
2020-10-13T14:00:00Z,2020-10-13T13:00:00Z,PT60M,20.1,-69,9.0,209,597,393,602,817,2.0,48
2020-10-13T15:00:00Z,2020-10-13T14:00:00Z,PT60M,21.7,-54,2.0,149,818,651,800,930,2.6,37
2020-10-13T16:00:00Z,2020-10-13T15:00:00Z,PT60M,22.6,-31,2.4,185,798,700,885,920,3.1,29
2020-10-13T17:00:00Z,2020-10-13T16:00:00Z,PT60M,23.0,1,9.6,323,580,524,846,849,3.5,25
2020-10-13T18:00:00Z,2020-10-13T17:00:00Z,PT60M,23.6,33,4.0,224,731,640,864,898,4.0,29
2020-10-13T19:00:00Z,2020-10-13T18:00:00Z,PT60M,24.1,55,13.8,348,430,337,685,771,4.2,38
2020-10-13T20:00:00Z,2020-10-13T19:00:00Z,PT60M,23.4,69,0.2,141,748,492,633,899,4.3,49
2020-10-13T21:00:00Z,2020-10-13T20:00:00Z,PT60M,21.7,80,1.4,127,612,297,424,789,4.1,61
2020-10-13T22:00:00Z,2020-10-13T21:00:00Z,PT60M,19.0,89,15.8,95,278,93,188,408,3.7,74
2020-10-13T23:00:00Z,2020-10-13T22:00:00Z,PT60M,15.6,97,23.8,29,26,3,32,43,2.7,86
2020-10-14T00:00:00Z,2020-10-13T23:00:00Z,PT60M,13.3,105,45.8,0,0,0,0,0,1.5,98
2020-10-14T01:00:00Z,2020-10-14T00:00:00Z,PT60M,12.6,114,63.6,0,0,0,0,0,0.9,110
2020-10-14T02:00:00Z,2020-10-14T01:00:00Z,PT60M,12.4,126,66.4,0,0,0,0,0,0.8,121
2020-10-14T03:00:00Z,2020-10-14T02:00:00Z,PT60M,12.2,140,80.0,0,0,0,0,0,0.2,130
2020-10-14T04:00:00Z,2020-10-14T03:00:00Z,PT60M,11.6,159,48.5,0,0,0,0,0,0.4,137
2020-10-14T05:00:00Z,2020-10-14T04:00:00Z,PT60M,11.7,-179,73.3,0,0,0,0,0,0.3,139
2020-10-14T06:00:00Z,2020-10-14T05:00:00Z,PT60M,11.7,-157,56.0,0,0,0,0,0,0.9,137
2020-10-14T07:00:00Z,2020-10-14T06:00:00Z,PT60M,10.8,-139,22.0,0,0,0,0,0,1.1,130
2020-10-14T08:00:00Z,2020-10-14T07:00:00Z,PT60M,9.7,-125,10.4,0,0,0,0,0,0.9,121
2020-10-14T09:00:00Z,2020-10-14T08:00:00Z,PT60M,9.3,-114,15.6,0,0,0,0,0,0.4,110
2020-10-14T10:00:00Z,2020-10-14T09:00:00Z,PT60M,9.6,-105,12.8,0,0,0,0,0,0.3,98
2020-10-14T11:00:00Z,2020-10-14T10:00:00Z,PT60M,10.3,-97,16.0,31,0,0,31,31,0.5,85
2020-10-14T12:00:00Z,2020-10-14T11:00:00Z,PT60M,11.0,-88,54.9,89,0,0,89,89,0.6,73
2020-10-14T13:00:00Z,2020-10-14T12:00:00Z,PT60M,11.9,-80,58.0,177,0,0,177,177,1.2,60
2020-10-14T14:00:00Z,2020-10-14T13:00:00Z,PT60M,13.9,-69,52.4,301,0,0,301,301,1.9,48
2020-10-14T15:00:00Z,2020-10-14T14:00:00Z,PT60M,16.0,-54,8.5,292,530,431,723,802,2.3,37
2020-10-14T16:00:00Z,2020-10-14T15:00:00Z,PT60M,17.8,-31,25.9,484,197,170,653,668,2.8,28
2020-10-14T17:00:00Z,2020-10-14T16:00:00Z,PT60M,19.2,1,19.0,479,289,261,740,742,2.9,25
2020-10-14T18:00:00Z,2020-10-14T17:00:00Z,PT60M,20.8,33,0.4,219,746,654,872,909,2.5,29
2020-10-14T19:00:00Z,2020-10-14T18:00:00Z,PT60M,22.1,55,0.0,180,757,600,780,910,2.6,38
2020-10-14T20:00:00Z,2020-10-14T19:00:00Z,PT60M,22.2,70,0.0,159,699,462,621,872,3.5,49
2020-10-14T21:00:00Z,2020-10-14T20:00:00Z,PT60M,21.3,80,0.0,129,593,290,419,773,3.7,61
