PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,GtiTracking,WindSpeed10m,Zenith
2019-04-24T00:00:00Z,2019-04-23T23:00:00Z,PT60M,10.7,86,24.5,0,0,0,0,0,1.0,107
2019-04-24T01:00:00Z,2019-04-24T00:00:00Z,PT60M,9.9,94,36.7,0,0,0,0,0,1.1,119
2019-04-24T02:00:00Z,2019-04-24T01:00:00Z,PT60M,9.2,104,28.3,0,0,0,0,0,1.0,132
2019-04-24T03:00:00Z,2019-04-24T02:00:00Z,PT60M,8.5,117,28.6,0,0,0,0,0,1.0,144
2019-04-24T04:00:00Z,2019-04-24T03:00:00Z,PT60M,8.2,138,28.1,0,0,0,0,0,1.1,154
2019-04-24T05:00:00Z,2019-04-24T04:00:00Z,PT60M,8.3,173,31.3,0,0,0,0,0,1.0,159
2019-04-24T06:00:00Z,2019-04-24T05:00:00Z,PT60M,8.3,-149,31.6,0,0,0,0,0,1.0,156
2019-04-24T07:00:00Z,2019-04-24T06:00:00Z,PT60M,8.2,-123,39.0,0,0,0,0,0,0.8,148
2019-04-24T08:00:00Z,2019-04-24T07:00:00Z,PT60M,7.8,-108,36.1,0,0,0,0,0,0.6,136
2019-04-24T09:00:00Z,2019-04-24T08:00:00Z,PT60M,7.5,-97,35.4,0,0,0,0,0,0.4,124
2019-04-24T10:00:00Z,2019-04-24T09:00:00Z,PT60M,7.3,-89,41.9,0,0,0,0,0,0.3,111
2019-04-24T11:00:00Z,2019-04-24T10:00:00Z,PT60M,7.1,-81,30.0,0,0,0,0,0,0.5,99
2019-04-24T12:00:00Z,2019-04-24T11:00:00Z,PT60M,6.9,-73,30.2,22,0,0,22,22,0.6,87
2019-04-24T13:00:00Z,2019-04-24T12:00:00Z,PT60M,7.0,-64,40.6,93,0,0,93,93,0.7,75
2019-04-24T14:00:00Z,2019-04-24T13:00:00Z,PT60M,7.5,-53,52.2,159,0,0,159,159,0.6,64
2019-04-24T15:00:00Z,2019-04-24T14:00:00Z,PT60M,8.1,-40,61.1,189,0,0,189,189,0.6,55
2019-04-24T16:00:00Z,2019-04-24T15:00:00Z,PT60M,8.4,-23,70.0,175,0,0,175,175,0.6,48
2019-04-24T17:00:00Z,2019-04-24T16:00:00Z,PT60M,8.5,-4,76.0,151,0,0,151,151,0.6,45
2019-04-24T18:00:00Z,2019-04-24T17:00:00Z,PT60M,8.7,17,71.0,174,0,0,174,174,0.7,47
2019-04-24T19:00:00Z,2019-04-24T18:00:00Z,PT60M,8.5,34,74.3,130,0,0,130,130,0.8,52
2019-04-24T20:00:00Z,2019-04-24T19:00:00Z,PT60M,8.1,49,80.1,74,0,0,74,74,0.8,61
2019-04-24T21:00:00Z,2019-04-24T20:00:00Z,PT60M,7.8,60,49.4,105,0,0,105,105,1.1,71
2019-04-24T22:00:00Z,2019-04-24T21:00:00Z,PT60M,7.5,70,28.9,43,0,0,43,43,0.9,82
2019-04-24T23:00:00Z,2019-04-24T22:00:00Z,PT60M,7.4,78,1.5,1,0,0,1,1,0.4,95
2019-04-25T00:00:00Z,2019-04-24T23:00:00Z,PT60M,7.4,86,0.0,0,0,0,0,0,0.3,107
2019-04-25T01:00:00Z,2019-04-25T00:00:00Z,PT60M,7.0,94,0.0,0,0,0,0,0,0.7,120
2019-04-25T02:00:00Z,2019-04-25T01:00:00Z,PT60M,6.4,104,0.0,0,0,0,0,0,1.1,132
2019-04-25T03:00:00Z,2019-04-25T02:00:00Z,PT60M,5.7,117,0.0,0,0,0,0,0,1.6,144
2019-04-25T04:00:00Z,2019-04-25T03:00:00Z,PT60M,5.5,138,0.0,0,0,0,0,0,1.8,154
2019-04-25T05:00:00Z,2019-04-25T04:00:00Z,PT60M,5.5,173,0.0,0,0,0,0,0,1.8,159
2019-04-25T06:00:00Z,2019-04-25T05:00:00Z,PT60M,5.5,-148,0.0,0,0,0,0,0,1.8,157
2019-04-25T07:00:00Z,2019-04-25T06:00:00Z,PT60M,5.4,-123,0.0,0,0,0,0,0,1.8,148
2019-04-25T08:00:00Z,2019-04-25T07:00:00Z,PT60M,5.2,-107,0.0,0,0,0,0,0,1.8,136
2019-04-25T09:00:00Z,2019-04-25T08:00:00Z,PT60M,5.0,-97,0.0,0,0,0,0,0,1.7,124
2019-04-25T10:00:00Z,2019-04-25T09:00:00Z,PT60M,5.0,-88,0.0,0,0,0,0,0,1.8,112
2019-04-25T11:00:00Z,2019-04-25T10:00:00Z,PT60M,5.1,-81,3.6,0,0,0,0,0,2.0,99
2019-04-25T12:00:00Z,2019-04-25T11:00:00Z,PT60M,5.3,-73,8.2,24,71,7,31,27,2.3,87
2019-04-25T13:00:00Z,2019-04-25T12:00:00Z,PT60M,6.3,-64,41.3,117,3,1,118,118,2.0,75
2019-04-25T14:00:00Z,2019-04-25T13:00:00Z,PT60M,8.2,-53,48.9,201,0,0,201,201,1.2,64
2019-04-25T15:00:00Z,2019-04-25T14:00:00Z,PT60M,10.0,-40,22.0,248,316,188,436,503,0.7,55
2019-04-25T16:00:00Z,2019-04-25T15:00:00Z,PT60M,11.4,-23,0.1,83,874,577,660,723,1.0,49
2019-04-25T17:00:00Z,2019-04-25T16:00:00Z,PT60M,12.4,-4,0.0,85,888,619,704,709,1.6,46
2019-04-25T18:00:00Z,2019-04-25T17:00:00Z,PT60M,13.3,16,0.0,86,875,594,680,714,2.3,47
2019-04-25T19:00:00Z,2019-04-25T18:00:00Z,PT60M,13.5,34,0.0,82,843,511,593,732,2.5,53
2019-04-25T20:00:00Z,2019-04-25T19:00:00Z,PT60M,12.9,49,0.0,73,780,378,451,739,2.3,61
2019-04-25T21:00:00Z,2019-04-25T20:00:00Z,PT60M,12.3,60,0.0,57,660,214,271,616,2.1,71
2019-04-25T22:00:00Z,2019-04-25T21:00:00Z,PT60M,11.7,69,0.9,31,358,56,87,137,1.6,83
2019-04-25T23:00:00Z,2019-04-25T22:00:00Z,PT60M,11.2,78,7.1,0,3,0,1,0,0.7,95
2019-04-26T00:00:00Z,2019-04-25T23:00:00Z,PT60M,10.7,85,19.6,0,0,0,0,0,0.7,107
2019-04-26T01:00:00Z,2019-04-26T00:00:00Z,PT60M,9.5,94,0.8,0,0,0,0,0,1.1,120
2019-04-26T02:00:00Z,2019-04-26T01:00:00Z,PT60M,7.5,103,0.0,0,0,0,0,0,1.1,132
2019-04-26T03:00:00Z,2019-04-26T02:00:00Z,PT60M,5.6,116,0.0,0,0,0,0,0,1.3,144
2019-04-26T04:00:00Z,2019-04-26T03:00:00Z,PT60M,4.3,137,0.0,0,0,0,0,0,1.4,154
2019-04-26T05:00:00Z,2019-04-26T04:00:00Z,PT60M,3.7,173,0.0,0,0,0,0,0,1.5,160
2019-04-26T06:00:00Z,2019-04-26T05:00:00Z,PT60M,3.1,-148,0.0,0,0,0,0,0,1.6,157
2019-04-26T07:00:00Z,2019-04-26T06:00:00Z,PT60M,2.5,-122,0.0,0,0,0,0,0,1.7,148
2019-04-26T08:00:00Z,2019-04-26T07:00:00Z,PT60M,2.0,-107,0.0,0,0,0,0,0,1.7,137
2019-04-26T09:00:00Z,2019-04-26T08:00:00Z,PT60M,1.5,-97,0.0,0,0,0,0,0,1.7,124
2019-04-26T10:00:00Z,2019-04-26T09:00:00Z,PT60M,1.6,-88,0.0,0,0,0,0,0,1.8,112
2019-04-26T11:00:00Z,2019-04-26T10:00:00Z,PT60M,2.5,-80,0.0,0,0,0,0,0,1.8,99
2019-04-26T12:00:00Z,2019-04-26T11:00:00Z,PT60M,3.3,-72,0.0,13,241,27,40,39,1.9,87
2019-04-26T13:00:00Z,2019-04-26T12:00:00Z,PT60M,5.2,-63,0.0,38,679,176,214,494,1.6,75
2019-04-26T14:00:00Z,2019-04-26T13:00:00Z,PT60M,8.3,-53,0.0,50,823,354,404,768,0.9,65
2019-04-26T15:00:00Z,2019-04-26T14:00:00Z,PT60M,11.3,-39,0.0,58,893,506,563,762,0.6,56
2019-04-26T16:00:00Z,2019-04-26T15:00:00Z,PT60M,13.2,-23,0.0,62,926,607,670,736,0.9,49
2019-04-26T17:00:00Z,2019-04-26T16:00:00Z,PT60M,14.1,-3,0.0,65,935,648,713,719,1.4,46
2019-04-26T18:00:00Z,2019-04-26T17:00:00Z,PT60M,15.0,16,0.0,66,925,624,690,725,2.0,48
2019-04-26T19:00:00Z,2019-04-26T18:00:00Z,PT60M,15.1,34,0.0,63,896,539,602,748,2.2,53
2019-04-26T20:00:00Z,2019-04-26T19:00:00Z,PT60M,14.4,48,0.0,57,834,401,459,761,2.1,61
2019-04-26T21:00:00Z,2019-04-26T20:00:00Z,PT60M,13.8,60,0.0,47,716,229,276,636,2.0,72
2019-04-26T22:00:00Z,2019-04-26T21:00:00Z,PT60M,13.2,69,1.0,27,399,61,88,135,1.5,83
2019-04-26T23:00:00Z,2019-04-26T22:00:00Z,PT60M,12.5,77,0.0,0,3,0,1,0,0.8,95
2019-04-27T00:00:00Z,2019-04-26T23:00:00Z,PT60M,11.9,85,0.0,0,0,0,0,0,1.0,107
2019-04-27T01:00:00Z,2019-04-27T00:00:00Z,PT60M,10.6,93,0.0,0,0,0,0,0,1.4,120
2019-04-27T02:00:00Z,2019-04-27T01:00:00Z,PT60M,8.4,103,0.0,0,0,0,0,0,1.5,133
2019-04-27T03:00:00Z,2019-04-27T02:00:00Z,PT60M,6.3,116,0.0,0,0,0,0,0,1.7,144
2019-04-27T04:00:00Z,2019-04-27T03:00:00Z,PT60M,4.9,137,0.0,0,0,0,0,0,1.8,155
2019-04-27T05:00:00Z,2019-04-27T04:00:00Z,PT60M,4.4,173,0.0,0,0,0,0,0,1.7,160
2019-04-27T06:00:00Z,2019-04-27T05:00:00Z,PT60M,3.9,-147,0.0,0,0,0,0,0,1.6,157
2019-04-27T07:00:00Z,2019-04-27T06:00:00Z,PT60M,3.7,-122,0.0,0,0,0,0,0,1.6,148
2019-04-27T08:00:00Z,2019-04-27T07:00:00Z,PT60M,3.7,-107,0.0,0,0,0,0,0,1.5,137
2019-04-27T09:00:00Z,2019-04-27T08:00:00Z,PT60M,3.7,-96,0.0,0,0,0,0,0,1.5,124
2019-04-27T10:00:00Z,2019-04-27T09:00:00Z,PT60M,3.7,-88,0.0,0,0,0,0,0,1.5,112
2019-04-27T11:00:00Z,2019-04-27T10:00:00Z,PT60M,3.7,-80,0.0,0,0,0,0,0,1.6,99
2019-04-27T12:00:00Z,2019-04-27T11:00:00Z,PT60M,3.6,-72,0.0,12,236,27,39,35,1.7,87
2019-04-27T13:00:00Z,2019-04-27T12:00:00Z,PT60M,5.6,-63,0.0,36,680,174,210,481,1.4,75
2019-04-27T14:00:00Z,2019-04-27T13:00:00Z,PT60M,9.5,-52,0.0,47,826,352,399,763,0.8,65
2019-04-27T15:00:00Z,2019-04-27T14:00:00Z,PT60M,13.3,-39,0.3,57,888,500,557,755,0.3,56
2019-04-27T16:00:00Z,2019-04-27T15:00:00Z,PT60M,15.6,-23,0.0,58,933,608,666,732,0.5,49
2019-04-27T17:00:00Z,2019-04-27T16:00:00Z,PT60M,16.3,-3,0.2,64,938,646,710,715,1.1,46
2019-04-27T18:00:00Z,2019-04-27T17:00:00Z,PT60M,17.1,16,0.7,72,914,612,684,720,1.6,48
2019-04-27T19:00:00Z,2019-04-27T18:00:00Z,PT60M,17.1,34,0.0,58,910,544,602,750,1.9,53
2019-04-27T20:00:00Z,2019-04-27T19:00:00Z,PT60M,16.4,48,0.0,53,851,405,458,767,1.8,62
2019-04-27T21:00:00Z,2019-04-27T20:00:00Z,PT60M,15.7,60,0.0,43,736,232,275,637,1.8,72
2019-04-27T22:00:00Z,2019-04-27T21:00:00Z,PT60M,15.0,69,1.0,25,412,62,86,128,1.3,83
2019-04-27T23:00:00Z,2019-04-27T22:00:00Z,PT60M,14.4,77,0.0,0,3,0,1,0,0.6,95
2019-04-28T00:00:00Z,2019-04-27T23:00:00Z,PT60M,13.7,85,0.0,0,0,0,0,0,1.3,108
2019-04-28T01:00:00Z,2019-04-28T00:00:00Z,PT60M,12.4,93,0.0,0,0,0,0,0,1.8,120
2019-04-28T02:00:00Z,2019-04-28T01:00:00Z,PT60M,10.4,103,0.0,0,0,0,0,0,1.7,133
2019-04-28T03:00:00Z,2019-04-28T02:00:00Z,PT60M,8.5,115,0.0,0,0,0,0,0,1.7,145
2019-04-28T04:00:00Z,2019-04-28T03:00:00Z,PT60M,7.2,137,0.0,0,0,0,0,0,1.7,155
2019-04-28T05:00:00Z,2019-04-28T04:00:00Z,PT60M,6.6,173,0.0,0,0,0,0,0,1.6,160
2019-04-28T06:00:00Z,2019-04-28T05:00:00Z,PT60M,6.0,-147,0.0,0,0,0,0,0,1.6,157
2019-04-28T07:00:00Z,2019-04-28T06:00:00Z,PT60M,5.6,-121,0.0,0,0,0,0,0,1.6,148
2019-04-28T08:00:00Z,2019-04-28T07:00:00Z,PT60M,5.3,-106,0.0,0,0,0,0,0,1.6,137
2019-04-28T09:00:00Z,2019-04-28T08:00:00Z,PT60M,5.1,-96,0.0,0,0,0,0,0,1.6,125
2019-04-28T10:00:00Z,2019-04-28T09:00:00Z,PT60M,5.2,-87,0.0,0,0,0,0,0,1.6,112
2019-04-28T11:00:00Z,2019-04-28T10:00:00Z,PT60M,5.6,-80,0.0,0,0,0,0,0,1.6,99
2019-04-28T12:00:00Z,2019-04-28T11:00:00Z,PT60M,6.1,-72,0.0,11,252,28,39,32,1.7,87
2019-04-28T13:00:00Z,2019-04-28T12:00:00Z,PT60M,8.1,-63,0.0,34,711,180,213,485,1.4,76
2019-04-28T14:00:00Z,2019-04-28T13:00:00Z,PT60M,11.6,-52,0.0,45,849,359,404,777,0.7,65
2019-04-28T15:00:00Z,2019-04-28T14:00:00Z,PT60M,15.1,-39,0.0,52,916,512,564,767,0.1,56
2019-04-28T16:00:00Z,2019-04-28T15:00:00Z,PT60M,17.1,-22,0.0,56,947,614,670,736,0.6,50
2019-04-28T17:00:00Z,2019-04-28T16:00:00Z,PT60M,17.6,-3,0.0,58,956,654,712,718,1.2,47
2019-04-28T18:00:00Z,2019-04-28T17:00:00Z,PT60M,18.1,16,0.0,58,945,629,688,724,1.9,48
2019-04-28T19:00:00Z,2019-04-28T18:00:00Z,PT60M,17.9,34,1.0,71,879,522,593,738,2.1,54
2019-04-28T20:00:00Z,2019-04-28T19:00:00Z,PT60M,16.9,48,2.0,75,785,369,443,739,1.8,62
2019-04-28T21:00:00Z,2019-04-28T20:00:00Z,PT60M,16.0,59,4.2,66,615,193,259,571,1.6,72
2019-04-28T22:00:00Z,2019-04-28T21:00:00Z,PT60M,15.3,69,5.8,30,333,50,80,113,1.1,83
2019-04-28T23:00:00Z,2019-04-28T22:00:00Z,PT60M,14.6,77,7.3,0,1,0,0,0,0.5,95
2019-04-29T00:00:00Z,2019-04-28T23:00:00Z,PT60M,14.0,85,0.0,0,0,0,0,0,1.0,108
2019-04-29T01:00:00Z,2019-04-29T00:00:00Z,PT60M,13.0,93,0.0,0,0,0,0,0,1.4,120
2019-04-29T02:00:00Z,2019-04-29T01:00:00Z,PT60M,11.7,102,0.0,0,0,0,0,0,1.4,133
2019-04-29T03:00:00Z,2019-04-29T02:00:00Z,PT60M,10.3,115,0.0,0,0,0,0,0,1.4,145
2019-04-29T04:00:00Z,2019-04-29T03:00:00Z,PT60M,9.4,136,0.0,0,0,0,0,0,1.5,155
2019-04-29T05:00:00Z,2019-04-29T04:00:00Z,PT60M,9.1,173,0.0,0,0,0,0,0,1.5,161
2019-04-29T06:00:00Z,2019-04-29T05:00:00Z,PT60M,8.7,-147,0.1,0,0,0,0,0,1.6,158
2019-04-29T07:00:00Z,2019-04-29T06:00:00Z,PT60M,8.3,-121,12.5,0,0,0,0,0,1.6,149
2019-04-29T08:00:00Z,2019-04-29T07:00:00Z,PT60M,7.9,-106,5.8,0,0,0,0,0,1.7,137
2019-04-29T09:00:00Z,2019-04-29T08:00:00Z,PT60M,7.4,-96,3.1,0,0,0,0,0,1.8,125
2019-04-29T10:00:00Z,2019-04-29T09:00:00Z,PT60M,7.4,-87,31.5,0,0,0,0,0,1.8,112
2019-04-29T11:00:00Z,2019-04-29T10:00:00Z,PT60M,7.8,-79,29.8,0,0,0,0,0,1.9,100
2019-04-29T12:00:00Z,2019-04-29T11:00:00Z,PT60M,8.2,-71,12.8,18,130,14,32,26,1.9,87
2019-04-29T13:00:00Z,2019-04-29T12:00:00Z,PT60M,9.5,-62,18.8,100,246,64,164,279,1.5,76
2019-04-29T14:00:00Z,2019-04-29T13:00:00Z,PT60M,11.8,-52,21.1,184,286,122,306,453,0.8,65
2019-04-29T15:00:00Z,2019-04-29T14:00:00Z,PT60M,14.0,-39,9.6,158,595,332,491,636,0.1,56
2019-04-29T16:00:00Z,2019-04-29T15:00:00Z,PT60M,15.4,-22,11.2,205,573,368,573,622,0.7,50
2019-04-29T17:00:00Z,2019-04-29T16:00:00Z,PT60M,16.0,-3,12.0,227,556,379,606,609,1.4,47
2019-04-29T18:00:00Z,2019-04-29T17:00:00Z,PT60M,16.6,16,1.5,90,853,565,655,689,2.0,49
2019-04-29T19:00:00Z,2019-04-29T18:00:00Z,PT60M,16.4,34,8.0,155,635,377,532,643,2.3,54
2019-04-29T20:00:00Z,2019-04-29T19:00:00Z,PT60M,15.4,48,17.2,192,359,169,361,517,2.1,62
2019-04-29T21:00:00Z,2019-04-29T20:00:00Z,PT60M,14.5,59,29.3,154,90,27,181,226,2.0,72
2019-04-29T22:00:00Z,2019-04-29T21:00:00Z,PT60M,13.8,69,22.9,46,68,10,55,61,1.4,84
2019-04-29T23:00:00Z,2019-04-29T22:00:00Z,PT60M,13.4,77,21.2,0,0,0,0,0,0.5,96
2019-04-30T00:00:00Z,2019-04-29T23:00:00Z,PT60M,13.1,84,29.8,0,0,0,0,0,0.7,108
2019-04-30T01:00:00Z,2019-04-30T00:00:00Z,PT60M,11.9,92,22.1,0,0,0,0,0,1.2,121
2019-04-30T02:00:00Z,2019-04-30T01:00:00Z,PT60M,9.9,102,31.0,0,0,0,0,0,1.2,133
2019-04-30T03:00:00Z,2019-04-30T02:00:00Z,PT60M,7.9,115,31.6,0,0,0,0,0,1.3,145
2019-04-30T04:00:00Z,2019-04-30T03:00:00Z,PT60M,6.6,136,37.0,0,0,0,0,0,1.4,155
2019-04-30T05:00:00Z,2019-04-30T04:00:00Z,PT60M,6.1,173,30.9,0,0,0,0,0,1.4,161
2019-04-30T06:00:00Z,2019-04-30T05:00:00Z,PT60M,5.5,-146,31.4,0,0,0,0,0,1.4,158
2019-04-30T07:00:00Z,2019-04-30T06:00:00Z,PT60M,4.9,-120,38.0,0,0,0,0,0,1.4,149
2019-04-30T08:00:00Z,2019-04-30T07:00:00Z,PT60M,4.2,-105,22.6,0,0,0,0,0,1.5,137
2019-04-30T09:00:00Z,2019-04-30T08:00:00Z,PT60M,3.6,-95,37.1,0,0,0,0,0,1.6,125
2019-04-30T10:00:00Z,2019-04-30T09:00:00Z,PT60M,3.1,-87,1.6,0,0,0,0,0,1.6,112
2019-04-30T11:00:00Z,2019-04-30T10:00:00Z,PT60M,2.8,-79,0.3,0,0,0,0,0,1.6,100
2019-04-30T12:00:00Z,2019-04-30T11:00:00Z,PT60M,2.5,-71,14.2,13,190,21,34,26,1.6,88
2019-04-30T13:00:00Z,2019-04-30T12:00:00Z,PT60M,4.1,-62,0.1,34,693,171,205,454,1.3,76
2019-04-30T14:00:00Z,2019-04-30T13:00:00Z,PT60M,7.5,-52,0.0,44,846,353,397,768,0.9,65
2019-04-30T15:00:00Z,2019-04-30T14:00:00Z,PT60M,10.8,-38,0.0,49,923,510,558,763,0.6,57
2019-04-30T16:00:00Z,2019-04-30T15:00:00Z,PT60M,12.9,-22,0.0,52,959,614,666,733,0.4,50
2019-04-30T17:00:00Z,2019-04-30T16:00:00Z,PT60M,13.8,-3,0.0,54,968,655,709,715,1.1,47
2019-04-30T18:00:00Z,2019-04-30T17:00:00Z,PT60M,14.6,16,0.0,55,959,631,686,723,2.0,49
2019-04-30T19:00:00Z,2019-04-30T18:00:00Z,PT60M,14.7,33,0.0,54,928,543,597,749,2.3,54
2019-04-30T20:00:00Z,2019-04-30T19:00:00Z,PT60M,14.1,48,0.0,49,866,402,451,768,2.1,62
2019-04-30T21:00:00Z,2019-04-30T20:00:00Z,PT60M,13.4,59,0.0,40,750,228,267,616,1.9,72
2019-04-30T22:00:00Z,2019-04-30T21:00:00Z,PT60M,12.8,68,0.0,21,420,59,80,102,1.4,84
2019-04-30T23:00:00Z,2019-04-30T22:00:00Z,PT60M,12.3,76,0.0,0,2,0,0,0,1.0,96
2019-05-01T00:00:00Z,2019-04-30T23:00:00Z,PT60M,11.8,84,0.0,0,0,0,0,0,1.5,108
2019-05-01T01:00:00Z,2019-05-01T00:00:00Z,PT60M,10.3,92,0.0,0,0,0,0,0,1.9,121
2019-05-01T02:00:00Z,2019-05-01T01:00:00Z,PT60M,8.0,101,0.0,0,0,0,0,0,1.8,133
2019-05-01T03:00:00Z,2019-05-01T02:00:00Z,PT60M,5.6,114,0.0,0,0,0,0,0,1.9,145
2019-05-01T04:00:00Z,2019-05-01T03:00:00Z,PT60M,4.1,136,0.0,0,0,0,0,0,1.9,156
2019-05-01T05:00:00Z,2019-05-01T04:00:00Z,PT60M,3.3,173,0.0,0,0,0,0,0,1.9,161
2019-05-01T06:00:00Z,2019-05-01T05:00:00Z,PT60M,2.6,-146,0.0,0,0,0,0,0,1.9,158
2019-05-01T07:00:00Z,2019-05-01T06:00:00Z,PT60M,2.2,-120,0.0,0,0,0,0,0,1.9,149
2019-05-01T08:00:00Z,2019-05-01T07:00:00Z,PT60M,2.0,-105,0.0,0,0,0,0,0,1.9,137
2019-05-01T09:00:00Z,2019-05-01T08:00:00Z,PT60M,1.8,-95,0.0,0,0,0,0,0,1.9,125
2019-05-01T10:00:00Z,2019-05-01T09:00:00Z,PT60M,1.7,-87,0.0,0,0,0,0,0,2.0,112
2019-05-01T11:00:00Z,2019-05-01T10:00:00Z,PT60M,1.7,-79,1.8,0,0,0,0,0,2.0,100
2019-05-01T12:00:00Z,2019-05-01T11:00:00Z,PT60M,1.7,-71,12.1,11,191,21,32,22,2.1,88
2019-05-01T13:00:00Z,2019-05-01T12:00:00Z,PT60M,4.0,-62,1.6,36,642,158,195,421,1.7,76
2019-05-01T14:00:00Z,2019-05-01T13:00:00Z,PT60M,8.5,-51,0.0,43,817,338,381,740,1.1,66
2019-05-01T15:00:00Z,2019-05-01T14:00:00Z,PT60M,13.0,-38,0.0,51,883,484,535,730,0.5,57
2019-05-01T16:00:00Z,2019-05-01T15:00:00Z,PT60M,15.6,-22,0.0,54,915,583,637,701,0.6,50
2019-05-01T17:00:00Z,2019-05-01T16:00:00Z,PT60M,16.2,-3,1.1,72,889,598,671,676,1.1,48
2019-05-01T18:00:00Z,2019-05-01T17:00:00Z,PT60M,16.9,16,1.2,73,878,574,647,682,1.6,49
2019-05-01T19:00:00Z,2019-05-01T18:00:00Z,PT60M,16.8,33,0.0,53,888,516,569,716,1.9,54
2019-05-01T20:00:00Z,2019-05-01T19:00:00Z,PT60M,16.0,47,0.0,47,830,382,429,733,1.9,63
2019-05-01T21:00:00Z,2019-05-01T20:00:00Z,PT60M,15.3,59,0.0,38,713,214,252,575,1.9,73
2019-05-01T22:00:00Z,2019-05-01T21:00:00Z,PT60M,14.5,68,0.0,19,384,53,73,89,1.5,84
2019-05-01T23:00:00Z,2019-05-01T22:00:00Z,PT60M,13.6,76,0.0,0,1,0,0,0,0.8,96
2019-05-02T00:00:00Z,2019-05-01T23:00:00Z,PT60M,12.7,84,0.0,0,0,0,0,0,1.0,108
2019-05-02T01:00:00Z,2019-05-02T00:00:00Z,PT60M,11.7,92,0.0,0,0,0,0,0,1.2,121
2019-05-02T02:00:00Z,2019-05-02T01:00:00Z,PT60M,10.6,101,0.0,0,0,0,0,0,1.2,134
2019-05-02T03:00:00Z,2019-05-02T02:00:00Z,PT60M,9.5,114,0.0,0,0,0,0,0,1.1,146
2019-05-02T04:00:00Z,2019-05-02T03:00:00Z,PT60M,8.7,135,0.0,0,0,0,0,0,1.1,156
2019-05-02T05:00:00Z,2019-05-02T04:00:00Z,PT60M,8.3,173,0.0,0,0,0,0,0,1.2,162
2019-05-02T06:00:00Z,2019-05-02T05:00:00Z,PT60M,7.8,-145,0.3,0,0,0,0,0,1.3,159
2019-05-02T07:00:00Z,2019-05-02T06:00:00Z,PT60M,7.4,-119,27.7,0,0,0,0,0,1.3,149
2019-05-02T08:00:00Z,2019-05-02T07:00:00Z,PT60M,7.1,-105,25.4,0,0,0,0,0,1.3,137
2019-05-02T09:00:00Z,2019-05-02T08:00:00Z,PT60M,6.8,-94,14.0,0,0,0,0,0,1.3,125
2019-05-02T10:00:00Z,2019-05-02T09:00:00Z,PT60M,6.8,-86,0.1,0,0,0,0,0,1.3,112
2019-05-02T11:00:00Z,2019-05-02T10:00:00Z,PT60M,7.3,-79,0.0,0,0,0,0,0,1.4,100
2019-05-02T12:00:00Z,2019-05-02T11:00:00Z,PT60M,7.7,-71,1.5,12,177,18,30,18,1.5,88
2019-05-02T13:00:00Z,2019-05-02T12:00:00Z,PT60M,8.8,-62,5.9,57,520,124,180,360,1.3,76
2019-05-02T14:00:00Z,2019-05-02T13:00:00Z,PT60M,10.7,-51,1.6,57,763,313,370,713,0.8,66
2019-05-02T15:00:00Z,2019-05-02T14:00:00Z,PT60M,12.5,-38,5.4,112,718,389,500,673,0.6,57
2019-05-02T16:00:00Z,2019-05-02T15:00:00Z,PT60M,13.9,-22,3.3,98,811,515,612,670,0.9,51
2019-05-02T17:00:00Z,2019-05-02T16:00:00Z,PT60M,14.9,-3,4.6,124,776,519,643,647,1.4,48
2019-05-02T18:00:00Z,2019-05-02T17:00:00Z,PT60M,15.8,16,6.3,142,718,467,610,640,1.9,49
2019-05-02T19:00:00Z,2019-05-02T18:00:00Z,PT60M,15.9,33,15.4,218,449,259,477,565,2.2,55
2019-05-02T20:00:00Z,2019-05-02T19:00:00Z,PT60M,15.0,47,19.3,195,323,147,341,487,2.1,63
2019-05-02T21:00:00Z,2019-05-02T20:00:00Z,PT60M,14.1,58,22.4,130,212,59,189,290,1.9,73
2019-05-02T22:00:00Z,2019-05-02T21:00:00Z,PT60M,13.3,68,11.8,38,158,20,58,57,1.6,84
2019-05-02T23:00:00Z,2019-05-02T22:00:00Z,PT60M,12.7,76,21.0,0,0,0,0,0,1.0,96
2019-05-03T00:00:00Z,2019-05-02T23:00:00Z,PT60M,12.0,84,32.2,0,0,0,0,0,0.7,109
2019-05-03T01:00:00Z,2019-05-03T00:00:00Z,PT60M,11.1,92,27.9,0,0,0,0,0,0.9,121
2019-05-03T02:00:00Z,2019-05-03T01:00:00Z,PT60M,9.9,101,30.2,0,0,0,0,0,1.3,134
2019-05-03T03:00:00Z,2019-05-03T02:00:00Z,PT60M,8.8,114,34.1,0,0,0,0,0,1.6,146
2019-05-03T04:00:00Z,2019-05-03T03:00:00Z,PT60M,8.2,135,32.3,0,0,0,0,0,1.8,156
2019-05-03T05:00:00Z,2019-05-03T04:00:00Z,PT60M,8.2,173,29.1,0,0,0,0,0,1.6,162
2019-05-03T06:00:00Z,2019-05-03T05:00:00Z,PT60M,8.1,-145,30.9,0,0,0,0,0,1.5,159
2019-05-03T07:00:00Z,2019-05-03T06:00:00Z,PT60M,7.9,-119,29.6,0,0,0,0,0,1.4,149
2019-05-03T08:00:00Z,2019-05-03T07:00:00Z,PT60M,7.6,-104,28.9,0,0,0,0,0,1.4,138
2019-05-03T09:00:00Z,2019-05-03T08:00:00Z,PT60M,7.2,-94,32.2,0,0,0,0,0,1.4,125
