PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,WindSpeed10m,Zenith
2019-08-27T00:00:00Z,2019-08-26T23:00:00Z,PT60M,12.8,87,49.9,0,0,0,0,0,0,1.2,105
2019-08-27T01:00:00Z,2019-08-27T00:00:00Z,PT60M,12.6,96,31.6,0,0,0,0,0,0,0.9,118
2019-08-27T02:00:00Z,2019-08-27T01:00:00Z,PT60M,12.2,106,5.7,0,0,0,0,0,0,0.5,130
2019-08-27T03:00:00Z,2019-08-27T02:00:00Z,PT60M,11.7,120,16.3,0,0,0,0,0,0,0.4,141
2019-08-27T04:00:00Z,2019-08-27T03:00:00Z,PT60M,11.6,140,1.1,0,0,0,0,0,0,0.5,151
2019-08-27T05:00:00Z,2019-08-27T04:00:00Z,PT60M,11.7,171,0.0,0,0,0,0,0,0,0.4,156
2019-08-27T06:00:00Z,2019-08-27T05:00:00Z,PT60M,11.5,-154,0.0,0,0,0,0,0,0,0.6,154
2019-08-27T07:00:00Z,2019-08-27T06:00:00Z,PT60M,11.3,-128,0.0,0,0,0,0,0,0,0.4,146
2019-08-27T08:00:00Z,2019-08-27T07:00:00Z,PT60M,11.2,-112,0.0,0,0,0,0,0,0,0.4,135
2019-08-27T09:00:00Z,2019-08-27T08:00:00Z,PT60M,11.6,-101,0.0,0,0,0,0,0,0,0.7,124
2019-08-27T10:00:00Z,2019-08-27T09:00:00Z,PT60M,11.8,-92,0.0,0,0,0,0,0,0,0.7,111
2019-08-27T11:00:00Z,2019-08-27T10:00:00Z,PT60M,11.7,-83,0.0,0,0,0,0,0,0,0.8,99
2019-08-27T12:00:00Z,2019-08-27T11:00:00Z,PT60M,12.2,-75,1.9,17,189,22,39,68,44,0.9,87
2019-08-27T13:00:00Z,2019-08-27T12:00:00Z,PT60M,14.0,-66,8.7,69,443,124,193,281,423,0.8,75
2019-08-27T14:00:00Z,2019-08-27T13:00:00Z,PT60M,16.4,-55,9.7,135,521,218,353,474,626,0.8,64
2019-08-27T15:00:00Z,2019-08-27T14:00:00Z,PT60M,18.8,-42,13.5,195,492,287,483,616,604,0.9,55
2019-08-27T16:00:00Z,2019-08-27T15:00:00Z,PT60M,20.9,-25,3.4,130,767,511,641,860,705,1.0,48
2019-08-27T17:00:00Z,2019-08-27T16:00:00Z,PT60M,22.8,-5,6.6,179,690,488,667,877,673,1.5,45
2019-08-27T18:00:00Z,2019-08-27T17:00:00Z,PT60M,24.1,16,8.7,202,627,434,636,828,660,1.9,46
2019-08-27T19:00:00Z,2019-08-27T18:00:00Z,PT60M,24.4,34,11.7,204,540,341,545,698,631,2.1,51
2019-08-27T20:00:00Z,2019-08-27T19:00:00Z,PT60M,23.7,49,20.2,225,303,158,383,462,500,2.2,59
2019-08-27T21:00:00Z,2019-08-27T20:00:00Z,PT60M,22.3,61,16.9,143,300,104,248,313,434,2.1,70
2019-08-27T22:00:00Z,2019-08-27T21:00:00Z,PT60M,19.6,71,18.8,57,184,39,96,128,166,1.7,81
2019-08-27T23:00:00Z,2019-08-27T22:00:00Z,PT60M,16.8,79,28.1,3,0,0,3,3,3,1.3,93
2019-08-28T00:00:00Z,2019-08-27T23:00:00Z,PT60M,15.5,88,30.0,0,0,0,0,0,0,1.1,105
2019-08-28T01:00:00Z,2019-08-28T00:00:00Z,PT60M,15.0,96,30.1,0,0,0,0,0,0,0.9,118
2019-08-28T02:00:00Z,2019-08-28T01:00:00Z,PT60M,14.7,107,30.2,0,0,0,0,0,0,0.6,130
2019-08-28T03:00:00Z,2019-08-28T02:00:00Z,PT60M,14.7,120,30.8,0,0,0,0,0,0,0.6,141
2019-08-28T04:00:00Z,2019-08-28T03:00:00Z,PT60M,14.3,141,30.1,0,0,0,0,0,0,0.8,151
2019-08-28T05:00:00Z,2019-08-28T04:00:00Z,PT60M,14.0,172,16.4,0,0,0,0,0,0,0.6,156
2019-08-28T06:00:00Z,2019-08-28T05:00:00Z,PT60M,13.8,-154,29.7,0,0,0,0,0,0,0.3,154
2019-08-28T07:00:00Z,2019-08-28T06:00:00Z,PT60M,13.6,-129,32.8,0,0,0,0,0,0,0.3,146
2019-08-28T08:00:00Z,2019-08-28T07:00:00Z,PT60M,13.5,-113,29.6,0,0,0,0,0,0,0.6,135
2019-08-28T09:00:00Z,2019-08-28T08:00:00Z,PT60M,13.5,-101,31.1,0,0,0,0,0,0,0.6,123
2019-08-28T10:00:00Z,2019-08-28T09:00:00Z,PT60M,13.4,-92,32.8,0,0,0,0,0,0,0.6,111
2019-08-28T11:00:00Z,2019-08-28T10:00:00Z,PT60M,13.4,-83,28.0,0,0,0,0,0,0,0.5,99
2019-08-28T12:00:00Z,2019-08-28T11:00:00Z,PT60M,14.4,-75,9.3,24,110,14,38,55,47,0.5,86
2019-08-28T13:00:00Z,2019-08-28T12:00:00Z,PT60M,16.7,-66,21.6,115,188,55,170,206,280,0.5,75
2019-08-28T14:00:00Z,2019-08-28T13:00:00Z,PT60M,18.8,-55,19.8,197,286,125,322,390,481,0.4,64
2019-08-28T15:00:00Z,2019-08-28T14:00:00Z,PT60M,20.2,-42,12.3,195,506,298,493,631,619,1.4,55
2019-08-28T16:00:00Z,2019-08-28T15:00:00Z,PT60M,21.2,-25,3.3,127,771,518,645,864,708,1.5,48
2019-08-28T17:00:00Z,2019-08-28T16:00:00Z,PT60M,22.0,-5,2.9,127,794,565,692,923,698,1.6,45
2019-08-28T18:00:00Z,2019-08-28T17:00:00Z,PT60M,22.5,16,4.3,148,736,513,662,877,688,2.2,46
2019-08-28T19:00:00Z,2019-08-28T18:00:00Z,PT60M,22.5,34,0.3,91,818,515,605,823,732,2.2,51
2019-08-28T20:00:00Z,2019-08-28T19:00:00Z,PT60M,22.0,49,2.2,102,697,357,458,629,711,2.1,59
2019-08-28T21:00:00Z,2019-08-28T20:00:00Z,PT60M,20.7,61,3.4,81,559,203,284,402,605,2.2,69
2019-08-28T22:00:00Z,2019-08-28T21:00:00Z,PT60M,18.3,71,7.5,49,275,52,101,149,187,1.7,81
2019-08-28T23:00:00Z,2019-08-28T22:00:00Z,PT60M,15.9,80,23.2,3,0,0,3,3,3,1.1,93
2019-08-29T00:00:00Z,2019-08-28T23:00:00Z,PT60M,14.7,88,22.9,0,0,0,0,0,0,0.7,105
2019-08-29T01:00:00Z,2019-08-29T00:00:00Z,PT60M,14.2,97,29.9,0,0,0,0,0,0,0.6,117
2019-08-29T02:00:00Z,2019-08-29T01:00:00Z,PT60M,13.7,107,29.9,0,0,0,0,0,0,0.8,130
2019-08-29T03:00:00Z,2019-08-29T02:00:00Z,PT60M,13.1,121,30.2,0,0,0,0,0,0,0.9,141
2019-08-29T04:00:00Z,2019-08-29T03:00:00Z,PT60M,12.7,141,51.3,0,0,0,0,0,0,0.5,150
2019-08-29T05:00:00Z,2019-08-29T04:00:00Z,PT60M,12.3,172,54.3,0,0,0,0,0,0,0.6,155
2019-08-29T06:00:00Z,2019-08-29T05:00:00Z,PT60M,11.7,-154,54.0,0,0,0,0,0,0,1.0,153
2019-08-29T07:00:00Z,2019-08-29T06:00:00Z,PT60M,11.3,-129,1.9,0,0,0,0,0,0,1.0,146
2019-08-29T08:00:00Z,2019-08-29T07:00:00Z,PT60M,10.7,-113,0.0,0,0,0,0,0,0,0.9,135
2019-08-29T09:00:00Z,2019-08-29T08:00:00Z,PT60M,10.0,-101,0.0,0,0,0,0,0,0,0.9,123
2019-08-29T10:00:00Z,2019-08-29T09:00:00Z,PT60M,9.9,-92,0.4,0,0,0,0,0,0,1.0,111
2019-08-29T11:00:00Z,2019-08-29T10:00:00Z,PT60M,9.9,-84,33.3,0,0,0,0,0,0,1.1,98
2019-08-29T12:00:00Z,2019-08-29T11:00:00Z,PT60M,10.2,-75,18.6,27,77,10,37,49,48,0.9,86
2019-08-29T13:00:00Z,2019-08-29T12:00:00Z,PT60M,11.0,-66,36.4,90,160,33,123,146,182,1.2,74
2019-08-29T14:00:00Z,2019-08-29T13:00:00Z,PT60M,12.0,-55,39.6,205,88,41,246,257,289,1.4,64
2019-08-29T15:00:00Z,2019-08-29T14:00:00Z,PT60M,13.4,-42,50.7,272,2,1,273,257,273,1.5,54
2019-08-29T16:00:00Z,2019-08-29T15:00:00Z,PT60M,15.0,-25,24.0,295,304,211,506,586,522,1.8,47
2019-08-29T17:00:00Z,2019-08-29T16:00:00Z,PT60M,16.2,-5,7.7,194,643,460,654,845,659,2.2,44
2019-08-29T18:00:00Z,2019-08-29T17:00:00Z,PT60M,16.4,16,0.2,89,857,601,690,928,720,2.5,45
2019-08-29T19:00:00Z,2019-08-29T18:00:00Z,PT60M,16.1,35,0.0,90,822,520,610,826,738,2.5,51
2019-08-29T20:00:00Z,2019-08-29T19:00:00Z,PT60M,15.5,50,0.0,80,766,394,474,656,746,2.9,59
2019-08-29T21:00:00Z,2019-08-29T20:00:00Z,PT60M,14.1,62,0.0,63,659,235,298,432,669,3.3,69
2019-08-29T22:00:00Z,2019-08-29T21:00:00Z,PT60M,12.2,71,1.4,39,401,73,112,178,223,2.8,81
2019-08-29T23:00:00Z,2019-08-29T22:00:00Z,PT60M,10.2,80,0.0,3,19,2,4,6,2,2.2,93
2019-08-30T00:00:00Z,2019-08-29T23:00:00Z,PT60M,8.9,88,0.0,0,0,0,0,0,0,1.6,105
2019-08-30T01:00:00Z,2019-08-30T00:00:00Z,PT60M,8.2,97,0.0,0,0,0,0,0,0,1.4,117
2019-08-30T02:00:00Z,2019-08-30T01:00:00Z,PT60M,7.9,107,2.9,0,0,0,0,0,0,1.4,129
2019-08-30T03:00:00Z,2019-08-30T02:00:00Z,PT60M,8.1,121,20.7,0,0,0,0,0,0,1.2,141
2019-08-30T04:00:00Z,2019-08-30T03:00:00Z,PT60M,8.3,142,42.7,0,0,0,0,0,0,1.2,150
2019-08-30T05:00:00Z,2019-08-30T04:00:00Z,PT60M,8.4,172,40.5,0,0,0,0,0,0,1.4,155
2019-08-30T06:00:00Z,2019-08-30T05:00:00Z,PT60M,8.4,-154,24.8,0,0,0,0,0,0,1.6,153
2019-08-30T07:00:00Z,2019-08-30T06:00:00Z,PT60M,8.3,-129,0.0,0,0,0,0,0,0,1.6,145
2019-08-30T08:00:00Z,2019-08-30T07:00:00Z,PT60M,8.1,-113,0.0,0,0,0,0,0,0,1.7,135
2019-08-30T09:00:00Z,2019-08-30T08:00:00Z,PT60M,7.7,-102,0.0,0,0,0,0,0,0,1.6,123
2019-08-30T10:00:00Z,2019-08-30T09:00:00Z,PT60M,7.3,-92,0.0,0,0,0,0,0,0,1.4,110
2019-08-30T11:00:00Z,2019-08-30T10:00:00Z,PT60M,7.0,-84,4.3,0,0,0,0,0,0,1.2,98
2019-08-30T12:00:00Z,2019-08-30T11:00:00Z,PT60M,7.5,-76,16.4,23,174,22,45,72,66,1.2,86
2019-08-30T13:00:00Z,2019-08-30T12:00:00Z,PT60M,9.0,-66,1.1,44,646,181,226,342,556,1.4,74
2019-08-30T14:00:00Z,2019-08-30T13:00:00Z,PT60M,10.7,-56,0.0,53,815,367,420,594,786,1.9,63
2019-08-30T15:00:00Z,2019-08-30T14:00:00Z,PT60M,12.2,-42,0.0,60,885,520,580,796,784,2.6,54
2019-08-30T16:00:00Z,2019-08-30T15:00:00Z,PT60M,13.4,-25,0.0,66,917,624,690,931,760,2.7,47
2019-08-30T17:00:00Z,2019-08-30T16:00:00Z,PT60M,14.5,-5,0.1,69,928,669,738,990,744,2.9,44
2019-08-30T18:00:00Z,2019-08-30T17:00:00Z,PT60M,15.4,16,0.1,68,926,653,721,969,752,2.9,45
2019-08-30T19:00:00Z,2019-08-30T18:00:00Z,PT60M,15.9,35,0.0,62,910,579,641,871,778,2.9,50
2019-08-30T20:00:00Z,2019-08-30T19:00:00Z,PT60M,15.9,50,0.0,56,861,446,501,697,797,3.1,59
2019-08-30T21:00:00Z,2019-08-30T20:00:00Z,PT60M,14.8,62,0.0,46,764,275,320,468,739,2.9,69
2019-08-30T22:00:00Z,2019-08-30T21:00:00Z,PT60M,12.8,72,0.0,29,543,97,126,209,269,2.5,80
2019-08-30T23:00:00Z,2019-08-30T22:00:00Z,PT60M,10.0,80,0.0,2,34,3,5,9,2,2.1,92
2019-08-31T00:00:00Z,2019-08-30T23:00:00Z,PT60M,8.3,89,0.0,0,0,0,0,0,0,1.8,105
2019-08-31T01:00:00Z,2019-08-31T00:00:00Z,PT60M,7.8,98,0.0,0,0,0,0,0,0,1.6,117
2019-08-31T02:00:00Z,2019-08-31T01:00:00Z,PT60M,7.3,108,0.0,0,0,0,0,0,0,1.5,129
2019-08-31T03:00:00Z,2019-08-31T02:00:00Z,PT60M,7.0,122,0.0,0,0,0,0,0,0,1.3,141
2019-08-31T04:00:00Z,2019-08-31T03:00:00Z,PT60M,6.8,142,0.0,0,0,0,0,0,0,1.2,150
2019-08-31T05:00:00Z,2019-08-31T04:00:00Z,PT60M,6.5,172,0.0,0,0,0,0,0,0,1.3,155
2019-08-31T06:00:00Z,2019-08-31T05:00:00Z,PT60M,6.2,-154,0.0,0,0,0,0,0,0,0.9,153
2019-08-31T07:00:00Z,2019-08-31T06:00:00Z,PT60M,6.0,-130,0.0,0,0,0,0,0,0,1.0,145
2019-08-31T08:00:00Z,2019-08-31T07:00:00Z,PT60M,5.7,-113,0.0,0,0,0,0,0,0,1.3,134
2019-08-31T09:00:00Z,2019-08-31T08:00:00Z,PT60M,5.3,-102,0.0,0,0,0,0,0,0,1.2,123
2019-08-31T10:00:00Z,2019-08-31T09:00:00Z,PT60M,5.1,-93,0.0,0,0,0,0,0,0,1.0,110
2019-08-31T11:00:00Z,2019-08-31T10:00:00Z,PT60M,4.9,-84,1.0,0,0,0,0,0,0,0.9,98
2019-08-31T12:00:00Z,2019-08-31T11:00:00Z,PT60M,6.3,-76,0.0,15,325,41,56,100,88,0.7,86
2019-08-31T13:00:00Z,2019-08-31T12:00:00Z,PT60M,8.9,-67,0.7,42,714,201,242,367,608,0.8,74
2019-08-31T14:00:00Z,2019-08-31T13:00:00Z,PT60M,11.3,-56,0.0,48,865,393,442,623,826,1.4,63
2019-08-31T15:00:00Z,2019-08-31T14:00:00Z,PT60M,13.4,-42,0.0,55,929,551,606,828,816,1.7,54
2019-08-31T16:00:00Z,2019-08-31T15:00:00Z,PT60M,15.3,-25,0.0,61,954,653,715,962,786,2.0,47
2019-08-31T17:00:00Z,2019-08-31T16:00:00Z,PT60M,16.7,-5,0.6,73,942,683,756,1010,763,2.5,44
2019-08-31T18:00:00Z,2019-08-31T17:00:00Z,PT60M,17.4,16,1.2,84,915,648,733,978,764,2.7,45
2019-08-31T19:00:00Z,2019-08-31T18:00:00Z,PT60M,17.7,35,0.0,63,929,594,657,889,798,2.8,50
2019-08-31T20:00:00Z,2019-08-31T19:00:00Z,PT60M,17.3,50,2.7,84,795,416,500,682,779,2.7,59
2019-08-31T21:00:00Z,2019-08-31T20:00:00Z,PT60M,16.2,62,0.0,48,771,279,328,475,755,2.6,69
2019-08-31T22:00:00Z,2019-08-31T21:00:00Z,PT60M,13.6,72,0.0,31,548,99,130,212,284,2.2,80
2019-08-31T23:00:00Z,2019-08-31T22:00:00Z,PT60M,10.3,81,0.0,3,36,3,6,10,3,1.8,92
2019-09-01T00:00:00Z,2019-08-31T23:00:00Z,PT60M,8.7,89,0.0,0,0,0,0,0,0,1.6,105
2019-09-01T01:00:00Z,2019-09-01T00:00:00Z,PT60M,8.2,98,22.0,0,0,0,0,0,0,1.4,117
2019-09-01T02:00:00Z,2019-09-01T01:00:00Z,PT60M,7.8,108,30.3,0,0,0,0,0,0,1.1,129
2019-09-01T03:00:00Z,2019-09-01T02:00:00Z,PT60M,7.9,122,30.7,0,0,0,0,0,0,0.7,140
2019-09-01T04:00:00Z,2019-09-01T03:00:00Z,PT60M,8.1,143,30.1,0,0,0,0,0,0,0.8,149
2019-09-01T05:00:00Z,2019-09-01T04:00:00Z,PT60M,7.9,173,11.6,0,0,0,0,0,0,0.9,154
2019-09-01T06:00:00Z,2019-09-01T05:00:00Z,PT60M,7.5,-155,29.3,0,0,0,0,0,0,0.7,152
2019-09-01T07:00:00Z,2019-09-01T06:00:00Z,PT60M,7.3,-130,1.1,0,0,0,0,0,0,0.6,145
2019-09-01T08:00:00Z,2019-09-01T07:00:00Z,PT60M,7.0,-114,0.0,0,0,0,0,0,0,0.9,134
2019-09-01T09:00:00Z,2019-09-01T08:00:00Z,PT60M,6.5,-102,0.0,0,0,0,0,0,0,0.8,122
2019-09-01T10:00:00Z,2019-09-01T09:00:00Z,PT60M,6.3,-93,0.0,0,0,0,0,0,0,0.7,110
2019-09-01T11:00:00Z,2019-09-01T10:00:00Z,PT60M,6.2,-84,0.0,0,0,0,0,0,0,0.6,98
2019-09-01T12:00:00Z,2019-09-01T11:00:00Z,PT60M,8.0,-76,1.2,17,317,41,59,101,96,0.4,85
2019-09-01T13:00:00Z,2019-09-01T12:00:00Z,PT60M,11.1,-67,0.0,38,739,211,249,375,632,0.3,74
2019-09-01T14:00:00Z,2019-09-01T13:00:00Z,PT60M,13.7,-56,0.0,49,865,398,446,625,828,0.7,63
2019-09-01T15:00:00Z,2019-09-01T14:00:00Z,PT60M,15.7,-42,0.0,56,928,555,610,829,819,1.2,53
2019-09-01T16:00:00Z,2019-09-01T15:00:00Z,PT60M,17.4,-25,0.0,61,956,659,720,964,790,1.7,46
2019-09-01T17:00:00Z,2019-09-01T16:00:00Z,PT60M,18.6,-5,2.5,104,882,643,747,988,753,2.1,43
2019-09-01T18:00:00Z,2019-09-01T17:00:00Z,PT60M,19.3,17,2.7,108,865,616,724,957,756,2.4,44
2019-09-01T19:00:00Z,2019-09-01T18:00:00Z,PT60M,19.3,36,0.0,62,925,595,658,886,798,2.8,50
2019-09-01T20:00:00Z,2019-09-01T19:00:00Z,PT60M,18.5,51,0.0,58,867,455,513,704,811,3.0,58
2019-09-01T21:00:00Z,2019-09-01T20:00:00Z,PT60M,17.0,63,0.0,49,764,279,328,470,753,2.9,69
2019-09-01T22:00:00Z,2019-09-01T21:00:00Z,PT60M,14.3,72,0.0,31,544,100,131,211,292,2.4,80
2019-09-01T23:00:00Z,2019-09-01T22:00:00Z,PT60M,10.9,81,0.0,3,39,3,6,10,3,1.8,92
2019-09-02T00:00:00Z,2019-09-01T23:00:00Z,PT60M,8.9,89,0.0,0,0,0,0,0,0,1.4,105
2019-09-02T01:00:00Z,2019-09-02T00:00:00Z,PT60M,8.1,98,0.0,0,0,0,0,0,0,1.4,117
2019-09-02T02:00:00Z,2019-09-02T01:00:00Z,PT60M,7.5,109,0.0,0,0,0,0,0,0,1.4,129
2019-09-02T03:00:00Z,2019-09-02T02:00:00Z,PT60M,6.9,123,0.0,0,0,0,0,0,0,1.5,140
2019-09-02T04:00:00Z,2019-09-02T03:00:00Z,PT60M,6.3,143,0.0,0,0,0,0,0,0,1.3,149
2019-09-02T05:00:00Z,2019-09-02T04:00:00Z,PT60M,5.9,173,0.0,0,0,0,0,0,0,1.0,154
2019-09-02T06:00:00Z,2019-09-02T05:00:00Z,PT60M,5.6,-155,0.0,0,0,0,0,0,0,1.2,152
2019-09-02T07:00:00Z,2019-09-02T06:00:00Z,PT60M,5.3,-130,0.0,0,0,0,0,0,0,1.3,144
2019-09-02T08:00:00Z,2019-09-02T07:00:00Z,PT60M,4.8,-114,0.0,0,0,0,0,0,0,1.2,134
2019-09-02T09:00:00Z,2019-09-02T08:00:00Z,PT60M,4.2,-103,0.0,0,0,0,0,0,0,1.2,122
2019-09-02T10:00:00Z,2019-09-02T09:00:00Z,PT60M,3.9,-93,0.0,0,0,0,0,0,0,1.1,110
2019-09-02T11:00:00Z,2019-09-02T10:00:00Z,PT60M,3.7,-85,5.0,0,0,0,0,0,0,0.9,97
2019-09-02T12:00:00Z,2019-09-02T11:00:00Z,PT60M,5.0,-76,0.0,16,363,47,64,110,111,0.8,85
2019-09-02T13:00:00Z,2019-09-02T12:00:00Z,PT60M,7.6,-67,0.0,38,757,220,258,384,659,1.0,73
2019-09-02T14:00:00Z,2019-09-02T13:00:00Z,PT60M,10.1,-56,0.0,49,884,410,459,639,846,1.3,62
2019-09-02T15:00:00Z,2019-09-02T14:00:00Z,PT60M,12.6,-43,0.0,55,947,570,625,846,837,1.6,53
2019-09-02T16:00:00Z,2019-09-02T15:00:00Z,PT60M,14.7,-25,0.0,59,976,678,737,983,808,1.9,46
2019-09-02T17:00:00Z,2019-09-02T16:00:00Z,PT60M,15.9,-5,3.1,113,880,645,758,995,764,2.3,43
2019-09-02T18:00:00Z,2019-09-02T17:00:00Z,PT60M,16.7,17,4.0,126,842,603,728,955,760,2.4,44
2019-09-02T19:00:00Z,2019-09-02T18:00:00Z,PT60M,17.1,36,0.0,60,943,610,670,899,813,2.5,50
2019-09-02T20:00:00Z,2019-09-02T19:00:00Z,PT60M,16.7,51,0.0,55,888,469,524,717,828,2.4,58
2019-09-02T21:00:00Z,2019-09-02T20:00:00Z,PT60M,15.8,63,0.0,46,790,291,337,481,777,1.9,69
2019-09-02T22:00:00Z,2019-09-02T21:00:00Z,PT60M,13.6,73,0.0,30,578,107,136,219,313,1.5,80
2019-09-02T23:00:00Z,2019-09-02T22:00:00Z,PT60M,10.5,81,0.0,3,46,4,7,12,4,1.2,92
2019-09-03T00:00:00Z,2019-09-02T23:00:00Z,PT60M,8.5,90,0.0,0,0,0,0,0,0,0.8,104
2019-09-03T01:00:00Z,2019-09-03T00:00:00Z,PT60M,7.8,99,0.0,0,0,0,0,0,0,0.6,117
2019-09-03T02:00:00Z,2019-09-03T01:00:00Z,PT60M,7.4,109,0.0,0,0,0,0,0,0,0.6,129
2019-09-03T03:00:00Z,2019-09-03T02:00:00Z,PT60M,7.0,123,0.0,0,0,0,0,0,0,0.5,140
2019-09-03T04:00:00Z,2019-09-03T03:00:00Z,PT60M,6.7,144,0.0,0,0,0,0,0,0,0.6,149
2019-09-03T05:00:00Z,2019-09-03T04:00:00Z,PT60M,6.4,173,0.0,0,0,0,0,0,0,0.5,153
2019-09-03T06:00:00Z,2019-09-03T05:00:00Z,PT60M,6.4,-155,0.0,0,0,0,0,0,0,0.3,151
2019-09-03T07:00:00Z,2019-09-03T06:00:00Z,PT60M,6.5,-131,0.0,0,0,0,0,0,0,0.2,144
2019-09-03T08:00:00Z,2019-09-03T07:00:00Z,PT60M,6.5,-114,0.0,0,0,0,0,0,0,0.4,133
2019-09-03T09:00:00Z,2019-09-03T08:00:00Z,PT60M,6.4,-103,0.0,0,0,0,0,0,0,0.5,122
2019-09-03T10:00:00Z,2019-09-03T09:00:00Z,PT60M,6.3,-93,0.0,0,0,0,0,0,0,0.5,109
2019-09-03T11:00:00Z,2019-09-03T10:00:00Z,PT60M,6.2,-85,0.0,0,0,0,0,0,0,0.5,97
2019-09-03T12:00:00Z,2019-09-03T11:00:00Z,PT60M,8.2,-77,0.6,18,367,49,67,113,123,0.4,85
2019-09-03T13:00:00Z,2019-09-03T12:00:00Z,PT60M,11.5,-67,0.0,39,756,223,263,387,672,0.0,73
2019-09-03T14:00:00Z,2019-09-03T13:00:00Z,PT60M,13.9,-56,0.0,51,878,412,463,639,846,0.5,62
2019-09-03T15:00:00Z,2019-09-03T14:00:00Z,PT60M,16.0,-43,0.0,58,938,569,628,844,836,1.0,53
2019-09-03T16:00:00Z,2019-09-03T15:00:00Z,PT60M,17.6,-25,0.0,64,963,673,737,978,806,1.2,46
2019-09-03T17:00:00Z,2019-09-03T16:00:00Z,PT60M,18.9,-4,5.6,157,789,582,739,955,744,1.4,42
2019-09-03T18:00:00Z,2019-09-03T17:00:00Z,PT60M,19.8,17,5.4,156,781,562,718,930,749,1.8,44
2019-09-03T19:00:00Z,2019-09-03T18:00:00Z,PT60M,20.2,36,0.2,77,908,591,668,889,808,2.0,49
2019-09-03T20:00:00Z,2019-09-03T19:00:00Z,PT60M,19.9,51,3.0,104,756,401,505,674,779,1.9,58
2019-09-03T21:00:00Z,2019-09-03T20:00:00Z,PT60M,18.8,63,1.2,67,703,263,330,460,736,1.9,68
2019-09-03T22:00:00Z,2019-09-03T21:00:00Z,PT60M,16.0,73,17.8,71,186,40,111,138,191,1.6,80
2019-09-03T23:00:00Z,2019-09-03T22:00:00Z,PT60M,12.7,82,30.0,5,5,0,5,6,5,1.1,92
2019-09-04T00:00:00Z,2019-09-03T23:00:00Z,PT60M,11.4,90,29.0,0,0,0,0,0,0,0.6,104
2019-09-04T01:00:00Z,2019-09-04T00:00:00Z,PT60M,11.2,99,25.8,0,0,0,0,0,0,0.4,117
2019-09-04T02:00:00Z,2019-09-04T01:00:00Z,PT60M,11.0,110,29.4,0,0,0,0,0,0,0.4,129
2019-09-04T03:00:00Z,2019-09-04T02:00:00Z,PT60M,10.9,124,30.6,0,0,0,0,0,0,0.3,140
2019-09-04T04:00:00Z,2019-09-04T03:00:00Z,PT60M,11.0,144,23.6,0,0,0,0,0,0,0.3,149
2019-09-04T05:00:00Z,2019-09-04T04:00:00Z,PT60M,11.2,174,31.5,0,0,0,0,0,0,0.3,153
2019-09-04T06:00:00Z,2019-09-04T05:00:00Z,PT60M,11.4,-155,19.4,0,0,0,0,0,0,0.3,151
2019-09-04T07:00:00Z,2019-09-04T06:00:00Z,PT60M,11.5,-131,31.3,0,0,0,0,0,0,0.3,144
2019-09-04T08:00:00Z,2019-09-04T07:00:00Z,PT60M,11.6,-115,31.3,0,0,0,0,0,0,0.6,133
2019-09-04T09:00:00Z,2019-09-04T08:00:00Z,PT60M,11.9,-103,32.0,0,0,0,0,0,0,0.6,121
2019-09-04T10:00:00Z,2019-09-04T09:00:00Z,PT60M,11.7,-94,29.0,0,0,0,0,0,0,0.5,109
2019-09-04T11:00:00Z,2019-09-04T10:00:00Z,PT60M,11.3,-85,19.8,0,0,0,0,0,0,0.3,97
2019-09-04T12:00:00Z,2019-09-04T11:00:00Z,PT60M,12.1,-77,20.0,30,99,11,41,51,47,0.3,85
2019-09-04T13:00:00Z,2019-09-04T12:00:00Z,PT60M,13.7,-68,26.6,108,240,85,193,233,350,0.4,73
2019-09-04T14:00:00Z,2019-09-04T13:00:00Z,PT60M,15.3,-57,23.2,200,288,144,344,403,476,0.3,62
2019-09-04T15:00:00Z,2019-09-04T14:00:00Z,PT60M,17.3,-43,20.7,257,360,222,478,568,571,0.6,52
2019-09-04T16:00:00Z,2019-09-04T15:00:00Z,PT60M,19.1,-25,20.4,331,332,234,565,650,592,1.0,45
2019-09-04T17:00:00Z,2019-09-04T16:00:00Z,PT60M,20.1,-4,16.4,323,413,307,630,749,633,1.1,42
2019-09-04T18:00:00Z,2019-09-04T17:00:00Z,PT60M,20.7,17,22.5,372,266,194,565,635,576,1.1,43
2019-09-04T19:00:00Z,2019-09-04T18:00:00Z,PT60M,20.8,36,36.2,340,101,67,407,420,424,1.5,49
2019-09-04T20:00:00Z,2019-09-04T19:00:00Z,PT60M,20.0,52,36.5,256,107,62,318,334,355,1.8,58
2019-09-04T21:00:00Z,2019-09-04T20:00:00Z,PT60M,18.7,64,43.3,171,0,0,171,160,171,1.9,68
2019-09-04T22:00:00Z,2019-09-04T21:00:00Z,PT60M,16.6,73,38.7,66,13,2,67,65,70,1.7,80
2019-09-04T23:00:00Z,2019-09-04T22:00:00Z,PT60M,14.4,82,51.5,3,0,0,3,3,3,1.3,92
2019-09-05T00:00:00Z,2019-09-04T23:00:00Z,PT60M,12.7,91,61.1,0,0,0,0,0,0,1.3,104
2019-09-05T01:00:00Z,2019-09-05T00:00:00Z,PT60M,11.6,99,45.1,0,0,0,0,0,0,1.4,117
2019-09-05T02:00:00Z,2019-09-05T01:00:00Z,PT60M,10.6,110,44.5,0,0,0,0,0,0,1.1,129
