PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,Dhi,Dni,Ghi,RelativeHumidity,WindSpeed10m
2020-01-01T00:00:00Z,2019-12-31T23:00:00Z,PT60M,16.4,1.1,10,74,16,78.7,2.2
2020-01-01T01:00:00Z,2020-01-01T00:00:00Z,PT60M,15.2,0.0,0,0,0,86.7,1.9
2020-01-01T02:00:00Z,2020-01-01T01:00:00Z,PT60M,15.0,0.0,0,0,0,87.3,1.3
2020-01-01T03:00:00Z,2020-01-01T02:00:00Z,PT60M,14.9,0.0,0,0,0,87.0,0.6
2020-01-01T04:00:00Z,2020-01-01T03:00:00Z,PT60M,14.7,0.0,0,0,0,86.9,0.7
2020-01-01T05:00:00Z,2020-01-01T04:00:00Z,PT60M,14.4,0.0,0,0,0,87.9,0.8
2020-01-01T06:00:00Z,2020-01-01T05:00:00Z,PT60M,14.5,0.0,0,0,0,88.3,0.9
2020-01-01T07:00:00Z,2020-01-01T06:00:00Z,PT60M,14.7,0.0,0,0,0,87.3,0.9
2020-01-01T08:00:00Z,2020-01-01T07:00:00Z,PT60M,14.7,0.0,0,0,0,87.2,0.8
2020-01-01T09:00:00Z,2020-01-01T08:00:00Z,PT60M,14.7,0.0,0,0,0,86.7,0.8
2020-01-01T10:00:00Z,2020-01-01T09:00:00Z,PT60M,14.4,0.0,0,0,0,86.1,0.6
2020-01-01T11:00:00Z,2020-01-01T10:00:00Z,PT60M,14.9,12.8,55,59,62,81.5,0.4
2020-01-01T12:00:00Z,2020-01-01T11:00:00Z,PT60M,16.5,17.1,148,254,243,74.6,0.7
2020-01-01T13:00:00Z,2020-01-01T12:00:00Z,PT60M,17.6,1.8,123,729,515,71.2,2.2
2020-01-01T14:00:00Z,2020-01-01T13:00:00Z,PT60M,18.0,0.3,126,857,741,70.8,2.6
2020-01-01T15:00:00Z,2020-01-01T14:00:00Z,PT60M,18.2,1.2,154,877,908,71.0,2.4
2020-01-01T16:00:00Z,2020-01-01T15:00:00Z,PT60M,18.5,0.0,131,952,1039,69.9,2.5
2020-01-01T17:00:00Z,2020-01-01T16:00:00Z,PT60M,18.9,0.0,136,960,1092,68.1,2.9
2020-01-01T18:00:00Z,2020-01-01T17:00:00Z,PT60M,19.3,0.0,139,954,1074,66.5,3.3
2020-01-01T19:00:00Z,2020-01-01T18:00:00Z,PT60M,19.3,0.0,136,937,989,66.2,3.5
2020-01-01T20:00:00Z,2020-01-01T19:00:00Z,PT60M,19.0,0.0,126,903,840,67.6,3.6
2020-01-01T21:00:00Z,2020-01-01T20:00:00Z,PT60M,18.5,0.0,110,842,639,70.1,3.4
2020-01-01T22:00:00Z,2020-01-01T21:00:00Z,PT60M,17.9,0.0,87,734,406,72.9,2.8
2020-01-01T23:00:00Z,2020-01-01T22:00:00Z,PT60M,17.2,1.8,58,478,172,76.9,2.2
2020-01-02T00:00:00Z,2020-01-01T23:00:00Z,PT60M,16.2,26.3,11,23,14,83.5,1.7
2020-01-02T01:00:00Z,2020-01-02T00:00:00Z,PT60M,15.4,1.1,0,0,0,88.2,1.3
2020-01-02T02:00:00Z,2020-01-02T01:00:00Z,PT60M,15.1,0.0,0,0,0,88.9,0.8
2020-01-02T03:00:00Z,2020-01-02T02:00:00Z,PT60M,14.9,0.0,0,0,0,89.7,0.4
2020-01-02T04:00:00Z,2020-01-02T03:00:00Z,PT60M,14.8,0.0,0,0,0,90.2,1.4
2020-01-02T05:00:00Z,2020-01-02T04:00:00Z,PT60M,14.9,0.0,0,0,0,89.0,1.5
2020-01-02T06:00:00Z,2020-01-02T05:00:00Z,PT60M,14.8,0.0,0,0,0,88.0,1.3
2020-01-02T07:00:00Z,2020-01-02T06:00:00Z,PT60M,14.6,0.0,0,0,0,88.2,1.0
2020-01-02T08:00:00Z,2020-01-02T07:00:00Z,PT60M,14.1,0.0,0,0,0,89.2,0.8
2020-01-02T09:00:00Z,2020-01-02T08:00:00Z,PT60M,14.0,0.0,0,0,0,88.4,0.6
2020-01-02T10:00:00Z,2020-01-02T09:00:00Z,PT60M,14.1,0.0,0,0,0,86.8,0.4
2020-01-02T11:00:00Z,2020-01-02T10:00:00Z,PT60M,14.8,15.5,54,27,56,84.3,0.2
2020-01-02T12:00:00Z,2020-01-02T11:00:00Z,PT60M,16.2,12.5,125,343,253,77.5,0.5
2020-01-02T13:00:00Z,2020-01-02T12:00:00Z,PT60M,17.2,0.0,107,767,520,71.9,1.4
2020-01-02T14:00:00Z,2020-01-02T13:00:00Z,PT60M,17.9,0.0,122,864,740,69.9,1.9
2020-01-02T15:00:00Z,2020-01-02T14:00:00Z,PT60M,18.4,0.0,128,921,918,68.6,2.1
2020-01-02T16:00:00Z,2020-01-02T15:00:00Z,PT60M,18.8,0.0,120,965,1039,67.2,2.5
2020-01-02T17:00:00Z,2020-01-02T16:00:00Z,PT60M,19.0,0.0,122,975,1091,66.2,2.7
2020-01-02T18:00:00Z,2020-01-02T17:00:00Z,PT60M,19.2,0.0,122,970,1073,65.6,3.1
2020-01-02T19:00:00Z,2020-01-02T18:00:00Z,PT60M,19.4,0.0,118,955,987,65.5,3.4
2020-01-02T20:00:00Z,2020-01-02T19:00:00Z,PT60M,19.3,3.1,148,837,816,65.8,3.3
2020-01-02T21:00:00Z,2020-01-02T20:00:00Z,PT60M,19.2,0.9,107,841,634,66.7,3.2
2020-01-02T22:00:00Z,2020-01-02T21:00:00Z,PT60M,18.8,0.0,77,765,411,69.2,3.2
2020-01-02T23:00:00Z,2020-01-02T22:00:00Z,PT60M,18.0,0.1,50,549,178,74.1,2.9
2020-01-03T00:00:00Z,2020-01-02T23:00:00Z,PT60M,16.8,1.8,10,70,17,81.8,2.2
2020-01-03T01:00:00Z,2020-01-03T00:00:00Z,PT60M,15.8,0.1,0,0,0,87.8,1.3
2020-01-03T02:00:00Z,2020-01-03T01:00:00Z,PT60M,15.7,0.0,0,0,0,87.2,0.4
2020-01-03T03:00:00Z,2020-01-03T02:00:00Z,PT60M,15.9,0.0,0,0,0,84.3,0.4
2020-01-03T04:00:00Z,2020-01-03T03:00:00Z,PT60M,15.8,0.0,0,0,0,84.0,0.9
2020-01-03T05:00:00Z,2020-01-03T04:00:00Z,PT60M,15.3,0.0,0,0,0,85.6,0.5
2020-01-03T06:00:00Z,2020-01-03T05:00:00Z,PT60M,15.2,0.0,0,0,0,84.8,0.2
2020-01-03T07:00:00Z,2020-01-03T06:00:00Z,PT60M,15.1,0.0,0,0,0,83.8,0.8
2020-01-03T08:00:00Z,2020-01-03T07:00:00Z,PT60M,14.7,0.0,0,0,0,84.7,0.9
2020-01-03T09:00:00Z,2020-01-03T08:00:00Z,PT60M,14.5,0.0,0,0,0,85.2,1.0
2020-01-03T10:00:00Z,2020-01-03T09:00:00Z,PT60M,14.3,0.0,0,0,0,85.5,0.9
2020-01-03T11:00:00Z,2020-01-03T10:00:00Z,PT60M,14.9,0.0,33,270,74,82.9,0.5
2020-01-03T12:00:00Z,2020-01-03T11:00:00Z,PT60M,16.5,1.6,85,591,280,76.0,1.2
2020-01-03T13:00:00Z,2020-01-03T12:00:00Z,PT60M,17.9,2.1,111,749,517,69.9,2.4
2020-01-03T14:00:00Z,2020-01-03T13:00:00Z,PT60M,18.6,0.0,105,898,747,67.3,3.1
2020-01-03T15:00:00Z,2020-01-03T14:00:00Z,PT60M,18.6,0.0,112,947,924,68.3,3.1
2020-01-03T16:00:00Z,2020-01-03T15:00:00Z,PT60M,18.5,0.0,117,971,1042,69.1,2.9
2020-01-03T17:00:00Z,2020-01-03T16:00:00Z,PT60M,18.8,0.0,119,981,1095,66.9,3.1
2020-01-03T18:00:00Z,2020-01-03T17:00:00Z,PT60M,19.2,0.0,118,978,1078,65.6,3.2
2020-01-03T19:00:00Z,2020-01-03T18:00:00Z,PT60M,19.2,0.0,110,969,994,65.7,3.4
2020-01-03T20:00:00Z,2020-01-03T19:00:00Z,PT60M,19.0,0.0,102,940,846,66.5,3.7
2020-01-03T21:00:00Z,2020-01-03T20:00:00Z,PT60M,18.5,0.0,90,884,647,69.2,3.7
2020-01-03T22:00:00Z,2020-01-03T21:00:00Z,PT60M,18.0,0.0,74,781,415,72.0,3.6
2020-01-03T23:00:00Z,2020-01-03T22:00:00Z,PT60M,17.4,1.9,52,532,179,74.6,3.1
2020-01-04T00:00:00Z,2020-01-03T23:00:00Z,PT60M,16.3,1.1,10,75,17,81.7,2.4
2020-01-04T01:00:00Z,2020-01-04T00:00:00Z,PT60M,15.3,0.0,0,0,0,87.6,2.0
2020-01-04T02:00:00Z,2020-01-04T01:00:00Z,PT60M,15.2,0.0,0,0,0,86.7,2.1
2020-01-04T03:00:00Z,2020-01-04T02:00:00Z,PT60M,14.9,0.0,0,0,0,86.6,1.8
2020-01-04T04:00:00Z,2020-01-04T03:00:00Z,PT60M,14.4,0.0,0,0,0,87.8,0.6
2020-01-04T05:00:00Z,2020-01-04T04:00:00Z,PT60M,14.5,0.0,0,0,0,86.6,0.3
2020-01-04T06:00:00Z,2020-01-04T05:00:00Z,PT60M,14.7,0.0,0,0,0,85.4,0.2
2020-01-04T07:00:00Z,2020-01-04T06:00:00Z,PT60M,14.6,0.0,0,0,0,85.1,1.0
2020-01-04T08:00:00Z,2020-01-04T07:00:00Z,PT60M,14.3,0.0,0,0,0,85.2,1.0
2020-01-04T09:00:00Z,2020-01-04T08:00:00Z,PT60M,14.0,0.0,0,0,0,85.9,0.8
2020-01-04T10:00:00Z,2020-01-04T09:00:00Z,PT60M,14.1,0.0,0,0,0,85.7,0.5
2020-01-04T11:00:00Z,2020-01-04T10:00:00Z,PT60M,14.7,10.7,49,91,59,82.9,0.2
2020-01-04T12:00:00Z,2020-01-04T11:00:00Z,PT60M,15.8,30.8,189,17,195,79.9,0.6
2020-01-04T13:00:00Z,2020-01-04T12:00:00Z,PT60M,17.1,36.6,321,13,327,75.5,1.7
2020-01-04T14:00:00Z,2020-01-04T13:00:00Z,PT60M,18.4,46.0,399,0,399,69.8,2.8
2020-01-04T15:00:00Z,2020-01-04T14:00:00Z,PT60M,18.8,53.8,424,0,424,68.8,3.5
2020-01-04T16:00:00Z,2020-01-04T15:00:00Z,PT60M,18.7,42.8,548,48,595,69.3,3.3
2020-01-04T17:00:00Z,2020-01-04T16:00:00Z,PT60M,18.8,12.7,385,567,950,67.5,3.3
2020-01-04T18:00:00Z,2020-01-04T17:00:00Z,PT60M,19.0,0.2,130,957,1069,66.0,3.4
2020-01-04T19:00:00Z,2020-01-04T18:00:00Z,PT60M,19.1,0.6,135,927,981,66.1,3.3
2020-01-04T20:00:00Z,2020-01-04T19:00:00Z,PT60M,18.7,0.1,117,909,838,67.4,3.0
2020-01-04T21:00:00Z,2020-01-04T20:00:00Z,PT60M,18.3,0.0,104,848,639,68.8,2.6
2020-01-04T22:00:00Z,2020-01-04T21:00:00Z,PT60M,17.8,0.0,86,734,408,70.7,2.1
2020-01-04T23:00:00Z,2020-01-04T22:00:00Z,PT60M,16.9,2.9,62,454,172,75.3,1.5
2020-01-05T00:00:00Z,2020-01-04T23:00:00Z,PT60M,15.7,1.2,11,58,16,82.5,0.7
2020-01-05T01:00:00Z,2020-01-05T00:00:00Z,PT60M,14.8,0.0,0,0,0,87.6,0.2
2020-01-05T02:00:00Z,2020-01-05T01:00:00Z,PT60M,14.3,0.0,0,0,0,89.5,0.4
2020-01-05T03:00:00Z,2020-01-05T02:00:00Z,PT60M,13.9,0.0,0,0,0,90.5,0.8
2020-01-05T04:00:00Z,2020-01-05T03:00:00Z,PT60M,13.8,0.0,0,0,0,90.5,1.2
2020-01-05T05:00:00Z,2020-01-05T04:00:00Z,PT60M,14.0,0.0,0,0,0,89.5,1.7
2020-01-05T06:00:00Z,2020-01-05T05:00:00Z,PT60M,14.3,0.0,0,0,0,87.9,2.2
2020-01-05T07:00:00Z,2020-01-05T06:00:00Z,PT60M,14.5,0.0,0,0,0,86.3,2.1
2020-01-05T08:00:00Z,2020-01-05T07:00:00Z,PT60M,14.7,0.0,0,0,0,85.3,1.9
2020-01-05T09:00:00Z,2020-01-05T08:00:00Z,PT60M,14.6,0.0,0,0,0,85.3,1.7
2020-01-05T10:00:00Z,2020-01-05T09:00:00Z,PT60M,14.6,0.0,0,0,0,85.1,1.6
2020-01-05T11:00:00Z,2020-01-05T10:00:00Z,PT60M,15.2,21.4,44,16,45,81.8,1.5
2020-01-05T12:00:00Z,2020-01-05T11:00:00Z,PT60M,16.1,39.0,162,0,162,77.1,1.0
2020-01-05T13:00:00Z,2020-01-05T12:00:00Z,PT60M,16.8,45.1,272,0,272,73.6,0.7
2020-01-05T14:00:00Z,2020-01-05T13:00:00Z,PT60M,17.4,67.1,232,0,232,71.5,1.3
2020-01-05T15:00:00Z,2020-01-05T14:00:00Z,PT60M,18.0,63.5,327,0,327,69.6,1.8
2020-01-05T16:00:00Z,2020-01-05T15:00:00Z,PT60M,18.6,53.6,465,0,465,67.3,2.2
2020-01-05T17:00:00Z,2020-01-05T16:00:00Z,PT60M,18.8,35.5,617,63,679,66.5,2.3
2020-01-05T18:00:00Z,2020-01-05T17:00:00Z,PT60M,18.9,30.2,594,131,723,66.1,2.2
2020-01-05T19:00:00Z,2020-01-05T18:00:00Z,PT60M,18.8,10.9,343,561,852,66.4,2.0
2020-01-05T20:00:00Z,2020-01-05T19:00:00Z,PT60M,18.6,24.4,419,244,620,67.7,1.9
2020-01-05T21:00:00Z,2020-01-05T20:00:00Z,PT60M,18.4,52.4,296,0,296,69.0,1.7
2020-01-05T22:00:00Z,2020-01-05T21:00:00Z,PT60M,18.1,55.2,173,0,173,70.5,1.4
2020-01-05T23:00:00Z,2020-01-05T22:00:00Z,PT60M,17.8,40.2,96,0,96,72.0,1.1
2020-01-06T00:00:00Z,2020-01-05T23:00:00Z,PT60M,17.2,5.8,11,14,13,75.7,0.8
2020-01-06T01:00:00Z,2020-01-06T00:00:00Z,PT60M,16.8,0.0,0,0,0,79.1,0.2
2020-01-06T02:00:00Z,2020-01-06T01:00:00Z,PT60M,16.7,0.0,0,0,0,79.5,0.3
2020-01-06T03:00:00Z,2020-01-06T02:00:00Z,PT60M,16.6,0.0,0,0,0,79.5,0.0
2020-01-06T04:00:00Z,2020-01-06T03:00:00Z,PT60M,16.3,0.0,0,0,0,80.6,0.2
2020-01-06T05:00:00Z,2020-01-06T04:00:00Z,PT60M,16.0,0.0,0,0,0,81.5,0.8
2020-01-06T06:00:00Z,2020-01-06T05:00:00Z,PT60M,15.6,0.0,0,0,0,82.5,0.7
2020-01-06T07:00:00Z,2020-01-06T06:00:00Z,PT60M,15.2,0.0,0,0,0,83.5,0.2
2020-01-06T08:00:00Z,2020-01-06T07:00:00Z,PT60M,15.1,0.0,0,0,0,84.0,0.4
2020-01-06T09:00:00Z,2020-01-06T08:00:00Z,PT60M,15.4,0.0,0,0,0,83.3,1.3
2020-01-06T10:00:00Z,2020-01-06T09:00:00Z,PT60M,16.0,0.0,0,0,0,82.1,1.7
2020-01-06T11:00:00Z,2020-01-06T10:00:00Z,PT60M,16.4,18.2,44,12,45,80.1,1.3
2020-01-06T12:00:00Z,2020-01-06T11:00:00Z,PT60M,17.3,49.2,125,0,125,76.7,0.8
2020-01-06T13:00:00Z,2020-01-06T12:00:00Z,PT60M,18.0,58.2,204,0,204,74.4,1.5
2020-01-06T14:00:00Z,2020-01-06T13:00:00Z,PT60M,18.0,67.6,230,0,230,75.2,1.9
2020-01-06T15:00:00Z,2020-01-06T14:00:00Z,PT60M,17.8,59.1,365,0,365,77.3,1.6
2020-01-06T16:00:00Z,2020-01-06T15:00:00Z,PT60M,18.1,42.7,505,74,578,76.1,1.4
2020-01-06T17:00:00Z,2020-01-06T16:00:00Z,PT60M,19.0,1.1,198,856,1049,71.3,1.9
2020-01-06T18:00:00Z,2020-01-06T17:00:00Z,PT60M,19.7,3.5,239,785,1010,67.9,2.6
2020-01-06T19:00:00Z,2020-01-06T18:00:00Z,PT60M,19.7,30.4,521,166,673,68.5,2.7
2020-01-06T20:00:00Z,2020-01-06T19:00:00Z,PT60M,19.3,0.9,154,832,814,70.6,2.3
2020-01-06T21:00:00Z,2020-01-06T20:00:00Z,PT60M,19.0,0.3,129,781,623,72.4,1.8
2020-01-06T22:00:00Z,2020-01-06T21:00:00Z,PT60M,18.7,0.0,99,677,398,73.7,1.3
2020-01-06T23:00:00Z,2020-01-06T22:00:00Z,PT60M,18.3,0.0,61,457,170,75.0,0.8
2020-01-07T00:00:00Z,2020-01-06T23:00:00Z,PT60M,17.7,0.0,10,65,17,79.0,0.8
2020-01-07T01:00:00Z,2020-01-07T00:00:00Z,PT60M,17.1,0.0,0,0,0,82.5,1.2
2020-01-07T02:00:00Z,2020-01-07T01:00:00Z,PT60M,17.2,0.0,0,0,0,81.9,1.4
2020-01-07T03:00:00Z,2020-01-07T02:00:00Z,PT60M,17.1,0.0,0,0,0,81.3,1.3
2020-01-07T04:00:00Z,2020-01-07T03:00:00Z,PT60M,16.7,0.0,0,0,0,82.2,0.9
2020-01-07T05:00:00Z,2020-01-07T04:00:00Z,PT60M,16.2,0.0,0,0,0,83.7,0.4
2020-01-07T06:00:00Z,2020-01-07T05:00:00Z,PT60M,15.9,0.0,0,0,0,83.4,0.2
2020-01-07T07:00:00Z,2020-01-07T06:00:00Z,PT60M,15.8,0.0,0,0,0,81.4,0.3
2020-01-07T08:00:00Z,2020-01-07T07:00:00Z,PT60M,15.5,0.0,0,0,0,81.4,0.5
2020-01-07T09:00:00Z,2020-01-07T08:00:00Z,PT60M,15.2,0.0,0,0,0,82.6,0.5
2020-01-07T10:00:00Z,2020-01-07T09:00:00Z,PT60M,15.1,0.0,0,0,0,83.3,0.5
2020-01-07T11:00:00Z,2020-01-07T10:00:00Z,PT60M,16.5,0.0,31,230,65,78.6,0.4
2020-01-07T12:00:00Z,2020-01-07T11:00:00Z,PT60M,18.5,0.0,75,597,271,69.7,0.7
2020-01-07T13:00:00Z,2020-01-07T12:00:00Z,PT60M,19.4,0.0,99,774,508,64.5,1.8
2020-01-07T14:00:00Z,2020-01-07T13:00:00Z,PT60M,19.8,0.0,114,864,726,62.8,2.2
2020-01-07T15:00:00Z,2020-01-07T14:00:00Z,PT60M,20.0,0.0,126,910,901,63.1,2.2
2020-01-07T16:00:00Z,2020-01-07T15:00:00Z,PT60M,20.1,0.0,136,928,1017,64.0,2.2
2020-01-07T17:00:00Z,2020-01-07T16:00:00Z,PT60M,20.2,0.0,140,936,1070,64.2,2.5
2020-01-07T18:00:00Z,2020-01-07T17:00:00Z,PT60M,20.4,1.2,163,895,1043,64.1,3.2
2020-01-07T19:00:00Z,2020-01-07T18:00:00Z,PT60M,20.3,25.1,376,381,734,65.1,3.3
2020-01-07T20:00:00Z,2020-01-07T19:00:00Z,PT60M,19.9,33.2,450,127,549,66.9,2.7
2020-01-07T21:00:00Z,2020-01-07T20:00:00Z,PT60M,19.6,17.6,298,349,518,67.8,2.4
2020-01-07T22:00:00Z,2020-01-07T21:00:00Z,PT60M,19.4,10.2,169,450,356,68.6,2.1
2020-01-07T23:00:00Z,2020-01-07T22:00:00Z,PT60M,18.8,0.7,59,476,173,71.7,1.8
2020-01-08T00:00:00Z,2020-01-07T23:00:00Z,PT60M,17.9,1.1,11,56,17,77.5,1.5
2020-01-08T01:00:00Z,2020-01-08T00:00:00Z,PT60M,17.3,0.0,0,0,0,81.8,1.1
2020-01-08T02:00:00Z,2020-01-08T01:00:00Z,PT60M,17.0,0.0,0,0,0,82.7,0.7
2020-01-08T03:00:00Z,2020-01-08T02:00:00Z,PT60M,16.8,0.0,0,0,0,83.8,1.2
2020-01-08T04:00:00Z,2020-01-08T03:00:00Z,PT60M,16.3,0.0,0,0,0,87.1,1.3
2020-01-08T05:00:00Z,2020-01-08T04:00:00Z,PT60M,15.9,0.0,0,0,0,89.3,0.3
2020-01-08T06:00:00Z,2020-01-08T05:00:00Z,PT60M,15.9,0.0,0,0,0,87.5,0.4
2020-01-08T07:00:00Z,2020-01-08T06:00:00Z,PT60M,15.6,0.0,0,0,0,85.9,0.8
2020-01-08T08:00:00Z,2020-01-08T07:00:00Z,PT60M,15.1,0.0,0,0,0,86.4,1.1
2020-01-08T09:00:00Z,2020-01-08T08:00:00Z,PT60M,14.7,0.0,0,0,0,87.0,1.2
2020-01-08T10:00:00Z,2020-01-08T09:00:00Z,PT60M,14.5,0.0,0,0,0,87.5,1.1
2020-01-08T11:00:00Z,2020-01-08T10:00:00Z,PT60M,15.5,22.6,42,14,43,84.0,1.1
2020-01-08T12:00:00Z,2020-01-08T11:00:00Z,PT60M,16.9,37.7,169,0,169,77.8,1.6
2020-01-08T13:00:00Z,2020-01-08T12:00:00Z,PT60M,18.0,35.8,325,3,327,71.6,2.6
2020-01-08T14:00:00Z,2020-01-08T13:00:00Z,PT60M,18.8,42.9,416,0,416,68.2,3.5
2020-01-08T15:00:00Z,2020-01-08T14:00:00Z,PT60M,18.8,34.4,545,59,598,69.6,3.7
2020-01-08T16:00:00Z,2020-01-08T15:00:00Z,PT60M,18.5,6.4,232,770,968,71.6,3.1
2020-01-08T17:00:00Z,2020-01-08T16:00:00Z,PT60M,18.6,0.7,135,950,1080,70.6,3.1
2020-01-08T18:00:00Z,2020-01-08T17:00:00Z,PT60M,19.2,0.7,135,947,1065,66.8,3.4
2020-01-08T19:00:00Z,2020-01-08T18:00:00Z,PT60M,19.6,0.5,125,942,986,64.7,3.6
2020-01-08T20:00:00Z,2020-01-08T19:00:00Z,PT60M,19.4,0.9,125,896,838,66.7,3.7
2020-01-08T21:00:00Z,2020-01-08T20:00:00Z,PT60M,19.1,1.2,114,831,640,68.4,3.3
2020-01-08T22:00:00Z,2020-01-08T21:00:00Z,PT60M,18.9,0.0,79,766,418,69.3,3.1
2020-01-08T23:00:00Z,2020-01-08T22:00:00Z,PT60M,18.5,1.8,55,518,181,72.3,2.8
2020-01-09T00:00:00Z,2020-01-08T23:00:00Z,PT60M,17.3,1.1,11,74,18,78.6,2.2
2020-01-09T01:00:00Z,2020-01-09T00:00:00Z,PT60M,16.5,0.0,0,0,0,82.5,1.9
2020-01-09T02:00:00Z,2020-01-09T01:00:00Z,PT60M,16.4,0.0,0,0,0,82.0,2.1
2020-01-09T03:00:00Z,2020-01-09T02:00:00Z,PT60M,16.2,0.0,0,0,0,82.4,2.2
2020-01-09T04:00:00Z,2020-01-09T03:00:00Z,PT60M,15.9,0.0,0,0,0,82.9,2.2
2020-01-09T05:00:00Z,2020-01-09T04:00:00Z,PT60M,15.6,0.0,0,0,0,83.8,1.6
2020-01-09T06:00:00Z,2020-01-09T05:00:00Z,PT60M,15.5,0.0,0,0,0,83.5,0.8
2020-01-09T07:00:00Z,2020-01-09T06:00:00Z,PT60M,15.3,0.0,0,0,0,82.7,0.7
2020-01-09T08:00:00Z,2020-01-09T07:00:00Z,PT60M,15.1,0.0,0,0,0,82.6,0.5
2020-01-09T09:00:00Z,2020-01-09T08:00:00Z,PT60M,14.9,0.0,0,0,0,82.9,0.4
2020-01-09T10:00:00Z,2020-01-09T09:00:00Z,PT60M,14.6,0.0,0,0,0,83.5,0.2
2020-01-09T11:00:00Z,2020-01-09T10:00:00Z,PT60M,15.7,15.0,45,46,49,77.8,0.3
2020-01-09T12:00:00Z,2020-01-09T11:00:00Z,PT60M,17.9,22.1,147,194,220,67.7,1.0
2020-01-09T13:00:00Z,2020-01-09T12:00:00Z,PT60M,19.3,0.2,99,784,511,62.0,2.4
2020-01-09T14:00:00Z,2020-01-09T13:00:00Z,PT60M,20.0,0.0,117,874,733,62.0,3.4
2020-01-09T15:00:00Z,2020-01-09T14:00:00Z,PT60M,20.0,0.0,130,919,912,64.4,3.8
2020-01-09T16:00:00Z,2020-01-09T15:00:00Z,PT60M,19.8,0.0,130,954,1036,66.2,3.9
2020-01-09T17:00:00Z,2020-01-09T16:00:00Z,PT60M,20.0,0.0,133,965,1092,65.7,4.1
2020-01-09T18:00:00Z,2020-01-09T17:00:00Z,PT60M,20.0,0.0,130,966,1079,64.6,4.2
2020-01-09T19:00:00Z,2020-01-09T18:00:00Z,PT60M,19.8,0.0,115,967,999,64.6,3.9
2020-01-09T20:00:00Z,2020-01-09T19:00:00Z,PT60M,19.7,0.0,107,937,853,64.4,3.6
2020-01-09T21:00:00Z,2020-01-09T20:00:00Z,PT60M,19.5,0.0,96,876,653,64.9,3.5
2020-01-09T22:00:00Z,2020-01-09T21:00:00Z,PT60M,19.2,0.3,81,763,419,66.7,3.4
2020-01-09T23:00:00Z,2020-01-09T22:00:00Z,PT60M,18.8,0.9,53,545,184,70.0,3.3
2020-01-10T00:00:00Z,2020-01-09T23:00:00Z,PT60M,17.4,25.5,12,38,16,78.2,3.0
2020-01-10T01:00:00Z,2020-01-10T00:00:00Z,PT60M,16.2,1.1,0,0,0,84.2,2.5
2020-01-10T02:00:00Z,2020-01-10T01:00:00Z,PT60M,16.3,0.0,0,0,0,81.7,2.2
2020-01-10T03:00:00Z,2020-01-10T02:00:00Z,PT60M,16.4,0.0,0,0,0,79.3,2.1
2020-01-10T04:00:00Z,2020-01-10T03:00:00Z,PT60M,16.2,0.0,0,0,0,79.0,1.9
2020-01-10T05:00:00Z,2020-01-10T04:00:00Z,PT60M,15.9,0.0,0,0,0,80.0,1.6
2020-01-10T06:00:00Z,2020-01-10T05:00:00Z,PT60M,15.8,0.0,0,0,0,82.4,1.2
2020-01-10T07:00:00Z,2020-01-10T06:00:00Z,PT60M,15.7,0.0,0,0,0,84.1,0.7
2020-01-10T08:00:00Z,2020-01-10T07:00:00Z,PT60M,15.7,0.0,0,0,0,84.5,0.6
2020-01-10T09:00:00Z,2020-01-10T08:00:00Z,PT60M,15.7,0.3,0,0,0,84.4,0.6
2020-01-10T10:00:00Z,2020-01-10T09:00:00Z,PT60M,15.6,32.4,0,0,0,84.0,0.5
2020-01-10T11:00:00Z,2020-01-10T10:00:00Z,PT60M,16.2,41.4,34,0,34,80.9,0.2
2020-01-10T12:00:00Z,2020-01-10T11:00:00Z,PT60M,17.5,24.1,164,109,202,74.9,0.9
2020-01-10T13:00:00Z,2020-01-10T12:00:00Z,PT60M,18.5,32.1,305,67,336,71.3,2.1
2020-01-10T14:00:00Z,2020-01-10T13:00:00Z,PT60M,19.1,24.7,392,210,547,69.5,2.5
2020-01-10T15:00:00Z,2020-01-10T14:00:00Z,PT60M,19.8,9.7,307,598,814,66.9,3.2
2020-01-10T16:00:00Z,2020-01-10T15:00:00Z,PT60M,20.3,7.9,300,678,946,64.7,3.9
2020-01-10T17:00:00Z,2020-01-10T16:00:00Z,PT60M,20.6,0.0,148,943,1084,63.4,4.0
2020-01-10T18:00:00Z,2020-01-10T17:00:00Z,PT60M,21.2,0.0,149,941,1072,61.2,4.3
2020-01-10T19:00:00Z,2020-01-10T18:00:00Z,PT60M,21.4,0.0,146,922,990,60.3,4.7
2020-01-10T20:00:00Z,2020-01-10T19:00:00Z,PT60M,20.9,0.1,133,891,843,62.8,4.5
2020-01-10T21:00:00Z,2020-01-10T20:00:00Z,PT60M,20.2,1.9,141,778,633,66.0,3.7
2020-01-10T22:00:00Z,2020-01-10T21:00:00Z,PT60M,19.8,0.1,92,725,414,67.9,3.5
2020-01-10T23:00:00Z,2020-01-10T22:00:00Z,PT60M,19.3,20.4,83,246,153,70.1,3.4
2020-01-11T00:00:00Z,2020-01-10T23:00:00Z,PT60M,18.1,12.9,13,8,14,77.0,3.0
2020-01-11T01:00:00Z,2020-01-11T00:00:00Z,PT60M,17.1,10.3,0,0,0,81.0,2.6
2020-01-11T02:00:00Z,2020-01-11T01:00:00Z,PT60M,17.1,26.1,0,0,0,77.7,2.4
2020-01-11T03:00:00Z,2020-01-11T02:00:00Z,PT60M,17.2,29.6,0,0,0,75.5,2.2
