PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,Dhi,Dni,Ghi,RelativeHumidity,WindSpeed10m
2020-08-13T01:00:00Z,2020-08-13T00:00:00Z,PT60M,10.0,14.9,0,0,0,82.9,2.7
2020-08-13T02:00:00Z,2020-08-13T01:00:00Z,PT60M,9.8,41.2,0,0,0,82.9,3.0
2020-08-13T03:00:00Z,2020-08-13T02:00:00Z,PT60M,9.5,38.9,0,0,0,83.2,2.5
2020-08-13T04:00:00Z,2020-08-13T03:00:00Z,PT60M,9.2,37.9,0,0,0,83.7,1.9
2020-08-13T05:00:00Z,2020-08-13T04:00:00Z,PT60M,9.1,45.8,0,0,0,83.3,1.6
2020-08-13T06:00:00Z,2020-08-13T05:00:00Z,PT60M,9.0,39.3,0,0,0,82.5,2.0
2020-08-13T07:00:00Z,2020-08-13T06:00:00Z,PT60M,8.7,35.5,0,0,0,82.9,2.5
2020-08-13T08:00:00Z,2020-08-13T07:00:00Z,PT60M,8.4,37.2,0,0,0,84.1,1.8
2020-08-13T09:00:00Z,2020-08-13T08:00:00Z,PT60M,8.4,33.0,0,0,0,85.0,0.6
2020-08-13T10:00:00Z,2020-08-13T09:00:00Z,PT60M,8.3,36.5,0,0,0,83.9,0.2
2020-08-13T11:00:00Z,2020-08-13T10:00:00Z,PT60M,8.0,11.7,0,0,0,81.9,0.1
2020-08-13T12:00:00Z,2020-08-13T11:00:00Z,PT60M,9.7,2.2,22,121,35,72.3,0.9
2020-08-13T13:00:00Z,2020-08-13T12:00:00Z,PT60M,12.2,12.0,102,315,196,62.7,1.7
2020-08-13T14:00:00Z,2020-08-13T13:00:00Z,PT60M,13.0,0.5,82,743,426,60.6,2.4
2020-08-13T15:00:00Z,2020-08-13T14:00:00Z,PT60M,13.6,11.3,165,600,543,60.6,3.1
2020-08-13T16:00:00Z,2020-08-13T15:00:00Z,PT60M,13.7,0.0,91,891,727,62.6,3.6
2020-08-13T17:00:00Z,2020-08-13T16:00:00Z,PT60M,13.5,9.3,223,638,707,65.6,3.8
2020-08-13T18:00:00Z,2020-08-13T17:00:00Z,PT60M,13.2,53.3,345,16,357,67.2,3.7
2020-08-13T19:00:00Z,2020-08-13T18:00:00Z,PT60M,12.9,65.1,236,0,236,68.7,3.6
2020-08-13T20:00:00Z,2020-08-13T19:00:00Z,PT60M,12.7,58.9,216,0,216,69.0,3.4
2020-08-13T21:00:00Z,2020-08-13T20:00:00Z,PT60M,12.4,38.3,206,0,206,69.7,3.4
2020-08-13T22:00:00Z,2020-08-13T21:00:00Z,PT60M,11.7,27.4,89,9,90,74.2,3.3
2020-08-13T23:00:00Z,2020-08-13T22:00:00Z,PT60M,10.0,53.0,3,1,3,82.3,2.6
2020-08-14T00:00:00Z,2020-08-13T23:00:00Z,PT60M,8.9,51.7,0,0,0,86.2,2.2
2020-08-14T01:00:00Z,2020-08-14T00:00:00Z,PT60M,8.9,53.8,0,0,0,83.9,2.4
2020-08-14T02:00:00Z,2020-08-14T01:00:00Z,PT60M,8.7,49.7,0,0,0,83.8,2.7
2020-08-14T03:00:00Z,2020-08-14T02:00:00Z,PT60M,8.3,48.9,0,0,0,85.0,2.3
2020-08-14T04:00:00Z,2020-08-14T03:00:00Z,PT60M,8.0,44.0,0,0,0,86.1,1.3
2020-08-14T05:00:00Z,2020-08-14T04:00:00Z,PT60M,7.7,42.2,0,0,0,87.0,0.5
2020-08-14T06:00:00Z,2020-08-14T05:00:00Z,PT60M,7.4,42.4,0,0,0,87.4,0.6
2020-08-14T07:00:00Z,2020-08-14T06:00:00Z,PT60M,7.1,42.7,0,0,0,87.2,0.6
2020-08-14T08:00:00Z,2020-08-14T07:00:00Z,PT60M,7.0,48.7,0,0,0,86.7,0.3
2020-08-14T09:00:00Z,2020-08-14T08:00:00Z,PT60M,6.9,43.5,0,0,0,84.7,0.5
2020-08-14T10:00:00Z,2020-08-14T09:00:00Z,PT60M,7.1,7.0,0,0,0,81.1,0.8
2020-08-14T11:00:00Z,2020-08-14T10:00:00Z,PT60M,7.2,28.6,0,0,0,78.0,1.6
2020-08-14T12:00:00Z,2020-08-14T11:00:00Z,PT60M,9.5,0.2,18,195,42,66.7,2.2
2020-08-14T13:00:00Z,2020-08-14T12:00:00Z,PT60M,12.3,0.0,55,622,230,55.8,2.7
2020-08-14T14:00:00Z,2020-08-14T13:00:00Z,PT60M,13.3,0.0,74,787,441,52.8,2.9
2020-08-14T15:00:00Z,2020-08-14T14:00:00Z,PT60M,13.8,0.0,83,870,619,53.5,3.0
2020-08-14T16:00:00Z,2020-08-14T15:00:00Z,PT60M,13.8,0.0,80,923,742,56.8,3.0
2020-08-14T17:00:00Z,2020-08-14T16:00:00Z,PT60M,13.5,0.0,81,937,796,59.5,2.8
2020-08-14T18:00:00Z,2020-08-14T17:00:00Z,PT60M,13.8,0.0,82,929,779,59.9,3.3
2020-08-14T19:00:00Z,2020-08-14T18:00:00Z,PT60M,14.0,0.0,80,902,692,61.4,3.8
2020-08-14T20:00:00Z,2020-08-14T19:00:00Z,PT60M,13.4,0.9,83,822,538,65.1,3.6
2020-08-14T21:00:00Z,2020-08-14T20:00:00Z,PT60M,13.0,0.6,65,730,347,67.7,3.2
2020-08-14T22:00:00Z,2020-08-14T21:00:00Z,PT60M,12.4,0.2,38,510,137,70.6,3.0
2020-08-14T23:00:00Z,2020-08-14T22:00:00Z,PT60M,10.9,1.2,3,29,6,76.9,2.8
2020-08-15T00:00:00Z,2020-08-14T23:00:00Z,PT60M,9.7,2.6,0,0,0,81.0,3.1
2020-08-15T01:00:00Z,2020-08-15T00:00:00Z,PT60M,9.6,1.4,0,0,0,80.1,3.2
2020-08-15T02:00:00Z,2020-08-15T01:00:00Z,PT60M,9.4,10.9,0,0,0,79.1,2.7
2020-08-15T03:00:00Z,2020-08-15T02:00:00Z,PT60M,9.2,1.8,0,0,0,78.5,2.1
2020-08-15T04:00:00Z,2020-08-15T03:00:00Z,PT60M,9.0,0.8,0,0,0,78.4,1.8
2020-08-15T05:00:00Z,2020-08-15T04:00:00Z,PT60M,8.7,0.0,0,0,0,78.8,1.6
2020-08-15T06:00:00Z,2020-08-15T05:00:00Z,PT60M,8.3,20.7,0,0,0,79.6,1.4
2020-08-15T07:00:00Z,2020-08-15T06:00:00Z,PT60M,8.1,33.9,0,0,0,80.8,1.3
2020-08-15T08:00:00Z,2020-08-15T07:00:00Z,PT60M,8.0,25.5,0,0,0,80.9,0.9
2020-08-15T09:00:00Z,2020-08-15T08:00:00Z,PT60M,7.9,26.3,0,0,0,79.8,0.8
2020-08-15T10:00:00Z,2020-08-15T09:00:00Z,PT60M,7.7,29.3,0,0,0,79.3,0.9
2020-08-15T11:00:00Z,2020-08-15T10:00:00Z,PT60M,7.5,18.3,0,0,0,79.0,1.0
2020-08-15T12:00:00Z,2020-08-15T11:00:00Z,PT60M,9.6,1.0,20,191,43,68.8,1.7
2020-08-15T13:00:00Z,2020-08-15T12:00:00Z,PT60M,12.4,0.2,55,622,233,57.3,2.3
2020-08-15T14:00:00Z,2020-08-15T13:00:00Z,PT60M,13.4,0.0,74,786,444,54.8,2.7
2020-08-15T15:00:00Z,2020-08-15T14:00:00Z,PT60M,14.0,0.6,93,845,617,55.7,3.2
2020-08-15T16:00:00Z,2020-08-15T15:00:00Z,PT60M,14.3,1.0,105,874,735,57.5,3.4
2020-08-15T17:00:00Z,2020-08-15T16:00:00Z,PT60M,14.1,1.0,111,883,788,60.1,3.6
2020-08-15T18:00:00Z,2020-08-15T17:00:00Z,PT60M,13.9,1.8,125,849,765,62.3,3.5
2020-08-15T19:00:00Z,2020-08-15T18:00:00Z,PT60M,13.5,2.8,136,785,672,64.2,3.1
2020-08-15T20:00:00Z,2020-08-15T19:00:00Z,PT60M,13.1,18.3,221,387,449,65.5,2.7
2020-08-15T21:00:00Z,2020-08-15T20:00:00Z,PT60M,12.6,34.8,215,28,227,66.6,2.5
2020-08-15T22:00:00Z,2020-08-15T21:00:00Z,PT60M,11.8,29.9,90,0,90,70.7,2.3
2020-08-15T23:00:00Z,2020-08-15T22:00:00Z,PT60M,9.9,50.4,4,0,4,79.9,1.6
2020-08-16T00:00:00Z,2020-08-15T23:00:00Z,PT60M,8.7,31.3,0,0,0,85.3,1.8
2020-08-16T01:00:00Z,2020-08-16T00:00:00Z,PT60M,8.5,30.2,0,0,0,85.5,2.1
2020-08-16T02:00:00Z,2020-08-16T01:00:00Z,PT60M,8.4,37.2,0,0,0,84.6,1.6
2020-08-16T03:00:00Z,2020-08-16T02:00:00Z,PT60M,8.3,37.6,0,0,0,82.8,1.6
2020-08-16T04:00:00Z,2020-08-16T03:00:00Z,PT60M,8.0,38.5,0,0,0,82.2,1.5
2020-08-16T05:00:00Z,2020-08-16T04:00:00Z,PT60M,7.7,37.8,0,0,0,81.8,0.9
2020-08-16T06:00:00Z,2020-08-16T05:00:00Z,PT60M,7.6,36.5,0,0,0,82.5,1.1
2020-08-16T07:00:00Z,2020-08-16T06:00:00Z,PT60M,7.5,37.0,0,0,0,83.6,1.6
2020-08-16T08:00:00Z,2020-08-16T07:00:00Z,PT60M,7.3,35.3,0,0,0,83.3,1.8
2020-08-16T09:00:00Z,2020-08-16T08:00:00Z,PT60M,7.1,39.2,0,0,0,83.2,1.9
2020-08-16T10:00:00Z,2020-08-16T09:00:00Z,PT60M,6.9,38.0,0,0,0,82.7,1.7
2020-08-16T11:00:00Z,2020-08-16T10:00:00Z,PT60M,6.9,13.1,0,0,0,80.3,1.6
2020-08-16T12:00:00Z,2020-08-16T11:00:00Z,PT60M,9.3,2.4,25,126,40,66.8,1.9
2020-08-16T13:00:00Z,2020-08-16T12:00:00Z,PT60M,12.1,17.9,133,196,189,55.4,2.5
2020-08-16T14:00:00Z,2020-08-16T13:00:00Z,PT60M,13.0,16.5,202,353,374,54.2,3.1
2020-08-16T15:00:00Z,2020-08-16T14:00:00Z,PT60M,13.7,13.0,183,569,549,55.1,3.4
2020-08-16T16:00:00Z,2020-08-16T15:00:00Z,PT60M,14.2,0.2,100,892,746,55.9,3.6
2020-08-16T17:00:00Z,2020-08-16T16:00:00Z,PT60M,14.2,3.4,155,804,774,58.5,4.1
2020-08-16T18:00:00Z,2020-08-16T17:00:00Z,PT60M,14.0,0.8,117,871,776,61.1,3.9
2020-08-16T19:00:00Z,2020-08-16T18:00:00Z,PT60M,13.8,2.2,132,798,679,62.1,3.3
2020-08-16T20:00:00Z,2020-08-16T19:00:00Z,PT60M,13.2,1.8,112,756,534,64.0,2.8
2020-08-16T21:00:00Z,2020-08-16T20:00:00Z,PT60M,12.7,1.2,82,670,344,65.8,2.4
2020-08-16T22:00:00Z,2020-08-16T21:00:00Z,PT60M,12.0,1.1,47,443,135,70.0,2.1
2020-08-16T23:00:00Z,2020-08-16T22:00:00Z,PT60M,10.1,5.3,4,25,6,79.4,1.6
2020-08-17T00:00:00Z,2020-08-16T23:00:00Z,PT60M,8.9,37.0,0,0,0,84.6,1.8
2020-08-17T01:00:00Z,2020-08-17T00:00:00Z,PT60M,8.9,42.9,0,0,0,83.5,2.1
2020-08-17T02:00:00Z,2020-08-17T01:00:00Z,PT60M,8.8,45.4,0,0,0,82.8,2.1
2020-08-17T03:00:00Z,2020-08-17T02:00:00Z,PT60M,8.5,46.2,0,0,0,82.2,1.9
2020-08-17T04:00:00Z,2020-08-17T03:00:00Z,PT60M,8.2,42.5,0,0,0,82.1,1.5
2020-08-17T05:00:00Z,2020-08-17T04:00:00Z,PT60M,7.9,42.7,0,0,0,82.5,1.0
2020-08-17T06:00:00Z,2020-08-17T05:00:00Z,PT60M,7.7,42.8,0,0,0,83.6,1.1
2020-08-17T07:00:00Z,2020-08-17T06:00:00Z,PT60M,7.4,45.8,0,0,0,84.9,1.2
2020-08-17T08:00:00Z,2020-08-17T07:00:00Z,PT60M,7.2,45.1,0,0,0,85.4,1.1
2020-08-17T09:00:00Z,2020-08-17T08:00:00Z,PT60M,6.9,43.0,0,0,0,85.7,0.9
2020-08-17T10:00:00Z,2020-08-17T09:00:00Z,PT60M,6.8,38.5,0,0,0,83.7,0.8
2020-08-17T11:00:00Z,2020-08-17T10:00:00Z,PT60M,6.8,26.3,0,0,0,81.0,1.2
2020-08-17T12:00:00Z,2020-08-17T11:00:00Z,PT60M,8.9,8.2,30,48,34,70.6,1.4
2020-08-17T13:00:00Z,2020-08-17T12:00:00Z,PT60M,11.4,35.0,140,15,143,61.4,1.8
2020-08-17T14:00:00Z,2020-08-17T13:00:00Z,PT60M,12.1,47.7,230,0,230,60.9,2.5
2020-08-17T15:00:00Z,2020-08-17T14:00:00Z,PT60M,12.8,46.7,316,26,334,61.2,2.8
2020-08-17T16:00:00Z,2020-08-17T15:00:00Z,PT60M,13.0,20.3,367,308,592,62.0,3.1
2020-08-17T17:00:00Z,2020-08-17T16:00:00Z,PT60M,12.9,22.3,416,261,618,64.4,3.4
2020-08-17T18:00:00Z,2020-08-17T17:00:00Z,PT60M,12.8,31.0,472,85,537,65.9,3.5
2020-08-17T19:00:00Z,2020-08-17T18:00:00Z,PT60M,12.5,28.5,416,109,489,66.8,3.0
2020-08-17T20:00:00Z,2020-08-17T19:00:00Z,PT60M,12.0,21.1,300,214,420,68.3,2.4
2020-08-17T21:00:00Z,2020-08-17T20:00:00Z,PT60M,11.5,18.1,195,203,274,69.4,2.2
2020-08-17T22:00:00Z,2020-08-17T21:00:00Z,PT60M,11.0,14.3,85,113,106,72.5,2.2
2020-08-17T23:00:00Z,2020-08-17T22:00:00Z,PT60M,9.5,33.4,4,6,5,80.1,2.0
2020-08-18T00:00:00Z,2020-08-17T23:00:00Z,PT60M,8.3,42.5,0,0,0,85.3,2.1
2020-08-18T01:00:00Z,2020-08-18T00:00:00Z,PT60M,8.3,46.1,0,0,0,85.1,2.2
2020-08-18T02:00:00Z,2020-08-18T01:00:00Z,PT60M,8.1,45.2,0,0,0,84.1,2.0
2020-08-18T03:00:00Z,2020-08-18T02:00:00Z,PT60M,8.0,52.3,0,0,0,83.8,2.0
2020-08-18T04:00:00Z,2020-08-18T03:00:00Z,PT60M,7.7,48.3,0,0,0,84.9,1.4
2020-08-18T05:00:00Z,2020-08-18T04:00:00Z,PT60M,7.4,47.0,0,0,0,85.9,0.5
2020-08-18T06:00:00Z,2020-08-18T05:00:00Z,PT60M,7.7,46.2,0,0,0,86.9,0.1
2020-08-18T07:00:00Z,2020-08-18T06:00:00Z,PT60M,8.1,45.7,0,0,0,87.9,0.2
2020-08-18T08:00:00Z,2020-08-18T07:00:00Z,PT60M,8.2,51.3,0,0,0,87.9,0.3
2020-08-18T09:00:00Z,2020-08-18T08:00:00Z,PT60M,8.3,49.0,0,0,0,87.1,0.3
2020-08-18T10:00:00Z,2020-08-18T09:00:00Z,PT60M,8.4,44.2,0,0,0,85.1,0.3
2020-08-18T11:00:00Z,2020-08-18T10:00:00Z,PT60M,8.1,20.9,0,0,0,83.1,0.5
2020-08-18T12:00:00Z,2020-08-18T11:00:00Z,PT60M,8.9,8.8,31,61,38,75.5,0.7
2020-08-18T13:00:00Z,2020-08-18T12:00:00Z,PT60M,10.5,18.9,137,151,186,66.8,1.5
2020-08-18T14:00:00Z,2020-08-18T13:00:00Z,PT60M,11.4,12.3,189,401,387,63.2,2.2
2020-08-18T15:00:00Z,2020-08-18T14:00:00Z,PT60M,12.1,38.6,365,23,380,62.5,2.8
2020-08-18T16:00:00Z,2020-08-18T15:00:00Z,PT60M,12.3,12.4,307,459,645,64.5,3.3
2020-08-18T17:00:00Z,2020-08-18T16:00:00Z,PT60M,12.2,2.3,193,741,769,66.4,3.3
2020-08-18T18:00:00Z,2020-08-18T17:00:00Z,PT60M,12.3,1.7,189,740,753,66.8,3.2
2020-08-18T19:00:00Z,2020-08-18T18:00:00Z,PT60M,12.3,1.5,179,706,666,66.8,2.9
2020-08-18T20:00:00Z,2020-08-18T19:00:00Z,PT60M,12.1,1.8,159,632,517,68.0,3.1
2020-08-18T21:00:00Z,2020-08-18T20:00:00Z,PT60M,11.8,0.7,111,554,330,70.4,3.3
2020-08-18T22:00:00Z,2020-08-18T21:00:00Z,PT60M,11.3,0.2,57,343,127,74.0,2.7
2020-08-18T23:00:00Z,2020-08-18T22:00:00Z,PT60M,10.0,1.2,4,16,6,80.1,2.1
2020-08-19T00:00:00Z,2020-08-18T23:00:00Z,PT60M,9.0,3.3,0,0,0,83.6,2.2
2020-08-19T01:00:00Z,2020-08-19T00:00:00Z,PT60M,8.7,2.8,0,0,0,83.9,2.8
2020-08-19T02:00:00Z,2020-08-19T01:00:00Z,PT60M,8.5,19.3,0,0,0,83.4,2.8
2020-08-19T03:00:00Z,2020-08-19T02:00:00Z,PT60M,8.4,36.6,0,0,0,82.7,2.6
2020-08-19T04:00:00Z,2020-08-19T03:00:00Z,PT60M,8.1,31.1,0,0,0,82.8,2.1
2020-08-19T05:00:00Z,2020-08-19T04:00:00Z,PT60M,7.9,30.5,0,0,0,82.5,1.5
2020-08-19T06:00:00Z,2020-08-19T05:00:00Z,PT60M,7.6,17.4,0,0,0,83.7,1.7
2020-08-19T07:00:00Z,2020-08-19T06:00:00Z,PT60M,7.4,31.6,0,0,0,84.1,1.7
2020-08-19T08:00:00Z,2020-08-19T07:00:00Z,PT60M,7.2,36.6,0,0,0,83.3,1.2
2020-08-19T09:00:00Z,2020-08-19T08:00:00Z,PT60M,7.0,2.4,0,0,0,83.1,0.9
2020-08-19T10:00:00Z,2020-08-19T09:00:00Z,PT60M,6.7,0.0,0,0,0,82.2,0.8
2020-08-19T11:00:00Z,2020-08-19T10:00:00Z,PT60M,6.7,0.1,0,0,0,80.8,0.4
2020-08-19T12:00:00Z,2020-08-19T11:00:00Z,PT60M,9.2,0.1,23,184,48,66.7,1.0
2020-08-19T13:00:00Z,2020-08-19T12:00:00Z,PT60M,12.0,0.0,67,581,242,55.1,2.2
2020-08-19T14:00:00Z,2020-08-19T13:00:00Z,PT60M,12.8,0.0,89,758,456,54.0,2.8
2020-08-19T15:00:00Z,2020-08-19T14:00:00Z,PT60M,13.6,0.0,101,842,636,54.4,3.2
2020-08-19T16:00:00Z,2020-08-19T15:00:00Z,PT60M,14.0,0.6,120,859,753,55.5,3.6
2020-08-19T17:00:00Z,2020-08-19T16:00:00Z,PT60M,14.1,1.7,148,830,796,57.4,4.2
2020-08-19T18:00:00Z,2020-08-19T17:00:00Z,PT60M,14.0,2.0,155,806,773,61.0,4.3
2020-08-19T19:00:00Z,2020-08-19T18:00:00Z,PT60M,13.8,0.6,126,821,695,63.8,3.8
2020-08-19T20:00:00Z,2020-08-19T19:00:00Z,PT60M,13.5,1.4,122,739,541,64.0,3.3
2020-08-19T21:00:00Z,2020-08-19T20:00:00Z,PT60M,13.2,0.0,85,669,351,65.3,3.1
2020-08-19T22:00:00Z,2020-08-19T21:00:00Z,PT60M,12.4,0.8,52,412,137,70.0,3.0
2020-08-19T23:00:00Z,2020-08-19T22:00:00Z,PT60M,10.6,2.0,5,24,7,78.9,2.8
2020-08-20T00:00:00Z,2020-08-19T23:00:00Z,PT60M,9.2,14.5,0,0,0,84.1,2.6
2020-08-20T01:00:00Z,2020-08-20T00:00:00Z,PT60M,9.0,9.9,0,0,0,83.2,2.7
2020-08-20T02:00:00Z,2020-08-20T01:00:00Z,PT60M,8.8,5.7,0,0,0,82.9,2.3
2020-08-20T03:00:00Z,2020-08-20T02:00:00Z,PT60M,8.6,5.0,0,0,0,82.8,1.6
2020-08-20T04:00:00Z,2020-08-20T03:00:00Z,PT60M,8.4,0.3,0,0,0,82.3,1.0
2020-08-20T05:00:00Z,2020-08-20T04:00:00Z,PT60M,8.1,10.8,0,0,0,82.9,0.6
2020-08-20T06:00:00Z,2020-08-20T05:00:00Z,PT60M,7.8,28.6,0,0,0,83.9,0.8
2020-08-20T07:00:00Z,2020-08-20T06:00:00Z,PT60M,7.5,32.4,0,0,0,84.3,1.1
2020-08-20T08:00:00Z,2020-08-20T07:00:00Z,PT60M,7.3,32.8,0,0,0,84.3,0.9
2020-08-20T09:00:00Z,2020-08-20T08:00:00Z,PT60M,7.3,27.7,0,0,0,82.0,0.9
2020-08-20T10:00:00Z,2020-08-20T09:00:00Z,PT60M,7.2,32.2,0,0,0,80.0,0.9
2020-08-20T11:00:00Z,2020-08-20T10:00:00Z,PT60M,7.1,12.8,0,0,0,79.7,0.8
2020-08-20T12:00:00Z,2020-08-20T11:00:00Z,PT60M,9.3,0.1,23,215,52,69.1,1.5
2020-08-20T13:00:00Z,2020-08-20T12:00:00Z,PT60M,12.1,0.0,61,618,249,57.1,2.3
2020-08-20T14:00:00Z,2020-08-20T13:00:00Z,PT60M,13.4,0.0,80,785,464,51.2,2.5
2020-08-20T15:00:00Z,2020-08-20T14:00:00Z,PT60M,14.3,0.0,88,870,644,50.4,3.4
2020-08-20T16:00:00Z,2020-08-20T15:00:00Z,PT60M,14.4,0.0,89,918,768,53.6,3.8
2020-08-20T17:00:00Z,2020-08-20T16:00:00Z,PT60M,14.4,0.0,91,932,823,55.2,3.7
2020-08-20T18:00:00Z,2020-08-20T17:00:00Z,PT60M,14.4,0.7,105,901,798,56.1,3.8
2020-08-20T19:00:00Z,2020-08-20T18:00:00Z,PT60M,14.3,0.7,100,877,710,57.1,3.9
2020-08-20T20:00:00Z,2020-08-20T19:00:00Z,PT60M,14.1,0.0,80,849,564,57.3,3.3
2020-08-20T21:00:00Z,2020-08-20T20:00:00Z,PT60M,13.7,0.0,66,749,366,59.1,3.0
2020-08-20T22:00:00Z,2020-08-20T21:00:00Z,PT60M,12.9,0.1,42,522,148,64.1,2.7
2020-08-20T23:00:00Z,2020-08-20T22:00:00Z,PT60M,11.1,1.1,5,38,8,73.1,2.2
2020-08-21T00:00:00Z,2020-08-20T23:00:00Z,PT60M,9.9,12.3,0,0,0,79.4,2.2
2020-08-21T01:00:00Z,2020-08-21T00:00:00Z,PT60M,10.0,0.7,0,0,0,77.8,2.4
2020-08-21T02:00:00Z,2020-08-21T01:00:00Z,PT60M,10.0,0.0,0,0,0,75.7,2.4
2020-08-21T03:00:00Z,2020-08-21T02:00:00Z,PT60M,9.7,0.5,0,0,0,75.2,2.1
2020-08-21T04:00:00Z,2020-08-21T03:00:00Z,PT60M,9.4,1.8,0,0,0,74.9,1.7
2020-08-21T05:00:00Z,2020-08-21T04:00:00Z,PT60M,9.4,0.1,0,0,0,73.0,1.3
2020-08-21T06:00:00Z,2020-08-21T05:00:00Z,PT60M,9.3,10.3,0,0,0,71.8,1.2
2020-08-21T07:00:00Z,2020-08-21T06:00:00Z,PT60M,9.1,16.8,0,0,0,70.6,1.4
2020-08-21T08:00:00Z,2020-08-21T07:00:00Z,PT60M,9.1,12.4,0,0,0,68.1,1.6
2020-08-21T09:00:00Z,2020-08-21T08:00:00Z,PT60M,9.0,11.9,0,0,0,69.3,1.6
2020-08-21T10:00:00Z,2020-08-21T09:00:00Z,PT60M,8.7,19.7,0,0,0,71.3,1.4
2020-08-21T11:00:00Z,2020-08-21T10:00:00Z,PT60M,8.7,0.6,0,0,0,71.0,1.2
2020-08-21T12:00:00Z,2020-08-21T11:00:00Z,PT60M,11.2,0.1,20,291,59,56.1,1.5
2020-08-21T13:00:00Z,2020-08-21T12:00:00Z,PT60M,14.3,0.0,50,700,263,44.4,2.0
2020-08-21T14:00:00Z,2020-08-21T13:00:00Z,PT60M,15.1,0.0,64,842,478,45.5,2.5
2020-08-21T15:00:00Z,2020-08-21T14:00:00Z,PT60M,15.5,0.0,72,910,656,47.7,2.7
2020-08-21T16:00:00Z,2020-08-21T15:00:00Z,PT60M,15.4,0.0,78,939,776,49.5,2.7
2020-08-21T17:00:00Z,2020-08-21T16:00:00Z,PT60M,15.3,0.0,81,947,828,51.2,2.7
2020-08-21T18:00:00Z,2020-08-21T17:00:00Z,PT60M,15.6,0.2,86,932,806,51.7,3.1
2020-08-21T19:00:00Z,2020-08-21T18:00:00Z,PT60M,15.7,0.0,80,912,718,53.3,3.4
2020-08-21T20:00:00Z,2020-08-21T19:00:00Z,PT60M,15.3,0.0,74,859,565,55.1,3.0
2020-08-21T21:00:00Z,2020-08-21T20:00:00Z,PT60M,14.8,0.1,62,755,365,56.8,2.4
2020-08-21T22:00:00Z,2020-08-21T21:00:00Z,PT60M,13.9,3.1,46,474,146,61.6,1.8
2020-08-21T23:00:00Z,2020-08-21T22:00:00Z,PT60M,12.1,8.5,5,36,8,70.9,1.7
2020-08-22T00:00:00Z,2020-08-21T23:00:00Z,PT60M,10.9,30.5,0,0,0,78.2,2.0
2020-08-22T01:00:00Z,2020-08-22T00:00:00Z,PT60M,10.6,43.4,0,0,0,78.8,1.9
2020-08-22T02:00:00Z,2020-08-22T01:00:00Z,PT60M,10.3,39.7,0,0,0,78.6,1.7
2020-08-22T03:00:00Z,2020-08-22T02:00:00Z,PT60M,9.8,37.8,0,0,0,79.6,1.5
2020-08-22T04:00:00Z,2020-08-22T03:00:00Z,PT60M,9.7,42.3,0,0,0,80.1,1.1
2020-08-22T05:00:00Z,2020-08-22T04:00:00Z,PT60M,9.8,42.2,0,0,0,78.4,0.8
2020-08-22T06:00:00Z,2020-08-22T05:00:00Z,PT60M,9.3,40.2,0,0,0,76.0,0.9
2020-08-22T07:00:00Z,2020-08-22T06:00:00Z,PT60M,8.9,38.2,0,0,0,76.5,1.3
2020-08-22T08:00:00Z,2020-08-22T07:00:00Z,PT60M,8.6,36.9,0,0,0,79.8,1.2
2020-08-22T09:00:00Z,2020-08-22T08:00:00Z,PT60M,8.1,36.8,0,0,0,82.5,0.6
2020-08-22T10:00:00Z,2020-08-22T09:00:00Z,PT60M,8.1,32.6,0,0,0,83.6,0.3
2020-08-22T11:00:00Z,2020-08-22T10:00:00Z,PT60M,8.2,19.2,0,0,0,84.2,0.1
2020-08-22T12:00:00Z,2020-08-22T11:00:00Z,PT60M,9.7,11.0,39,74,47,76.9,0.4
2020-08-22T13:00:00Z,2020-08-22T12:00:00Z,PT60M,11.7,38.2,158,2,159,68.8,1.1
2020-08-22T14:00:00Z,2020-08-22T13:00:00Z,PT60M,12.6,47.8,244,0,244,65.9,1.6
2020-08-22T15:00:00Z,2020-08-22T14:00:00Z,PT60M,13.2,61.4,252,0,252,64.7,1.9
2020-08-22T16:00:00Z,2020-08-22T15:00:00Z,PT60M,13.3,48.7,394,0,394,65.8,1.9
2020-08-22T17:00:00Z,2020-08-22T16:00:00Z,PT60M,13.1,49.7,413,0,413,67.1,1.8
2020-08-22T18:00:00Z,2020-08-22T17:00:00Z,PT60M,13.1,57.9,338,0,338,66.3,2.4
2020-08-22T19:00:00Z,2020-08-22T18:00:00Z,PT60M,13.0,60.7,279,0,279,66.4,2.8
2020-08-22T20:00:00Z,2020-08-22T19:00:00Z,PT60M,12.4,49.8,241,67,275,69.6,2.4
2020-08-22T21:00:00Z,2020-08-22T20:00:00Z,PT60M,12.0,17.7,178,288,299,72.1,1.9
2020-08-22T22:00:00Z,2020-08-22T21:00:00Z,PT60M,11.4,24.1,98,51,109,75.5,1.7
2020-08-22T23:00:00Z,2020-08-22T22:00:00Z,PT60M,10.0,14.4,6,4,7,82.9,1.4
2020-08-23T00:00:00Z,2020-08-22T23:00:00Z,PT60M,9.0,11.4,0,0,0,87.4,1.0
2020-08-23T01:00:00Z,2020-08-23T00:00:00Z,PT60M,9.3,30.8,0,0,0,84.1,1.3
2020-08-23T02:00:00Z,2020-08-23T01:00:00Z,PT60M,9.2,50.5,0,0,0,82.6,1.9
2020-08-23T03:00:00Z,2020-08-23T02:00:00Z,PT60M,8.7,52.1,0,0,0,85.2,1.9
2020-08-23T04:00:00Z,2020-08-23T03:00:00Z,PT60M,8.6,56.4,0,0,0,85.7,0.8
